"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","25942","-1","-5.4931640625","-1","-1000","-1000000","0","87835","87835","0","2897","1336","295"
"1","ALIGN_RAMP","25944","1","5.4931640625","2","2000","3000000","200","87836","87836","0","2902","1336","2136"
"2","ALIGN_RAMP","25945","2","10.986328125","1","1000","-1000000","400","87837","87837","0","2902","1336","2046"
"3","ALIGN_RAMP","25943","0","0","-2","-2000","-3000000","600","87838","87838","0","2902","1336","1956"
"4","ALIGN_RAMP","25940","-3","-16.4794921875","-3","-3000","-1000000","800","87839","87839","0","2902","1336","1866"
"5","ALIGN_RAMP","25945","2","10.986328125","5","5000","8000000","1000","87840","87840","0","2902","1336","1776"
"6","ALIGN_RAMP","25943","0","0","-2","-2000","-7000000","1200","87841","87841","0","2902","1336","1686"
"7","ALIGN_RAMP","25945","2","10.986328125","2","2000","4000000","1400","87842","87842","0","2902","1336","1596"
"8","ALIGN_RAMP","25942","-1","-5.4931640625","-3","-3000","-5000000","1600","87843","87843","0","2902","1336","1506"
"9","ALIGN_RAMP","25942","-1","-5.4931640625","0","0","3000000","1800","87844","87844","0","2902","1336","1416"
"10","ALIGN_RAMP","25945","2","10.986328125","3","3000","3000000","2000","87845","87845","0","2902","1336","1326"
"11","ALIGN_RAMP","25943","0","0","-2","-2000","-5000000","2200","87846","87846","0","2902","1336","1236"
"12","ALIGN_RAMP","25943","0","0","0","0","2000000","2400","87847","87847","0","2902","1336","1146"
"13","ALIGN_RAMP","25938","-5","-27.4658203125","-5","-5000","-5000000","2600","87848","87848","0","2902","1336","1056"
"14","ALIGN_RAMP","25948","5","27.4658203125","10","10000","15000000","2800","87849","87849","0","2902","1336","966"
"15","ALIGN_RAMP","25942","-1","-5.4931640625","-6","-6000","-16000000","3000","87850","87850","0","2902","1336","876"
"16","ALIGN_RAMP","25941","-2","-10.986328125","-1","-1000","5000000","3200","87851","87851","0","2902","1336","786"
"17","ALIGN_RAMP","25944","1","5.4931640625","3","3000","4000000","3400","87852","87852","0","2902","1336","696"
"18","ALIGN_RAMP","25941","-2","-10.986328125","-3","-3000","-6000000","3600","87853","87853","0","2902","1336","606"
"19","ALIGN_RAMP","25939","-4","-21.97265625","-2","-2000","1000000","3800","87854","87854","0","2902","1336","516"
"20","ALIGN_RAMP","25942","-1","-5.4931640625","3","3000","5000000","4000","87855","87855","0","2902","1336","426"
"21","ALIGN_RAMP","25945","2","10.986328125","3","3000","0","4200","87856","87856","0","2902","1336","336"
"22","ALIGN_RAMP","25944","1","5.4931640625","-1","-1000","-4000000","4400","87857","87857","0","2902","1336","246"
"23","ALIGN_RAMP","25943","0","0","-1","-1000","0","4600","87858","87858","0","2902","1336","156"
"24","ALIGN_RAMP","25944","1","5.4931640625","1","1000","2000000","4800","87859","87859","0","2902","1336","66"
"25","ALIGN_RAMP","25945","2","10.986328125","1","1000","0","5000","87860","87860","0","2902","1336","2131"
"26","ALIGN_RAMP","25943","0","0","-2","-2000","-3000000","5200","87861","87861","0","2902","1336","2041"
"27","ALIGN_RAMP","25942","-1","-5.4931640625","-1","-1000","1000000","5400","87862","87862","0","2902","1336","1951"
"28","ALIGN_RAMP","25947","4","21.97265625","5","5000","6000000","5600","87863","87863","0","2902","1336","1861"
"29","ALIGN_RAMP","25941","-2","-10.986328125","-6","-6000","-11000000","5800","87864","87864","0","2902","1336","1771"
"30","ALIGN_RAMP","25945","2","10.986328125","4","4000","10000000","6000","87865","87865","0","2902","1336","1681"
"31","ALIGN_RAMP","25943","0","0","-2","-2000","-6000000","6200","87866","87866","0","2902","1336","1591"
"32","ALIGN_RAMP","25946","3","16.4794921875","3","3000","5000000","6400","87867","87867","0","2902","1336","1501"
"33","ALIGN_RAMP","25943","0","0","-3","-3000","-6000000","6600","87868","87868","0","2902","1336","1411"
"34","ALIGN_RAMP","25945","2","10.986328125","2","2000","5000000","6800","87869","87869","0","2902","1336","1321"
"35","ALIGN_RAMP","25941","-2","-10.986328125","-4","-4000","-6000000","7000","87870","87870","0","2902","1336","1231"
"36","ALIGN_RAMP","25944","1","5.4931640625","3","3000","7000000","7200","87871","87871","0","2902","1336","1141"
"37","ALIGN_RAMP","25942","-1","-5.4931640625","-2","-2000","-5000000","7400","87872","87872","0","2902","1336","1051"
"38","ALIGN_RAMP","25941","-2","-10.986328125","-1","-1000","1000000","7600","87873","87873","0","2902","1336","961"
"39","ALIGN_RAMP","25943","0","0","2","2000","3000000","7800","87874","87874","0","2902","1336","871"
"40","ALIGN_RAMP","25940","-3","-16.4794921875","-3","-3000","-5000000","8000","87875","87875","0","2902","1336","781"
"41","ALIGN_RAMP","25941","-2","-10.986328125","1","1000","4000000","8200","87876","87876","0","2902","1336","691"
"42","ALIGN_RAMP","25943","0","0","2","2000","1000000","8400","87877","87877","0","2902","1336","601"
"43","ALIGN_RAMP","25940","-3","-16.4794921875","-3","-3000","-5000000","8600","87878","87878","0","2902","1336","511"
"44","ALIGN_RAMP","25942","-1","-5.4931640625","2","2000","5000000","8800","87879","87879","0","2902","1336","421"
"45","ALIGN_RAMP","25941","-2","-10.986328125","-1","-1000","-3000000","9000","87880","87880","0","2902","1336","331"
"46","ALIGN_RAMP","25945","2","10.986328125","4","4000","5000000","9200","87881","87881","0","2902","1336","241"
"47","ALIGN_RAMP","25946","3","16.4794921875","1","1000","-3000000","9400","87882","87882","0","2902","1336","151"
"48","ALIGN_RAMP","25944","1","5.4931640625","-2","-2000","-3000000","9600","87883","87883","0","2902","1336","61"
"49","ALIGN_RAMP","25943","0","0","-1","-1000","1000000","9800","87884","87884","0","2902","1336","2126"
"50","ALIGN_RAMP","25943","0","0","0","0","1000000","10000","87885","87885","0","2902","1336","2036"
"51","ALIGN_RAMP","25942","-1","-5.4931640625","-1","-1000","-1000000","10200","87886","87886","0","2902","1336","1946"
"52","ALIGN_RAMP","25944","1","5.4931640625","2","2000","3000000","10400","87887","87887","0","2902","1336","1856"
"53","ALIGN_RAMP","25944","1","5.4931640625","0","0","-2000000","10600","87888","87888","0","2902","1336","1766"
"54","ALIGN_RAMP","25943","0","0","-1","-1000","-1000000","10800","87889","87889","0","2902","1336","1676"
"55","ALIGN_RAMP","25942","-1","-5.4931640625","-1","-1000","0","11000","87890","87890","0","2902","1336","1586"
"56","ALIGN_RAMP","25946","3","16.4794921875","4","4000","5000000","11200","87891","87891","0","2902","1336","1496"
"57","ALIGN_RAMP","25943","0","0","-3","-3000","-7000000","11400","87892","87892","0","2902","1336","1406"
"58","ALIGN_RAMP","25943","0","0","0","0","3000000","11600","87893","87893","0","2902","1336","1316"
"59","ALIGN_RAMP","25942","-1","-5.4931640625","-1","-1000","-1000000","11800","87894","87894","0","2902","1336","1226"
"60","ALIGN_RAMP","25943","0","0","1","1000","2000000","12000","87895","87895","0","2902","1336","1136"
"61","ALIGN_RAMP","25943","0","0","0","0","-1000000","12200","87896","87896","0","2902","1336","1046"
"62","ALIGN_RAMP","25945","2","10.986328125","2","2000","2000000","12400","87897","87897","0","2902","1336","956"
"63","ALIGN_RAMP","25944","1","5.4931640625","-1","-1000","-3000000","12600","87898","87898","0","2902","1336","866"
"64","ALIGN_RAMP","25943","0","0","-1","-1000","0","12800","87899","87899","0","2902","1336","776"
"65","ALIGN_RAMP","25944","1","5.4931640625","1","1000","2000000","13000","87900","87900","0","2902","1336","686"
"66","ALIGN_RAMP","25943","0","0","-1","-1000","-2000000","13200","87901","87901","0","2902","1336","596"
"67","ALIGN_RAMP","25940","-3","-16.4794921875","-3","-3000","-2000000","13400","87902","87902","0","2902","1336","506"
"68","ALIGN_RAMP","25944","1","5.4931640625","4","4000","7000000","13600","87903","87903","0","2902","1336","416"
"69","ALIGN_RAMP","25942","-1","-5.4931640625","-2","-2000","-6000000","13800","87904","87904","0","2902","1336","326"
"70","ALIGN_RAMP","25942","-1","-5.4931640625","0","0","2000000","14000","87905","87905","0","2902","1336","236"
"71","ALIGN_RAMP","25946","3","16.4794921875","4","4000","4000000","14200","87906","87906","0","2902","1336","146"
"72","ALIGN_RAMP","25948","5","27.4658203125","2","2000","-2000000","14400","87907","87907","0","2902","1336","56"
