motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG7,1,1,0,PRECONDITION,False,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,False,META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics),0.10554817534537324,0.66388,0.33194,0.541798,-0.09631,0.11004007514712427,0.50537109375,-0.030220388888888887,0.35240961111111113,0.019500091640151485,0.0059684932443601,0.007516149677964861,0.009181744565079478,0.026295257743220852,0.013116989155472913,0.01967293189256586,0.02142389138726873,0.11007653733869563,0.011504685705266481,0.03281497330335435,0.009459890544737054
