motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG7,1,1,0,PRECONDITION,False,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,False,END.Status=INVALID; META.MeasurementValid=0; META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics),86.26596855631361,260.27869,130.139345,257.64384,260.29396,99.19741259110471,180.0,93.64675041666668,162.5416095833333,102.88326620567794,40.6963810914243,25.823125050671738,13.229403514496717,9.18174263920515,7.011574623414162,4.61914572061256,3.088525772943155,2.3090279526823125,1.8863578194430628,1.2257989016794015,0.8901460223682979
