motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG7,1,1,0,PRECONDITION,False,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,False,META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics),0.0871130948565889,0.55665,0.278325,0.48392599999999997,-0.02591,0.08960849567137756,0.428466796875,-0.019759416666666665,0.3384405833333334,0.013591135734029296,0.0065386280594447845,0.005842795377898223,0.005306750707183815,0.020143319877054124,0.0061671062335117415,0.019733498096347564,0.010647392206663973,0.0919247989187469,0.0094115163057714,0.01876950429381197,0.0030840115917357695
