motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG4,12,12,0,PRECONDITION,False,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,False,META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics),0.6995884182496338,2.8651799999999996,1.4325899999999998,2.6408899999999997,0.04373,0.7801422133572399,1.7578125,0.35064744444444446,1.3965725555555555,0.13856598711600365,0.17438816891704548,0.05241596076949409,0.0022626357670061333,0.16749788554249437,0.02926245346883952,0.10924042577371551,0.03418309138386821,0.9040748250392222,0.05309887244922756,0.19195375861765226,0.10961023503588196
UNKNOWN,JIG4,13,13,1,OFFICIAL,True,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,True,,0.6992180186155557,2.8709,1.43545,2.62494,-0.00735,0.7642844438495752,1.7193603515625,0.31749894444444443,1.3407989444444446,0.1474384657630572,0.17775741150159785,0.05829963565091169,0.0037139196779012377,0.16457165347077995,0.035022785860030665,0.1071143233193566,0.034785294542532326,0.9022607325563947,0.04746020900603225,0.18967800417849076,0.1112945416389047
UNKNOWN,JIG4,14,14,2,OFFICIAL,True,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,True,,0.69914014446079,2.8834,1.4417,2.635726,0.03888,0.7669502018401303,1.77978515625,0.32355788888888887,1.3466121111111111,0.14583735129007772,0.17893517713688545,0.058719482643262454,0.0019217626805691807,0.16443835918104918,0.03555925472944959,0.10606996732942119,0.03157080887684294,0.9016739188442405,0.04522250904595803,0.19192143207985357,0.1156187661085471
UNKNOWN,JIG4,15,15,3,OFFICIAL,True,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,True,,0.7004357582168157,2.9565799999999998,1.4782899999999999,2.64862,-0.00641,0.7491326282516622,1.7852783203125,0.2718838888888889,1.365013888888889,0.15035726660766152,0.1787102048573704,0.05692461339106492,0.0027412280647460523,0.1623102593233678,0.03244962029438204,0.10811595779831383,0.029439884404482985,0.9034457825435058,0.0477437871394039,0.19198882795147745,0.11249086217542659
UNKNOWN,JIG4,16,16,4,OFFICIAL,True,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,True,,0.7003235162911262,2.88204,1.44102,2.626004,-0.00418,0.7538817102710492,1.702880859375,0.2882627222222222,1.3665527222222222,0.1510617831390425,0.18020813441134728,0.05846923891938474,0.003915356221239348,0.16452578323710199,0.03629133743050745,0.10921834990521863,0.031382561796677096,0.9019377172762307,0.049038544681935164,0.19274064898733226,0.11060801681380622
UNKNOWN,JIG4,17,17,5,OFFICIAL,True,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,True,,0.7006872143052569,2.87479,1.437395,2.6524480000000006,-0.01706,0.7585822991674677,1.6864013671875,0.29556550000000004,1.3744554999999998,0.15196535626020108,0.17782910597685855,0.05965076845745834,0.004225736115532795,0.16400933147063806,0.03344417011489687,0.10737937176443595,0.03230792903261089,0.9031050009089204,0.04850931527920924,0.1901404323995631,0.11283654527598691
UNKNOWN,JIG4,18,18,6,OFFICIAL,True,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,True,,0.7020460380349345,2.8950199999999997,1.4475099999999999,2.634092,0.01605,0.7602610333879201,1.7083740234375,0.30069091666666664,1.3567190833333334,0.15245683490818132,0.17662379347262885,0.05573389980286242,0.0015500642062424446,0.16375440528041524,0.03506014047701487,0.11138466483985514,0.03546907466303471,0.9029823289658307,0.04620010548021241,0.19595529145782178,0.11727466697215018
UNKNOWN,JIG4,19,19,7,OFFICIAL,True,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,True,,0.7003463046300913,2.8530800000000003,1.4265400000000001,2.6355760000000004,-0.02789,0.748317850854635,1.6864013671875,0.2701085555555556,1.3501385555555556,0.1471836412138479,0.17629312518186477,0.05646571452282544,0.0023792574463118456,0.16688667393860465,0.037663502305359586,0.1090397178005602,0.034623334978374734,0.9026390103178915,0.04819143412943645,0.18992078169705057,0.1122757315460248
UNKNOWN,JIG4,20,20,8,OFFICIAL,True,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,True,,0.7010996811442355,2.8808,1.4404,2.612896,0.01947,0.7660861631212474,1.7138671875,0.31438241666666666,1.3120775833333334,0.1489237349770954,0.17748651262412235,0.05878172617338819,0.0041814282679322025,0.16461223034835185,0.03517669922944792,0.10970437912051209,0.032975894505572874,0.9030022614100827,0.05128365757686537,0.19175801628788072,0.11583291351549169
UNKNOWN,JIG4,21,21,9,OFFICIAL,True,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,True,,0.69999016516603,2.9091,1.45455,2.639024,-0.02472,0.74923288655643,1.7193603515625,0.2749299722222222,1.3678799722222224,0.14964383833970551,0.1775360069380963,0.06108395634605483,0.0030531345545281056,0.16703175494873085,0.03751795947409459,0.11100219026104442,0.03341013410657394,0.9013421513859469,0.044897252505353424,0.18940836617586043,0.11490372667236731
