motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG7,1,1,0,PRECONDITION,False,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,False,"no END record (truncated capture?); META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics); 23 of 360 analysis points missing (indices [337, 338, 339, 340, 341, 342, 343, 344, 345, 346]...); point 360 (closure) not captured",0.2069832936139764,2.55188,1.27594,1.567206,,0.21315235062011464,1.9281005859375,-0.04729014836795253,0.6996098516320475,0.041506507467644845,0.03925609392289773,0.004723180175449136,0.02755299579807014,0.08450817584915811,0.026974554355995654,0.021915024925866895,0.0367360300825049,0.13968385577598785,0.023204837793176697,0.013366913521103056,0.035475141163750765
