motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG1,6,5,0,PRECONDITION,False,DECLARED_ROLE,256,256,CANONICAL_Q16_1DEG360_V2,False,END.Status=INVALID; META.MeasurementValid=0; META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics); META.ShadowContractVersion=CANONICAL_Q16_1DEG360_V2 is incompatible with AnalysisPoints=256; no usable DATA points (0 of 0..255 present),,,,,,,,,,,,,,,,,,,,,
