motor_id,jig_a,jig_b,analysis_points,runs_a,runs_b,zero_shift_correlation,best_shift_deg,best_shift_points,best_shift_correlation,second_shift_deg,second_shift_correlation,correlation_margin,shifts_within_0_001_of_best,centered_rmse_zero_shift_deg,centered_rmse_aligned_deg,top5_mean_a_deg,top5_mean_b_deg,top5_delta_b_minus_a_deg,bottom5_mean_a_deg,bottom5_mean_b_deg,bottom5_delta_b_minus_a_deg,robust_nl_a_deg,robust_nl_b_deg,robust_nl_delta_b_minus_a_deg,top5_mean_distance_aligned_deg,top5_max_distance_aligned_deg,bottom5_mean_distance_aligned_deg,bottom5_max_distance_aligned_deg
P05,JIG1,JIG5,360,9,9,0.9956166334554221,0.0,0,0.9956166334554221,320.0,0.8902635787795948,0.10535305467582723,1,0.0710508290940624,0.0710508290940624,2.304885777777778,2.070246666666667,-0.23463911111111102,-0.877698,-1.0015666666666667,-0.12386866666666674,3.182583777777778,3.0718133333333335,-0.1107704444444444,0.0,0.0,32.0,159.0
