motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG7,9,9,0,PRECONDITION,False,DECLARED_ROLE,360,360,,False,END.Status=INVALID; META.MeasurementValid=0; META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics),0.6987974597531998,2.8942108154296875,1.4471054077148438,2.7224807739257812,-0.22118568420410156,0.7525875122744602,1.7633056640625,-0.2684133052825928,1.3759725093841553,0.19396035430044087,0.10593216382714728,0.02032462443610937,0.017653547470788292,0.27670160503418695,0.038018778469622816,0.07399109883096637,0.05943257275057608,0.8840393574210995,0.08617430533114152,0.17347001889932118,0.10219467963261906
