motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG7,5,5,0,PRECONDITION,False,DECLARED_ROLE,360,360,,False,END.Status=INVALID; META.MeasurementValid=0; META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics),0.7075181924521255,3.0037307739257812,1.5018653869628906,2.806680679321289,-0.5076885223388672,0.7889125924335013,1.9061279296875,-0.35526227951049805,1.3969035148620605,0.19060910948138604,0.11767013257643845,0.06449671185414686,0.042219763390954956,0.26088094102979825,0.0884130268418964,0.08566757639774214,0.05434700363060755,0.8898113551585469,0.08429721412279925,0.1718994365588364,0.1052894147839146
