motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG7,1,1,0,PRECONDITION,False,DECLARED_ROLE,360,360,,False,META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics),0.7936797182566858,3.6916637420654297,1.8458318710327148,3.386037826538086,-0.032787322998046875,0.8539207446288919,2.1368408203125,0.3318045139312744,1.7156527042388916,0.1626035251678714,0.20232940137613525,0.040609086657755554,0.04260697486090251,0.42487870514003184,0.18640116429021733,0.07958804313024216,0.10931589385286102,0.9281490644334204,0.13047469045033594,0.18940055637902803,0.09802801651364405
