motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG8,12,12,0,PRECONDITION,False,DECLARED_ROLE,360,360,,False,END.Status=INVALID; META.MeasurementValid=0; META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics),0.8049400265427825,3.682994842529297,1.8414974212646484,3.444883346557617,-0.21268844604492188,0.8098221699603344,2.04345703125,0.08097434043884277,1.7925379276275635,0.3152495706267798,0.36658169715124717,0.09722493403106207,0.014874047989658742,0.4307556096036045,0.060150963683989055,0.06605507626416708,0.10159700277775169,0.8781110867258891,0.1330636303421698,0.1688071048235715,0.09329975086934769
