motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG7,13,13,0,PRECONDITION,False,DECLARED_ROLE,360,360,,False,END.Status=INVALID; META.MeasurementValid=0; META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics),0.6951452005590436,2.720918655395508,1.360459327697754,2.639190673828125,-0.20273208618164062,0.6979993918246814,1.40625,-0.04253649711608887,1.3570187091827393,0.10037220704464106,0.05473295422146323,0.0471447686054428,0.03229836245843849,0.284970489995199,0.07472434621134794,0.08656299209462961,0.05999664736040082,0.8899338972224069,0.08689667178347305,0.17909338785355297,0.10648424208424215
