point_index,sweep_angle_deg,a1_raw_mean_error_deg,a1_raw_pointwise_sd_deg,a1_centered_mean_error_deg,a1_centered_pointwise_sd_deg,a1_top_selection_rate,a1_bottom_selection_rate,b_raw_mean_error_deg,b_raw_pointwise_sd_deg,b_centered_mean_error_deg,b_centered_pointwise_sd_deg,b_top_selection_rate,b_bottom_selection_rate,a2_raw_mean_error_deg,a2_raw_pointwise_sd_deg,a2_centered_mean_error_deg,a2_centered_pointwise_sd_deg,a2_top_selection_rate,a2_bottom_selection_rate,a_average_raw_mean_error_deg,a_average_centered_mean_error_deg,b_minus_a_raw_error_deg,b_minus_a_centered_error_deg,b_aligned_source_index,b_aligned_source_angle_deg,b_aligned_centered_mean_error_deg,b_minus_a_aligned_centered_error_deg
0,0.0,0.0022233333333333337,0.01641531094232861,-0.39720723148148146,0.021551807027771326,0.0,0.0,0.00724,0.002581065671384593,-0.3103144351851852,0.021751489709206123,0.0,0.0,0.0002599999999999998,0.006244645706523309,-0.3569487314814815,0.01922538920664188,0.0,0.0,0.0012416666666666667,-0.3770779814814815,0.005998333333333333,0.06676354629629627,0,0.0,-0.3103144351851852,0.06676354629629627
1,1.0,0.5019433333333333,0.010237257119626008,0.10251276851851854,0.006662960807167438,0.0,0.0,0.4914233333333333,0.024818167404813216,0.17386889814814813,0.02769582159178121,0.0,0.0,0.48322333333333334,0.02414536049292559,0.12601460185185184,0.00846218496643278,0.0,0.0,0.4925833333333333,0.11426368518518519,-0.0011599999999999944,0.059605212962962936,1,1.0,0.17386889814814813,0.059605212962962936
2,2.0,0.7781399999999999,0.040194884002818086,0.3787094351851852,0.03130823369184275,0.0,0.0,0.7495833333333334,0.03448158977386818,0.43202889814814815,0.022429090430346545,0.0,0.0,0.75191,0.03686418722825722,0.3947012685185185,0.015856096054556037,0.0,0.0,0.765025,0.38670535185185184,-0.015441666666666576,0.04532354629629631,2,2.0,0.43202889814814815,0.04532354629629631
3,3.0,1.0027633333333335,0.008949973929198525,0.6033327685185185,0.020564492869886847,0.0,0.0,0.9543866666666666,0.0233765145676881,0.6368322314814815,0.004108610328196222,0.0,0.0,0.9565533333333334,0.0229440391677955,0.5993446018518519,0.00975534129851777,0.0,0.0,0.9796583333333334,0.6013386851851852,-0.025271666666666803,0.03549354629629631,3,3.0,0.6368322314814815,0.03549354629629631
4,4.0,0.97781,0.019725711647491893,0.5783794351851852,0.014335271243518712,0.0,0.0,0.9647233333333333,0.009055022547367512,0.6471688981481482,0.015522944246766358,0.0,0.0,0.9734966666666667,0.027028350547773587,0.6162879351851852,0.021020347478332146,0.0,0.0,0.9756533333333333,0.5973336851851851,-0.010929999999999995,0.049835212962963005,4,4.0,0.6471688981481482,0.049835212962963005
5,5.0,0.38686,0.06770322813573959,-0.012570564814814814,0.08196430474747142,0.0,0.0,0.32672,0.022522937197443846,0.009165564814814823,0.004916051160651785,0.0,0.0,0.32882,0.03490217901507011,-0.028388731481481466,0.021128039133976994,0.0,0.0,0.35784,-0.02047964814814814,-0.03111999999999998,0.029645212962962963,5,5.0,0.009165564814814823,0.029645212962962963
6,6.0,-0.6030099999999999,0.05790228751957907,-1.0024405648148147,0.04477633696698303,0.0,0.0,-0.6853933333333333,0.02034369025848884,-1.0029477685185186,0.01987379155504568,0.0,0.0,-0.68976,0.03434978311430801,-1.0469687314814815,0.01215050420225771,0.0,0.0,-0.646385,-1.024704648148148,-0.03900833333333331,0.021756879629629466,6,6.0,-1.0029477685185186,0.021756879629629466
7,7.0,-0.7964866666666667,0.005847173106154235,-1.1959172314814814,0.009781903688618376,0.0,0.0,-0.8692233333333333,0.023703063796339383,-1.1867777685185186,0.0038695301460491337,0.0,0.0,-0.82071,0.05066293418269413,-1.1779187314814814,0.0314928492965232,0.0,0.0,-0.8085983333333333,-1.1869179814814814,-0.06062500000000004,0.00014021296296284902,7,7.0,-1.1867777685185186,0.00014021296296284902
8,8.0,-0.6027666666666667,0.012578224569999253,-1.0021972314814815,0.024601370705851656,0.0,0.0,-0.7032366666666666,0.03032886468915925,-1.0207911018518518,0.011366658872401843,0.0,0.0,-0.61626,0.04906283624088605,-0.9734687314814815,0.024953964183676285,0.0,0.0,-0.6095133333333334,-0.9878329814814815,-0.09372333333333327,-0.03295812037037038,8,8.0,-1.0207911018518518,-0.03295812037037038
9,9.0,-0.3195866666666667,0.007245801082926127,-0.7190172314814816,0.008136783202501848,0.0,0.0,-0.43326,0.031725745066113094,-0.7508144351851852,0.00766091139869079,0.0,0.0,-0.32875666666666664,0.01685955021147757,-0.6859653981481482,0.01180832800355136,0.0,0.0,-0.32417166666666664,-0.7024913148148149,-0.10908833333333334,-0.04832312037037034,9,9.0,-0.7508144351851852,-0.04832312037037034
10,10.0,0.15329666666666666,0.012381830774701019,-0.24613389814814815,0.0032199749618415925,0.0,0.0,0.04421,0.025031316385679757,-0.2733444351851852,0.013513226765848957,0.0,0.0,0.15922333333333336,0.00881050698503402,-0.1979853981481481,0.02250961526561753,0.0,0.0,0.15626,-0.22205964814814813,-0.11205000000000001,-0.051284787037037066,10,10.0,-0.2733444351851852,-0.051284787037037066
