leg,motor_id,jig_id,eligible_runs,analysis_points,nl_mean_deg,nl_sd_deg,top_mean_deg,top_sd_deg,bottom_mean_deg,bottom_sd_deg,closure_mean_deg,closure_sd_deg,closure_max_abs_deg,centered_pointwise_sd_mean_deg,centered_pointwise_sd_max_deg,centered_pointwise_sd_max_angle_deg
A1,p03,JIG1,3,360,2.6458746666666664,0.02237555401176342,1.7368686666666668,0.02880408265043927,-0.9090060000000001,0.01777796265042759,0.010666666666666666,0.022504615822833623,0.03622,0.022718989718671014,0.19880826059658607,245.0
B,p03,JIG1,3,360,2.60012,0.027973538853709512,1.635446,0.005040281341353889,-0.964674,0.030376993860485983,-0.03922666666666667,0.02630496024200252,0.06952,0.01789561580927094,0.20056671801454312,95.0
A2,p03,JIG1,3,360,2.5811306666666667,0.0078026719355185434,1.6612706666666668,0.018552797021832948,-0.91986,0.01724753234523706,0.02033333333333333,0.034285218875389045,0.05957,0.018660110536657528,0.1074409868893523,85.0
