SequentialRun,Leg,SourceFile,TestID,SweepID,RunOrder,RunRole,EligibleForStatistics,BuildID,ApproachProtocol,PreconditionProtocol,A36_Deg,A36_RecomputeDelta_Deg,AnalysisStartRaw,AnalysisStartRawCentered,ClosureErrorDeg,FirmwareNL_Deg,FirmwareShadowA36_Deg,FirmwareShadowRMS_AC_Deg,MeanDC_Deg,NL_MinusFirmwareRounded_Deg,NL_RobustP2P_Deg,RMS_AC_Deg,RMS_RecomputeDelta_Deg,RawP2P_Deg,ShadowP2P_Deg,SystemINL_Deg
1,V5.3-R1,S2-P03-JIG7-remount01-test-2-v5-3.txt,6,6,1,OFFICIAL,1,Aug  5 2026 16:24:14,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.1019386893656671,8.68936566709999e-06,11309.0,-184.0,0.08386,0.49,0.10193,0.0956,-0.027723444444444443,0.004610000000000003,0.49461,0.09562611624808025,2.6116248080243487e-05,0.57721,0.58133,0.288605
2,V5.3-R1,S2-P03-JIG7-remount01-test-2-v5-3.txt,7,7,2,OFFICIAL,1,Aug  5 2026 16:24:14,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.11125856156339173,0.00018856156339172592,11310.0,-183.0,0.06223,0.55,0.11107,0.10486,-0.03020763888888889,0.0044799999999999285,0.55448,0.1052901575685688,0.0004301575685688036,0.63142,0.63206,0.31571
3,V5.3-R1,S2-P03-JIG7-remount01-test-2-v5-3.txt,8,8,3,OFFICIAL,1,Aug  5 2026 16:24:14,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.10030516523304411,-0.00013483476695588803,11312.0,-181.0,0.09407,0.52,0.10044,0.09732,-0.027646277777777777,0.0015519999999999978,0.521552,0.0974733261007598,0.00015332610075979858,0.62824,0.62605,0.31412
4,V5.4-R1,S2-P03-JIG7-remount01-test-2-v5-4.txt,3,2,1,OFFICIAL,1,Aug  6 2026 09:01:24,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.1469417169635512,0.0007017169635512022,11647.0,154.0,0.08274,0.56,0.14624,0.12461,-0.02913961111111111,-0.000200000000000089,0.5598,0.12522334129849705,0.0006133412984970499,0.60929,0.61283,0.304645
5,V5.4-R1,S2-P03-JIG7-remount01-test-2-v5-4.txt,4,3,2,OFFICIAL,1,Aug  6 2026 09:01:24,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.1425036466063139,0.0008736466063138937,11652.0,159.0,0.09707,0.54,0.14163,0.12037,-0.028225416666666666,-0.003554000000000057,0.536446,0.12093140511529551,0.0005614051152955102,0.5665,0.55738,0.28325
6,V5.4-R1,S2-P03-JIG7-remount01-test-2-v5-4.txt,5,4,3,OFFICIAL,1,Aug  6 2026 09:01:24,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.15551754193869496,0.0012075419386949615,11635.0,142.0,0.10231,0.59,0.15431,0.13341,-0.03823486111111111,0.0008180000000000964,0.5908180000000001,0.13442438358498407,0.0010143835849840688,0.66283,0.65635,0.331415
7,V5.4-R2,S2-P03-JIG7-remount02-test-2-v5-4.txt,2,2,1,OFFICIAL,1,Aug  6 2026 09:01:24,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.15030737423319993,0.0009473742331999324,11523.0,30.0,0.06317,0.55,0.14936,0.12786,-0.034140722222222225,0.0011819999999999053,0.551182,0.12863032808111846,0.0007703280811184599,0.60199,0.60202,0.300995
8,V5.4-R2,S2-P03-JIG7-remount02-test-2-v5-4.txt,3,3,2,OFFICIAL,1,Aug  6 2026 09:01:24,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.15024838173693764,0.00039838173693762524,11525.0,32.0,0.09416,0.58,0.14985,0.13089,-0.03398636111111111,0.004542000000000046,0.584542,0.13117053718276084,0.0002805371827608316,0.6527000000000001,0.65008,0.32635000000000003
9,V5.4-R2,S2-P03-JIG7-remount02-test-2-v5-4.txt,4,4,3,OFFICIAL,1,Aug  6 2026 09:01:24,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.15021732275539165,0.001007322755391643,11524.0,31.0,0.08883,0.57,0.14921,0.12901,-0.032183361111111114,-0.0042879999999999585,0.565712,0.13001377362752609,0.0010037736275260722,0.64202,0.6336,0.32101
