"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","42222","-5","-27.4658203125","-5","-5000","-5000000","0","185517","185517","0","2897","1336","1746"
"1","ALIGN_RAMP","42226","-1","-5.4931640625","4","4000","9000000","180","185518","185518","0","2902","1336","1001"
"2","ALIGN_RAMP","42225","-2","-10.986328125","-1","-1000","-5000000","360","185519","185519","0","2902","1336","911"
"3","ALIGN_RAMP","42223","-4","-21.97265625","-2","-2000","-1000000","540","185520","185520","0","2902","1336","821"
"4","ALIGN_RAMP","42223","-4","-21.97265625","0","0","2000000","720","185521","185521","0","2902","1336","731"
"5","ALIGN_RAMP","42222","-5","-27.4658203125","-1","-1000","-1000000","900","185522","185522","0","2902","1336","641"
"6","ALIGN_RAMP","42225","-2","-10.986328125","3","3000","4000000","1080","185523","185523","0","2902","1336","551"
"7","ALIGN_RAMP","42225","-2","-10.986328125","0","0","-3000000","1260","185524","185524","0","2902","1336","461"
"8","ALIGN_RAMP","42226","-1","-5.4931640625","1","1000","1000000","1440","185525","185525","0","2902","1336","371"
"9","ALIGN_RAMP","42224","-3","-16.4794921875","-2","-2000","-3000000","1620","185526","185526","0","2902","1336","281"
"10","ALIGN_RAMP","42227","0","0","3","3000","5000000","1800","185527","185527","0","2902","1336","191"
"11","ALIGN_RAMP","42228","1","5.4931640625","1","1000","-2000000","1980","185528","185528","0","2902","1336","101"
"12","ALIGN_RAMP","42223","-4","-21.97265625","-5","-5000","-6000000","2160","185529","185529","0","2902","1336","11"
"13","ALIGN_RAMP","42224","-3","-16.4794921875","1","1000","6000000","2340","185530","185530","0","2902","1336","2076"
"14","ALIGN_RAMP","42229","2","10.986328125","5","5000","4000000","2520","185531","185531","0","2902","1336","1986"
"15","ALIGN_RAMP","42223","-4","-21.97265625","-6","-6000","-11000000","2700","185532","185532","0","2902","1336","1896"
"16","ALIGN_RAMP","42226","-1","-5.4931640625","3","3000","9000000","2880","185533","185533","0","2902","1336","1806"
"17","ALIGN_RAMP","42221","-6","-32.958984375","-5","-5000","-8000000","3060","185534","185534","0","2902","1336","1716"
"18","ALIGN_RAMP","42225","-2","-10.986328125","4","4000","9000000","3240","185535","185535","0","2902","1336","1626"
"19","ALIGN_RAMP","42227","0","0","2","2000","-2000000","3420","185536","185536","0","2902","1336","1536"
"20","ALIGN_RAMP","42226","-1","-5.4931640625","-1","-1000","-3000000","3600","185537","185537","0","2902","1336","1446"
"21","ALIGN_RAMP","42222","-5","-27.4658203125","-4","-4000","-3000000","3780","185538","185538","0","2902","1336","1356"
"22","ALIGN_RAMP","42226","-1","-5.4931640625","4","4000","8000000","3960","185539","185539","0","2902","1336","1266"
"23","ALIGN_RAMP","42224","-3","-16.4794921875","-2","-2000","-6000000","4140","185540","185540","0","2902","1336","1176"
"24","ALIGN_RAMP","42226","-1","-5.4931640625","2","2000","4000000","4320","185541","185541","0","2902","1336","1086"
"25","ALIGN_RAMP","42227","0","0","1","1000","-1000000","4500","185542","185542","0","2902","1336","996"
"26","ALIGN_RAMP","42221","-6","-32.958984375","-6","-6000","-7000000","4680","185543","185543","0","2902","1336","906"
"27","ALIGN_RAMP","42227","0","0","6","6000","12000000","4860","185544","185544","0","2902","1336","816"
"28","ALIGN_RAMP","42225","-2","-10.986328125","-2","-2000","-8000000","5040","185545","185545","0","2902","1336","726"
