leg,source_file,test_id,sweep_id,run_order,motor_id,jig_id,analysis_points,robust_nl_deg,top_tail_mean_deg,bottom_tail_mean_deg,rms_ac_deg,raw_p2p_deg,closure_error_deg,h1_amplitude_deg,h2_amplitude_deg,h4_amplitude_deg,h8_amplitude_deg,h9_amplitude_deg,h18_amplitude_deg,h36_amplitude_deg
A1,S2-P03-JIG1-A1.txt,2,2,1,p03,JIG1,360,2.58384,1.6090959999999999,-0.974744,0.6959411206452386,2.72565,-0.01532,0.17422341498674487,0.12018165531341773,0.058951539408597646,0.014243659506271317,0.16682649453914106,0.1110302683008712,0.9007237252164499
A1,S2-P03-JIG1-A1.txt,3,3,2,p03,JIG1,360,2.5970079999999998,1.624438,-0.9725699999999999,0.6946216346432827,2.74743,-0.00256,0.17957050806434824,0.10849657521933126,0.053320817299109424,0.011973236112928968,0.17229578452355104,0.11069221140702815,0.8981818850888462
A1,S2-P03-JIG1-A1.txt,4,4,3,p03,JIG1,360,2.5916059999999996,1.603284,-0.9883219999999999,0.6948926200781463,2.70886,-0.02063,0.17893890023672773,0.11381906117608671,0.05311127858907367,0.013676078733364589,0.17406879433703362,0.11124102583092663,0.8986521870126802
B,S2-P03-JIG4-B.txt,2,2,1,p03,JIG4,360,2.570072,1.551098,-1.018974,0.6989983513546145,2.79588,-0.01199,0.13652328325791466,0.1557345287133147,0.05162054564842975,0.0052163147891467814,0.162927649259315,0.10514185983737581,0.9077983237494737
B,S2-P03-JIG4-B.txt,3,3,2,p03,JIG4,360,2.5688000000000004,1.547228,-1.0215720000000001,0.6983999090769031,2.82678,-0.01581,0.13515664444061584,0.15551922587224742,0.05296175031618947,0.0064860010413263025,0.1635534323851949,0.10752749778699787,0.9060207378135567
B,S2-P03-JIG4-B.txt,4,4,3,p03,JIG4,360,2.613496,1.593896,-1.0196,0.6978335460480329,2.9044600000000003,-0.0145,0.13928314124889624,0.1582198219358011,0.0507977268914793,0.006649788087349926,0.16222827915257595,0.10758329994132326,0.9040221406644487
A2,S2-P03-JIG1-A2.txt,2,2,1,p03,JIG1,360,2.6178879999999998,1.653612,-0.9642759999999999,0.695481263628882,2.74353,-0.04895,0.18222604331603626,0.1245603813875956,0.05726539723173794,0.011837275285541916,0.1699467495160134,0.1074873142520513,0.8973836743546139
A2,S2-P03-JIG1-A2.txt,3,3,2,p03,JIG1,360,2.5895819999999996,1.6370739999999997,-0.9525079999999999,0.6959463813942406,2.73395,-0.04254,0.18239020917884788,0.12079445881581552,0.058996443506644757,0.014870638815073523,0.1729093877808475,0.1098312985708169,0.8974469680888657
A2,S2-P03-JIG1-A2.txt,4,4,3,p03,JIG1,360,2.603404,1.651598,-0.951806,0.6953382116219756,2.71191,-0.00592,0.18108928678411754,0.12195591740536524,0.05725061313614026,0.013893361486957221,0.17334712455448695,0.10863153879721126,0.8963435811135537
