leg,motor_id,jig_id,eligible_runs,analysis_points,nl_mean_deg,nl_sd_deg,top_mean_deg,top_sd_deg,bottom_mean_deg,bottom_sd_deg,closure_mean_deg,closure_sd_deg,closure_max_abs_deg,centered_pointwise_sd_mean_deg,centered_pointwise_sd_max_deg,centered_pointwise_sd_max_angle_deg
A1,p05,JIG1,3,360,3.061506,0.04014439990833073,1.452486666666667,0.013177134185145725,-1.6090193333333334,0.050683754491289694,-0.08351666666666667,0.016990648408266633,0.10309,0.022151802394067856,0.06526936366791236,72.0
B,p05,JIG4,3,360,2.925307333333334,0.01378893706321627,1.6815486666666668,0.0035457029392396964,-1.2437586666666667,0.01660634774215378,-0.08425,0.029437223034790492,0.1073,0.018772065546573125,0.10342714377177316,135.0
A2,p05,JIG1,3,360,3.1028640000000003,0.009167793409539838,1.5660073333333333,0.021297419781122092,-1.5368566666666668,0.022027106422163812,-0.10335333333333334,0.012052967822629134,0.11603,0.009333602485976764,0.05545493097894798,15.0
