point_index,sweep_angle_deg,a1_raw_mean_error_deg,a1_raw_pointwise_sd_deg,a1_centered_mean_error_deg,a1_centered_pointwise_sd_deg,a1_top_selection_rate,a1_bottom_selection_rate,b_raw_mean_error_deg,b_raw_pointwise_sd_deg,b_centered_mean_error_deg,b_centered_pointwise_sd_deg,b_top_selection_rate,b_bottom_selection_rate,a2_raw_mean_error_deg,a2_raw_pointwise_sd_deg,a2_centered_mean_error_deg,a2_centered_pointwise_sd_deg,a2_top_selection_rate,a2_bottom_selection_rate,a_average_raw_mean_error_deg,a_average_centered_mean_error_deg,b_minus_a_raw_error_deg,b_minus_a_centered_error_deg,b_aligned_source_index,b_aligned_source_angle_deg,b_aligned_centered_mean_error_deg,b_minus_a_aligned_centered_error_deg
0,0.0,0.006703333333333333,0.006548849771779265,0.07356252777777779,0.045793614065388566,0.0,0.0,-0.0007333333333333332,0.024619482799874845,0.11853439814814815,0.005683281185973249,0.0,0.0,-0.010906666666666667,0.013931723989992529,-0.07667899074074074,0.009600204066613775,0.0,0.0,-0.002101666666666667,-0.001558231481481473,0.0013683333333333338,0.12009262962962962,300,300.0,-0.31980893518518516,-0.3182507037037037
1,1.0,0.5142033333333333,0.01927889346755497,0.5810625277777778,0.05707948018385108,0.0,0.0,0.4855466666666666,0.027384733581565696,0.6048143981481481,0.004766250889203937,0.0,0.0,0.48856666666666665,0.015017797219743412,0.4227943425925926,0.007140393466845407,0.0,0.0,0.501385,0.5019284351851852,-0.015838333333333343,0.10288596296296293,301,301.0,0.16360106481481482,-0.3383273703703703
2,2.0,0.7809066666666666,0.01712155756154598,0.8477658611111111,0.05473864326915243,0.0,0.0,0.7626633333333332,0.025917612415755718,0.8819310648148148,0.005784308910827194,0.0,0.0,0.74693,0.023598370706470414,0.681157675925926,0.005653519198192502,0.0,0.0,0.7639183333333333,0.7644617685185185,-0.0012550000000000061,0.11746929629629621,302,302.0,0.4450410648148148,-0.31942070370370373
3,3.0,0.9843933333333332,0.013962708667494751,1.0512525277777778,0.04687763351716629,0.0,0.0,0.9796,0.027156133745435865,1.0988677314814816,0.004741504004429633,0.0,0.0,0.9379366666666668,0.023428052273574345,0.8721643425925926,0.003085296532701756,0.0,0.0,0.961165,0.9617084351851852,0.01843499999999998,0.13715929629629642,303,303.0,0.6474443981481481,-0.3142640370370371
4,4.0,0.92399,0.015269040572347658,0.9908491944444444,0.040356649600128254,0.0,0.0,1.0089033333333333,0.028251317373413496,1.1281710648148149,0.005775237308090838,0.0,0.0,0.8976433333333333,0.04065010250089577,0.8318710092592593,0.021787663579001297,0.0,0.0,0.9108166666666666,0.9113601018518518,0.09808666666666666,0.2168109629629631,304,304.0,0.6268277314814815,-0.28453237037037027
5,5.0,0.23203666666666667,0.012959005877509798,0.29889586111111116,0.05127561198240109,0.0,0.0,0.43638,0.014783490792096407,0.5556477314814815,0.008556277143557035,0.0,0.0,0.20179333333333335,0.009345439172844331,0.13602100925925925,0.015246590030727253,0.0,0.0,0.21691500000000002,0.2174584351851852,0.21946499999999997,0.3381892962962963,305,305.0,-0.012212268518518504,-0.2296707037037037
6,6.0,-0.5586633333333334,0.011799043746564097,-0.4918041388888889,0.04996884654743258,0.0,0.0,-0.5406533333333333,0.034801733194387535,-0.4213856018518518,0.012586513860078564,0.0,0.0,-0.5963433333333333,0.016047810857974784,-0.6621156574074073,0.008565073926205697,0.0,0.0,-0.5775033333333334,-0.5769598981481481,0.03685000000000005,0.15557429629629627,306,306.0,-0.7386622685185186,-0.1617023703703705
7,7.0,-0.7284133333333335,0.009841490402034272,-0.6615541388888889,0.029982004792741608,0.0,0.0,-0.8850033333333333,0.029914632428517877,-0.7657356018518519,0.007137663349752045,0.0,0.0,-0.7510866666666667,0.020693685832478746,-0.8168589907407408,0.005618702925504427,0.0,0.0,-0.7397500000000001,-0.7392065648148148,-0.14525333333333312,-0.026529037037037018,307,307.0,-0.8592589351851853,-0.12005237037037042
8,8.0,-0.5575166666666667,0.00673609926688537,-0.4906574722222223,0.03866455307804955,0.0,0.0,-0.78303,0.029884357112041057,-0.6637622685185186,0.00671384264053011,0.0,0.0,-0.5868733333333334,0.013765036626661554,-0.6526456574074074,0.006850344332402492,0.0,0.0,-0.572195,-0.5716515648148148,-0.210835,-0.09211070370370378,308,308.0,-0.7074222685185184,-0.1357707037037036
9,9.0,-0.28863666666666665,0.019905567897785113,-0.22177747222222222,0.03232209800074485,0.0,0.0,-0.5511066666666666,0.02018920833844985,-0.43183893518518524,0.0031509473651739487,0.0,0.0,-0.33172666666666667,0.025199322080828545,-0.39749899074074074,0.0049608278944552565,0.0,0.0,-0.3101816666666667,-0.3096382314814815,-0.24092499999999994,-0.12220070370370373,309,309.0,-0.4565822685185185,-0.146944037037037
