leg,source_file,test_id,sweep_id,run_order,motor_id,jig_id,analysis_points,robust_nl_deg,top_tail_mean_deg,bottom_tail_mean_deg,rms_ac_deg,raw_p2p_deg,closure_error_deg,h1_amplitude_deg,h2_amplitude_deg,h4_amplitude_deg,h8_amplitude_deg,h9_amplitude_deg,h18_amplitude_deg,h36_amplitude_deg
A1,S2-P05-JIG1-A1.txt,2,2,1,p05,JIG1,360,3.1068559999999996,1.439344,-1.6675119999999999,0.7347511217696875,3.2487199999999996,-0.10309,0.4287783609226158,0.0840762356010363,0.03853961462205346,0.01983692305009367,0.27552513617768204,0.10881730654314475,0.8592723821356993
A1,S2-P05-JIG1-A1.txt,3,3,2,p05,JIG1,360,3.030518,1.4524180000000002,-1.5780999999999998,0.724808900344079,3.15246,-0.07257,0.40521723237519697,0.039107058183958945,0.04180955990730086,0.02065629190229163,0.2766414011920212,0.10564071766442236,0.857749454150438
A1,S2-P05-JIG1-A1.txt,4,4,3,p05,JIG1,360,3.0471440000000003,1.4656980000000002,-1.5814460000000001,0.7243018186223398,3.19983,-0.07489,0.407692845899039,0.038582662379754495,0.03855312009463036,0.022889018356224207,0.2748916652410933,0.11145328930494777,0.8557842755734294
B,S2-P05-JIG1-test-1.txt,2,2,1,p05,JIG1,360,3.0568720000000003,1.41855,-1.638322,0.7295920699187544,3.29021,-0.01855,0.23023722357645768,0.3625601744256046,0.03551109181257728,0.012635440457407068,0.28457911581203654,0.09103591622418268,0.8550401408350925
B,S2-P05-JIG1-test-1.txt,3,3,2,p05,JIG1,360,3.05298,1.3942219999999999,-1.658758,0.7286821822174925,3.26814,-0.04318,0.23058214684764164,0.36195953669927766,0.035441286012498435,0.014706592694890367,0.2846690030998074,0.09281787331455017,0.8531971354265665
B,S2-P05-JIG1-test-1.txt,4,4,3,p05,JIG1,360,3.06334,1.370812,-1.692528,0.7278363431212714,3.30343,-0.06018,0.23307211094514727,0.36140799761301395,0.03587380072197043,0.014390101656479196,0.28387249392166486,0.0909106052131183,0.8515666371581981
A2,S2-P05-JIG1-A2.txt,2,2,1,p05,JIG1,360,3.09244,1.558508,-1.533932,0.7414077017902236,3.22247,-0.10199,0.4546544323304688,0.1072966613655248,0.05938492808793009,0.014751099251541713,0.2827310217142732,0.10603805521083079,0.8500512157182041
A2,S2-P05-JIG1-A2.txt,3,3,2,p05,JIG1,360,3.106478,1.59004,-1.5164380000000002,0.743415982685665,3.25748,-0.09204,0.4581869910785537,0.10874343082737949,0.06246210429104264,0.016302598088763564,0.2818833765214033,0.1056677267824909,0.8510406639873052
A2,S2-P05-JIG1-A2.txt,4,4,3,p05,JIG1,360,3.109674,1.549474,-1.5602,0.7422911217359129,3.26148,-0.11603,0.46197230402632117,0.10425040666553062,0.062311048749446145,0.01647530674105628,0.2810868641210124,0.10590775525545924,0.8485913806599782
