leg,source_file,test_id,sweep_id,run_order,motor_id,jig_id,analysis_points,robust_nl_deg,top_tail_mean_deg,bottom_tail_mean_deg,rms_ac_deg,raw_p2p_deg,closure_error_deg,h1_amplitude_deg,h2_amplitude_deg,h4_amplitude_deg,h8_amplitude_deg,h9_amplitude_deg,h18_amplitude_deg,h36_amplitude_deg
A1,captured-logs\S2-P03-JIG7-remount01-test-1-v5-5.txt,2,2,1,UNKNOWN,JIG7,360,0.44979800000000003,0.105766,-0.344032,0.09208749468555538,0.54628,-0.09454,0.014858082747597725,0.003439883762175639,0.004166182304622813,0.008817956568516411,0.017251473181316507,0.017217228937894718,0.11049916594027738
A1,captured-logs\S2-P03-JIG7-remount01-test-1-v5-5.txt,3,3,2,UNKNOWN,JIG7,360,0.33751600000000004,0.10588,-0.231636,0.0860485007971208,0.44943,-0.09033,0.016424601953594745,0.002755365627531049,0.0033763456723114493,0.006768602904247751,0.015475391870651382,0.0135361968655562,0.1043878673539063
B,captured-logs\S2-P03-JIG7-remount02-test-1-v5-5.txt,6,6,1,UNKNOWN,JIG7,360,0.484162,0.10719799999999999,-0.37696399999999997,0.0948400711313232,0.63049,-0.10577,0.011363232341632373,0.005231811230636299,0.005668677677581018,0.0071538034080367435,0.021072117649969652,0.01956977497772958,0.11178828290923129
B,captured-logs\S2-P03-JIG7-remount02-test-1-v5-5.txt,7,7,2,UNKNOWN,JIG7,360,0.480882,0.104612,-0.37627,0.0930952003414638,0.57684,-0.0723,0.013303621681319357,0.002600401753094364,0.008546871303203795,0.007562643934725631,0.02157293529864889,0.01943501056195939,0.10896936779946145
B,captured-logs\S2-P03-JIG7-remount02-test-1-v5-5.txt,8,8,3,UNKNOWN,JIG7,360,0.45939800000000003,0.10784400000000001,-0.35155400000000003,0.09363392323093848,0.61133,-0.09171,0.013451567568618617,0.0029377268324169777,0.007933204813816203,0.009610152589288833,0.02059516096406735,0.02088590217656149,0.10905446933819674
A2,captured-logs\S2-P03-JIG7-remount01-test-1-v5-5.txt,2,2,1,UNKNOWN,JIG7,360,0.44979800000000003,0.105766,-0.344032,0.09208749468555538,0.54628,-0.09454,0.014858082747597725,0.003439883762175639,0.004166182304622813,0.008817956568516411,0.017251473181316507,0.017217228937894718,0.11049916594027738
A2,captured-logs\S2-P03-JIG7-remount01-test-1-v5-5.txt,3,3,2,UNKNOWN,JIG7,360,0.33751600000000004,0.10588,-0.231636,0.0860485007971208,0.44943,-0.09033,0.016424601953594745,0.002755365627531049,0.0033763456723114493,0.006768602904247751,0.015475391870651382,0.0135361968655562,0.1043878673539063
