leg,motor_id,jig_id,order,mean_curve_amplitude_deg,mean_curve_phase_deg,run_amplitude_mean_deg,run_amplitude_sd_deg
A1,UNKNOWN,JIG7,1,0.015615011949511802,-100.42628901585424,0.015641342350596235,0.0011076963534194593
A1,UNKNOWN,JIG7,2,0.002898736920146996,-21.110043345919692,0.003097624694853344,0.0004840274148523558
A1,UNKNOWN,JIG7,3,0.0009560781599041698,-96.45026542297744,0.0012280534125788853,0.0005501645536217051
A1,UNKNOWN,JIG7,4,0.003258321096332307,72.34392038330371,0.0037712639884671315,0.0005584988387369111
A1,UNKNOWN,JIG7,5,0.0042109480486225166,-157.89035115082686,0.004357552704409904,0.0012569966364702973
A1,UNKNOWN,JIG7,6,0.001721630046777293,79.43228803712302,0.0018967062323352157,0.001028645130674216
A1,UNKNOWN,JIG7,7,0.002066892720246842,-107.46941526014021,0.002320032624688376,0.0011788184585914696
A1,UNKNOWN,JIG7,8,0.007493690475058394,17.17084471759196,0.0077932797363820805,0.0014491118730538689
A1,UNKNOWN,JIG7,9,0.016351658798895285,75.01463716110516,0.016363432525983945,0.0012558791387100006
A1,UNKNOWN,JIG7,10,0.0019659248712170065,168.58075902947436,0.0024785698955005946,0.0015026455263031254
A1,UNKNOWN,JIG7,11,0.001346042656233382,-111.05168156537766,0.0017433174971538416,0.0003758422894764698
A1,UNKNOWN,JIG7,12,0.00558983915757635,-38.383357591691315,0.005648138235775215,0.003930311560161507
A1,UNKNOWN,JIG7,13,0.0038097604984447097,-55.297569939078016,0.0038263840289843557,7.515269121097454e-06
A1,UNKNOWN,JIG7,14,0.002002999709993647,29.458281164047058,0.00201765814229165,1.1268741609413727e-05
A1,UNKNOWN,JIG7,15,0.0011122517236764882,54.18491382086295,0.0013786110947394204,0.0013840100022611834
A1,UNKNOWN,JIG7,16,0.0020723184846086072,85.10876289067289,0.003988486314104599,0.002513793400120641
A1,UNKNOWN,JIG7,17,0.0040948282479689605,-94.95990347469109,0.004211039161550717,0.0010135390890212504
A1,UNKNOWN,JIG7,18,0.015336549914468213,-81.98912249481687,0.015376712901725459,0.002602882740115736
A1,UNKNOWN,JIG7,19,0.006676866914724637,24.85898973084549,0.006848196022409924,0.003736369078841203
A1,UNKNOWN,JIG7,20,0.003053633864314165,131.06776877786967,0.003849686774076218,0.0013505672962950937
A1,UNKNOWN,JIG7,21,0.002245489332488934,-140.71375754289278,0.0023695989083266315,0.0008523362796846009
A1,UNKNOWN,JIG7,22,0.0008710032608722973,-112.88431595215562,0.0014255153311824133,0.0009503748130854038
A1,UNKNOWN,JIG7,23,0.001961337091345102,-80.50293221354312,0.00196156068980692,0.0014868422173037537
A1,UNKNOWN,JIG7,24,0.003048017940687408,-102.8959446061701,0.0030583880124274683,0.0006945900952641166
A1,UNKNOWN,JIG7,25,0.002658731145776646,37.70300709424462,0.0026690386499080977,0.0015684601468090888
A1,UNKNOWN,JIG7,26,0.005477364464458705,130.21644333855872,0.005551050394977321,0.0003028881742139446
A1,UNKNOWN,JIG7,27,0.007694815671502006,-173.83944621775868,0.007984837364933335,0.00419449995471688
