point_index,sweep_angle_deg,a1_raw_mean_error_deg,a1_raw_pointwise_sd_deg,a1_centered_mean_error_deg,a1_centered_pointwise_sd_deg,a1_top_selection_rate,a1_bottom_selection_rate,b_raw_mean_error_deg,b_raw_pointwise_sd_deg,b_centered_mean_error_deg,b_centered_pointwise_sd_deg,b_top_selection_rate,b_bottom_selection_rate,a2_raw_mean_error_deg,a2_raw_pointwise_sd_deg,a2_centered_mean_error_deg,a2_centered_pointwise_sd_deg,a2_top_selection_rate,a2_bottom_selection_rate,a_average_raw_mean_error_deg,a_average_centered_mean_error_deg,b_minus_a_raw_error_deg,b_minus_a_centered_error_deg,b_aligned_source_index,b_aligned_source_angle_deg,b_aligned_centered_mean_error_deg,b_minus_a_aligned_centered_error_deg
0,0.0,0.002235,0.0006010407640085655,0.011889958333333334,0.0024887998093712864,0.0,0.0,0.00037333333333333316,0.013417802850442145,0.015327388888888889,0.011632757555129382,0.0,0.0,0.002235,0.0006010407640085655,0.011889958333333334,0.0024887998093712864,0.0,0.0,0.002235,0.011889958333333334,-0.0018616666666666669,0.0034374305555555547,0,0.0,0.015327388888888889,0.0034374305555555547
1,1.0,0.08445,0.008131727983645294,0.09410495833333334,0.011221568557025146,0.0,0.0,0.08532,0.0005999999999999964,0.10027405555555556,0.0017058780739215886,0.0,0.0,0.08445,0.008131727983645294,0.09410495833333334,0.011221568557025146,0.0,0.0,0.08445,0.09410495833333334,0.0008699999999999958,0.006169097222222225,1,1.0,0.10027405555555556,0.006169097222222225
2,2.0,0.079525,0.006625590539717943,0.08917995833333334,0.003535749966338091,0.0,0.0,0.07971,0.017242728902351855,0.09466405555555556,0.01591208225436737,0.0,0.0,0.079525,0.006625590539717943,0.08917995833333334,0.003535749966338091,0.0,0.0,0.079525,0.08917995833333334,0.0001850000000000046,0.00548409722222222,2,2.0,0.09466405555555556,0.00548409722222222
3,3.0,0.07191,0.008739839815465734,0.08156495833333333,0.005649999242085883,0.0,0.0,0.07658,0.02046589602240762,0.09153405555555556,0.02047105162045983,0.0,0.0,0.07191,0.008739839815465734,0.08156495833333333,0.005649999242085883,0.0,0.0,0.07191,0.08156495833333333,0.004669999999999994,0.009969097222222237,3,3.0,0.09153405555555556,0.009969097222222237
4,4.0,0.08837,0.00466690475583121,0.09802495833333333,0.001577064182451358,0.0,0.0,0.06549,0.016575656849729965,0.08044405555555556,0.014616507866973853,0.0,0.0,0.08837,0.00466690475583121,0.09802495833333333,0.001577064182451358,0.0,0.0,0.08837,0.09802495833333333,-0.022879999999999998,-0.017580902777777768,4,4.0,0.08044405555555556,-0.017580902777777768
5,5.0,0.012705000000000001,0.03812012657376678,0.022359958333333332,0.04120996714714663,0.0,0.0,-0.08074333333333333,0.009837262491838542,-0.06578927777777778,0.01165557501335629,0.0,0.0,0.012705000000000001,0.03812012657376678,0.022359958333333332,0.04120996714714663,0.0,0.0,0.012705000000000001,0.022359958333333332,-0.09344833333333333,-0.08814923611111111,5,5.0,-0.06578927777777778,-0.08814923611111111
6,6.0,-0.080625,0.017543319241238243,-0.07097004166666668,0.01445347866785839,0.0,0.0,-0.07957000000000002,0.006197039615816571,-0.06461594444444445,0.007852022138898561,0.0,0.0,-0.080625,0.017543319241238243,-0.07097004166666668,0.01445347866785839,0.0,0.0,-0.080625,-0.07097004166666668,0.0010549999999999865,0.00635409722222223,6,6.0,-0.06461594444444445,0.00635409722222223
7,7.0,-0.071935,0.012027886347983172,-0.06228004166666667,0.00893804577460332,0.0,0.0,-0.09871333333333333,0.011114213122544186,-0.08375927777777777,0.01222493794589012,0.0,0.0,-0.071935,0.012027886347983172,-0.06228004166666667,0.00893804577460332,0.0,0.0,-0.071935,-0.06228004166666667,-0.026778333333333335,-0.021479236111111098,7,7.0,-0.08375927777777777,-0.021479236111111098
8,8.0,-0.09239,0.0015273506473629393,-0.08273504166666668,0.004617191220742791,0.0,0.0,-0.12966,0.03998618261349788,-0.11470594444444444,0.040220465257858995,0.0,0.0,-0.09239,0.0015273506473629393,-0.08273504166666668,0.004617191220742791,0.0,0.0,-0.09239,-0.08273504166666668,-0.03727,-0.03197090277777777,8,8.0,-0.11470594444444444,-0.03197090277777777
9,9.0,-0.09729,0.0035779603128039367,-0.08763504166666666,0.0066678008861837884,0.0,0.0,-0.08614333333333334,0.0050261051852635704,-0.07118927777777778,0.005769763812109721,0.0,0.0,-0.09729,0.0035779603128039367,-0.08763504166666666,0.0066678008861837884,0.0,0.0,-0.09729,-0.08763504166666666,0.011146666666666666,0.01644576388888888,9,9.0,-0.07118927777777778,0.01644576388888888
