motor_id,jig_a,jig_b,analysis_points,runs_a,runs_b,zero_shift_correlation,best_shift_deg,best_shift_points,best_shift_correlation,second_shift_deg,second_shift_correlation,correlation_margin,shifts_within_0_001_of_best,centered_rmse_zero_shift_deg,centered_rmse_aligned_deg,top5_mean_a_deg,top5_mean_b_deg,top5_delta_b_minus_a_deg,bottom5_mean_a_deg,bottom5_mean_b_deg,bottom5_delta_b_minus_a_deg,robust_nl_a_deg,robust_nl_b_deg,robust_nl_delta_b_minus_a_deg,top5_mean_distance_aligned_deg,top5_max_distance_aligned_deg,bottom5_mean_distance_aligned_deg,bottom5_max_distance_aligned_deg
P05,JIG4,JIG5,360,9,9,0.860517327315275,320.0,320,0.8719507577001535,0.0,0.860517327315275,0.01143343038487854,1,0.40293080568181683,0.3864729213795816,1.6077946666666667,2.070246666666667,0.4624520000000001,-1.6990553333333334,-1.0015666666666667,0.6974886666666666,3.30685,3.0718133333333335,-0.23503666666666634,15.6,39.0,111.6,159.0
P05,JIG4,test-1,360,9,9,0.9656668066202915,0.0,0,0.9656668066202915,320.0,0.9408359162210927,0.024830890399198724,1,0.20767836174046214,0.20767836174046214,1.6077946666666667,1.691901111111111,0.08410644444444437,-1.6990553333333334,-1.360581111111111,0.33847422222222234,3.30685,3.0524822222222223,-0.2543677777777775,18.0,30.0,8.0,38.0
P05,JIG4,test-2,360,9,9,0.9160831484383697,0.0,0,0.9160831484383697,320.0,0.8758968225948717,0.040186325843498016,1,0.3153638887827795,0.3153638887827795,1.6077946666666667,1.8740555555555558,0.2662608888888891,-1.6990553333333334,-1.2812913333333333,0.417764,3.30685,3.1553468888888894,-0.15150311111111048,18.0,30.0,55.6,119.0
P05,JIG4,test-replay-sensor,360,9,3,0.9282392582751989,320.0,320,0.9329753282774045,0.0,0.9282392582751989,0.00473607000220555,1,0.2955573346801212,0.2868124610617815,1.6077946666666667,1.608004,0.00020933333333328363,-1.6990553333333334,-1.0336233333333331,0.6654320000000002,3.30685,2.641627333333333,-0.6652226666666667,8.2,30.0,55.6,118.0
P05,JIG5,test-1,360,9,9,0.9310926950181057,40.0,40,0.9356426967642736,0.0,0.9310926950181057,0.004550001746167931,1,0.26789980881566083,0.258905533768431,2.070246666666667,1.691901111111111,-0.3783455555555557,-1.0015666666666667,-1.360581111111111,-0.3590144444444443,3.0718133333333335,3.0524822222222223,-0.019331111111111188,14.0,30.0,112.4,160.0
P05,JIG5,test-2,360,9,9,0.9711040066552035,0.0,0,0.9711040066552035,40.0,0.9491353506897868,0.02196865596541664,1,0.17577303392991472,0.17577303392991472,2.070246666666667,1.8740555555555558,-0.19619111111111098,-1.0015666666666667,-1.2812913333333333,-0.2797246666666666,3.0718133333333335,3.1553468888888894,0.08353355555555586,26.0,39.0,40.0,80.0
P05,JIG5,test-replay-sensor,360,9,3,0.9469343995389117,0.0,0,0.9469343995389117,320.0,0.9292633851665335,0.01767101437237817,1,0.23250278688596837,0.23250278688596837,2.070246666666667,1.608004,-0.4622426666666668,-1.0015666666666667,-1.0336233333333331,-0.0320566666666664,3.0718133333333335,2.641627333333333,-0.4301860000000004,23.8,69.0,80.0,119.0
P05,test-1,test-2,360,9,9,0.9655993090939106,0.0,0,0.9655993090939106,40.0,0.9242601365562978,0.04133917253761277,1,0.1915038933603131,0.1915038933603131,1.691901111111111,1.8740555555555558,0.18215444444444473,-1.360581111111111,-1.2812913333333333,0.07928977777777768,3.0524822222222223,3.1553468888888894,0.10286466666666705,0.0,0.0,63.6,120.0
P05,test-1,test-replay-sensor,360,9,3,0.9814338903257245,0.0,0,0.9814338903257245,320.0,0.9665886586644062,0.014845231661318237,1,0.13979781959117993,0.13979781959117993,1.691901111111111,1.608004,-0.08389711111111109,-1.360581111111111,-1.0336233333333331,0.3269577777777779,3.0524822222222223,2.641627333333333,-0.4108548888888892,29.8,80.0,23.6,79.0
P05,test-2,test-replay-sensor,360,9,3,0.9543257166209754,0.0,0,0.9543257166209754,320.0,0.949075065528573,0.005250651092402414,1,0.22044198978263124,0.22044198978263124,1.8740555555555558,1.608004,-0.2660515555555558,-1.2812913333333333,-1.0336233333333331,0.24766800000000022,3.1553468888888894,2.641627333333333,-0.5137195555555563,29.8,80.0,40.0,119.0
