motor_id,jig_a,jig_b,analysis_points,runs_a,runs_b,zero_shift_correlation,best_shift_deg,best_shift_points,best_shift_correlation,second_shift_deg,second_shift_correlation,correlation_margin,shifts_within_0_001_of_best,centered_rmse_zero_shift_deg,centered_rmse_aligned_deg,top5_mean_a_deg,top5_mean_b_deg,top5_delta_b_minus_a_deg,bottom5_mean_a_deg,bottom5_mean_b_deg,bottom5_delta_b_minus_a_deg,robust_nl_a_deg,robust_nl_b_deg,robust_nl_delta_b_minus_a_deg,top5_mean_distance_aligned_deg,top5_max_distance_aligned_deg,bottom5_mean_distance_aligned_deg,bottom5_max_distance_aligned_deg
P03,JIG7,JIG8,360,3,3,0.7791927859130193,40.0,40,0.7830833684227436,0.0,0.7791927859130193,0.003890582509724294,1,0.058167245645584266,0.05768396972430239,0.10655133333333333,0.10832066666666668,0.001769333333333345,-0.3682626666666667,-0.11284266666666666,0.25542000000000004,0.474814,0.22116333333333332,-0.2536506666666667,73.6,109.0,33.8,79.0
