Group,XMetric,YMetric,n,slope,intercept,pearson_r,r2,residual_sd,slope_se,slope_ci95_low,slope_ci95_high
ALL,ShadowP2P_Deg,NL_RobustP2P_Deg,5,1.023886995724581,-0.08650622539944036,0.8947937831367383,0.8006559143401564,0.04497179746586999,0.2949647506086906,0.08530915928772764,1.9624648321614346
ALL,RMS_AC_Deg,NL_RobustP2P_Deg,5,4.2184879224351155,0.01409153883118791,0.9337839188870207,0.8719524071720024,0.03604327769275061,0.9333305929948457,1.2486299755255166,7.188345869344714
ALL,A36_Deg,NL_RobustP2P_Deg,5,4.021436975112169,-0.04198043675942148,0.9311929032725152,0.8671202231050961,0.036717069680460485,0.9088881203274468,1.1293549762302337,6.913518973994105
ALL,ClosureErrorDeg,NL_RobustP2P_Deg,5,3.8837574317914285,0.11357485544255475,0.31414464904670397,0.09868686052467668,0.09562609466821485,6.776409685352251,-17.67877818699943,25.44629305058229
ALL,AnalysisStartRawCentered,NL_RobustP2P_Deg,5,0.0007629755737621493,0.477848,0.8669993346975259,0.7516878463659524,0.05019235313123175,0.0002531804871772915,-4.264473643599226e-05,0.0015685958839602907
V5.4a,ShadowP2P_Deg,NL_RobustP2P_Deg,3,0.25139551987659847,0.3857382890679646,0.899220068904428,0.8085967323204855,0.009841754698688554,0.12231119711180906,-1.3026905506260473,1.8054815903792443
V5.4a,RMS_AC_Deg,NL_RobustP2P_Deg,3,4.425327236424628,-0.01407996519510768,0.9178238395036121,0.842400600361151,0.008930486980736287,1.9140943274768851,-19.895155288496674,28.74580976134593
V5.4a,A36_Deg,NL_RobustP2P_Deg,3,3.6752915256433463,0.0054258804467705035,0.8353837699260046,0.6978660430557845,0.012365099959937391,2.418274125072154,-27.05129950752344,34.40188255881013
V5.4a,ClosureErrorDeg,NL_RobustP2P_Deg,3,-1.1040056535286338,0.6394078732453179,-0.6363072194786025,0.40488687756059283,0.017353921382203312,1.338456342471142,-18.110431940966965,15.902420633909696
V5.4a,AnalysisStartRawCentered,NL_RobustP2P_Deg,3,0.0020640322580645076,0.38467700000000066,0.4171131056428645,0.1739833428990354,0.020445242445252677,0.004497353730762636,-0.055079344245005546,0.05920740876113456
V5.5,ShadowP2P_Deg,NL_RobustP2P_Deg,2,1.054192094639001,-0.12657098582292747,1.0,1.0,0.0,0.0,1.054192094639001,1.054192094639001
V5.5,RMS_AC_Deg,NL_RobustP2P_Deg,2,18.592832195944737,-1.2623693360334838,1.0000000000000002,1.0,0.0,0.0,18.592832195944737,18.592832195944737
V5.5,A36_Deg,NL_RobustP2P_Deg,2,18.372854543615396,-1.5803871030115384,1.0,1.0,0.0,0.0,18.372854543615396,18.372854543615396
V5.5,ClosureErrorDeg,NL_RobustP2P_Deg,2,26.172960372960357,-1.9942330396270385,1.0,1.0,0.0,0.0,26.172960372960357,26.172960372960357
V5.5,AnalysisStartRawCentered,NL_RobustP2P_Deg,2,-0.012475777777777777,-0.9599648888888886,-1.0,1.0,0.0,0.0,-0.012475777777777777,-0.012475777777777777
