SequentialRun,Leg,SourceFile,TestID,SweepID,RunOrder,RunRole,EligibleForStatistics,BuildID,ApproachProtocol,PreconditionProtocol,A36_Deg,A36_RecomputeDelta_Deg,AnalysisStartRaw,AnalysisStartRawCentered,ClosureErrorDeg,FirmwareNL_Deg,FirmwareShadowA36_Deg,FirmwareShadowRMS_AC_Deg,MeanDC_Deg,NL_MinusFirmwareRounded_Deg,NL_RobustP2P_Deg,RMS_AC_Deg,RMS_RecomputeDelta_Deg,RawP2P_Deg,ShadowP2P_Deg,SystemINL_Deg
1,V5.4a,S2-P03-JIG7-remount01-test-2-v5-4a.txt,2,2,1,OFFICIAL,1,Aug  6 2026 12:12:54,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.14047493181626755,0.00030493181626756183,11525.0,71.0,0.10171,0.52,0.14017,0.1201,-0.024682861111111114,-0.0043560000000000265,0.515644,0.12045059168196837,0.000350591681968368,0.5316299999999999,0.52889,0.26581499999999997
2,V5.4a,S2-P03-JIG7-remount01-test-2-v5-4a.txt,3,3,2,OFFICIAL,1,Aug  6 2026 12:12:54,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.14765302139210343,0.0008730213921034347,11530.0,76.0,0.08497,0.54,0.14678,0.12633,-0.02872083333333333,0.0041399999999999215,0.54414,0.1270397133746198,0.0007097133746198081,0.60443,0.59841,0.302215
3,V5.4a,S2-P03-JIG7-remount01-test-2-v5-4a.txt,4,4,3,OFFICIAL,1,Aug  6 2026 12:12:54,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.14330676362871766,0.0003367636287176512,11524.0,70.0,0.09982,0.54,0.14297,0.12369,-0.02883325,0.0021419999999999773,0.542142,0.1240451335099167,0.0003551335099166997,0.6430800000000001,0.64167,0.32154000000000005
4,V5.5,S2-P03-JIG7-remount01-test-1-v5-5.txt,2,2,1,OFFICIAL,1,Aug  6 2026 13:40:02,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.11049916594027745,0.0006591659402774563,11341.0,-113.0,0.09338,0.45,0.10984,0.09173,-0.011839805555555557,-0.00020199999999997997,0.44979800000000003,0.09208749468555538,0.0003574946855553762,0.54628,0.54674,0.27314
5,V5.5,S2-P03-JIG7-remount01-test-1-v5-5.txt,3,3,2,OFFICIAL,1,Aug  6 2026 13:40:02,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.10438786735390627,0.0005878673539062712,11350.0,-104.0,0.08909,0.34,0.1038,0.0855,-0.0074701111111111105,-0.0024839999999999862,0.33751600000000004,0.0860485007971208,0.0005485007971207934,0.44943,0.44023,0.224715
