motor_id,jig_id,test_id,sweep_id,run_order,run_role,eligible_for_statistics,eligibility_source,analysis_points,closure_index,shadow_contract_version,officially_valid,problems,rms_ac,raw_p2p,system_inl_deg,robust_p2p,closure_error_deg,tracking_rms_deg,tracking_max_abs_deg,mean_dc,p99_abs_deviation,A1,A2,A3,A6,A9,A12,A18,A27,A36,A45,A72,A108
UNKNOWN,JIG8,1,1,0,PRECONDITION,False,DECLARED_ROLE,360,360,CANONICAL_Q16_1DEG360_V2,False,"META.RunRole=PRECONDITION (excluded from official statistics); META.EligibleForStatistics=0 (excluded from official statistics); 37 of 360 analysis points missing (indices [294, 295, 296, 297, 298, 299, 300, 301, 302, 303]...)",0.7154688487711366,2.91845,1.459225,2.700438,0.07266,0.8517155739694278,2.04345703125,0.472722786377709,1.355292786377709,0.20090869710202613,0.17802488098091662,0.11999304817344543,0.07105330094751384,0.182664230799281,0.05034781052000418,0.1294612766085421,0.03468603795178271,0.7993670342227022,0.022842793528485207,0.15606639266541675,0.1053243698539321
