motor_id,jig_a,jig_b,analysis_points,runs_a,runs_b,zero_shift_correlation,best_shift_deg,best_shift_points,best_shift_correlation,second_shift_deg,second_shift_correlation,correlation_margin,shifts_within_0_001_of_best,centered_rmse_zero_shift_deg,centered_rmse_aligned_deg,top5_mean_a_deg,top5_mean_b_deg,top5_delta_b_minus_a_deg,bottom5_mean_a_deg,bottom5_mean_b_deg,bottom5_delta_b_minus_a_deg,robust_nl_a_deg,robust_nl_b_deg,robust_nl_delta_b_minus_a_deg,top5_mean_distance_aligned_deg,top5_max_distance_aligned_deg,bottom5_mean_distance_aligned_deg,bottom5_max_distance_aligned_deg
P03,01,02,360,3,2,0.9561108139013006,0.0,0,0.9561108139013006,40.0,0.8652785367866402,0.09083227711466035,1,0.0385743697881828,0.0385743697881828,0.10806733333333333,0.107939,-0.0001283333333333414,-0.42590799999999995,-0.47899400000000003,-0.05308600000000008,0.5339753333333332,0.586933,0.05295766666666679,19.6,66.0,65.8,119.0
