SequentialRun,Leg,SourceFile,TestID,SweepID,RunOrder,RunRole,EligibleForStatistics,BuildID,ApproachProtocol,PreconditionProtocol,A36_Deg,A36_RecomputeDelta_Deg,AnalysisStartRaw,AnalysisStartRawCentered,ClosureErrorDeg,FirmwareNL_Deg,FirmwareShadowA36_Deg,FirmwareShadowRMS_AC_Deg,MeanDC_Deg,NL_MinusFirmwareRounded_Deg,NL_RobustP2P_Deg,RMS_AC_Deg,RMS_RecomputeDelta_Deg,RawP2P_Deg,ShadowP2P_Deg,SystemINL_Deg
1,remount01,S2-P03-JIG7-remount01-test-2-v5-4a.txt,2,2,1,OFFICIAL,1,Aug  6 2026 12:12:54,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.14047493181626755,0.00030493181626756183,11525.0,50.79999999999927,0.10171,0.52,0.14017,0.1201,-0.024682861111111114,-0.0043560000000000265,0.515644,0.12045059168196837,0.000350591681968368,0.5316299999999999,0.52889,0.26581499999999997
2,remount01,S2-P03-JIG7-remount01-test-2-v5-4a.txt,3,3,2,OFFICIAL,1,Aug  6 2026 12:12:54,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.14765302139210343,0.0008730213921034347,11530.0,55.79999999999927,0.08497,0.54,0.14678,0.12633,-0.02872083333333333,0.0041399999999999215,0.54414,0.1270397133746198,0.0007097133746198081,0.60443,0.59841,0.302215
3,remount01,S2-P03-JIG7-remount01-test-2-v5-4a.txt,4,4,3,OFFICIAL,1,Aug  6 2026 12:12:54,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.14330676362871766,0.0003367636287176512,11524.0,49.79999999999927,0.09982,0.54,0.14297,0.12369,-0.02883325,0.0021419999999999773,0.542142,0.1240451335099167,0.0003551335099166997,0.6430800000000001,0.64167,0.32154000000000005
4,remount02,S2-P03-JIG7-remount02-test-2-v5-4a.txt,6,6,1,OFFICIAL,1,Aug  6 2026 12:12:54,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.1520621064693797,0.0006821064693797174,11355.0,-119.20000000000073,0.11759,0.58,0.15138,0.13203,-0.03311061111111111,0.0030839999999999756,0.5830839999999999,0.1327672142350575,0.0007372142350574873,0.6759999999999999,0.67137,0.33799999999999997
5,remount02,S2-P03-JIG7-remount02-test-2-v5-4a.txt,7,7,2,OFFICIAL,1,Aug  6 2026 12:12:54,SCURVE_CW_PREROLL_LOCAL_REVERSAL_CONTROL_V1,ONE_FULL_SWEEP_120S_V1_FAST3,0.16303863220970993,0.0007086322097099307,11437.0,-37.20000000000073,0.07665,0.59,0.16233,0.13703,-0.04566633333333333,0.0007820000000000604,0.590782,0.1377147410244976,0.0006847410244975871,0.61197,0.60476,0.305985
