motor_id,jig_id,eligible_runs,harmonic_order,family,amplitude_mean_deg,amplitude_sd_deg
P05,remount01-test-2,3,1,geometric,0.3180900275610809,0.0018790608374495837
P05,remount01-test-2,3,2,geometric,0.3453200996814263,0.001078744194882484
P05,remount01-test-2,3,3,motor,0.09806602672242404,0.0023842585618216567
P05,remount01-test-2,3,4,geometric,0.0418743361553604,0.0006523861652739694
P05,remount01-test-2,3,6,motor,0.0176872006551318,0.0014939466284101164
P05,remount01-test-2,3,8,geometric,0.02263188548843173,0.0009753086850511926
P05,remount01-test-2,3,9,motor,0.2837827370591282,0.0014119286803394011
P05,remount01-test-2,3,12,motor,0.009691595631799853,0.0004224164362475689
P05,remount01-test-2,3,18,motor,0.10551481962344854,0.0005799485889461854
P05,remount01-test-2,3,27,motor,0.06712321085991635,0.0006158662631630677
P05,remount01-test-2,3,36,motor,0.8546149612755811,0.0016444265412278573
P05,remount01-test-2,3,45,motor,0.07851746538470465,0.0003535247610127916
P05,remount01-test-2,3,72,motor,0.1647682274258868,0.0006900490341677666
P05,remount01-test-2,3,108,motor,0.09103931750092897,0.001170310129220242
P05,remount02-test-1,3,1,geometric,0.3265131044911173,0.0017570238411745876
P05,remount02-test-1,3,2,geometric,0.20895541849526453,0.0005890508246010773
P05,remount02-test-1,3,3,motor,0.008188247185483782,0.000894884832713141
P05,remount02-test-1,3,4,geometric,0.017046141344908925,0.0027697407431304956
P05,remount02-test-1,3,6,motor,0.026168023981651384,0.003047577633645646
P05,remount02-test-1,3,8,geometric,0.009847664635997217,0.0014008239143133954
P05,remount02-test-1,3,9,motor,0.2724151383911837,0.0004136617333526011
P05,remount02-test-1,3,12,motor,0.0440508257639706,0.0004269952748512744
P05,remount02-test-1,3,18,motor,0.10338409724400553,0.0018947578116499976
P05,remount02-test-1,3,27,motor,0.0705114075049686,0.002457978642168886
P05,remount02-test-1,3,36,motor,0.8577223154536578,0.0021916876515815373
P05,remount02-test-1,3,45,motor,0.08235840623257101,0.000918628686630986
P05,remount02-test-1,3,72,motor,0.16254963844380352,0.0004576436538707382
P05,remount02-test-1,3,108,motor,0.09034428329451609,0.0011147478349248167
