"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","55309","-2","-10.986328125","-2","-2000","-2000000","0","12009","12009","0","2897","1336","181"
"1","ALIGN_RAMP","55312","1","5.4931640625","3","3000","5000000","180","12010","12010","0","2902","1336","1591"
"2","ALIGN_RAMP","55310","-1","-5.4931640625","-2","-2000","-5000000","360","12011","12011","0","2902","1336","1501"
"3","ALIGN_RAMP","55312","1","5.4931640625","2","2000","4000000","540","12012","12012","0","2902","1336","1411"
"4","ALIGN_RAMP","55311","0","0","-1","-1000","-3000000","720","12013","12013","0","2902","1336","1321"
"5","ALIGN_RAMP","55309","-2","-10.986328125","-2","-2000","-1000000","900","12014","12014","0","2902","1336","1231"
"6","ALIGN_RAMP","55310","-1","-5.4931640625","1","1000","3000000","1080","12015","12015","0","2902","1336","1141"
"7","ALIGN_RAMP","55309","-2","-10.986328125","-1","-1000","-2000000","1260","12016","12016","0","2902","1336","1051"
"8","ALIGN_RAMP","55311","0","0","2","2000","3000000","1440","12017","12017","0","2902","1336","961"
"9","ALIGN_RAMP","55309","-2","-10.986328125","-2","-2000","-4000000","1620","12018","12018","0","2902","1336","871"
"10","ALIGN_RAMP","55311","0","0","2","2000","4000000","1800","12019","12019","0","2902","1336","781"
"11","ALIGN_RAMP","55311","0","0","0","0","-2000000","1980","12020","12020","0","2902","1336","691"
"12","ALIGN_RAMP","55313","2","10.986328125","2","2000","2000000","2160","12021","12021","0","2902","1336","601"
"13","ALIGN_RAMP","55310","-1","-5.4931640625","-3","-3000","-5000000","2340","12022","12022","0","2902","1336","511"
"14","ALIGN_RAMP","55310","-1","-5.4931640625","0","0","3000000","2520","12023","12023","0","2902","1336","421"
"15","ALIGN_RAMP","55309","-2","-10.986328125","-1","-1000","-1000000","2700","12024","12024","0","2902","1336","331"
"16","ALIGN_RAMP","55311","0","0","2","2000","3000000","2880","12025","12025","0","2902","1336","241"
"17","ALIGN_RAMP","55312","1","5.4931640625","1","1000","-1000000","3060","12026","12026","0","2902","1336","151"
"18","ALIGN_RAMP","55309","-2","-10.986328125","-3","-3000","-4000000","3240","12027","12027","0","2902","1336","61"
"19","ALIGN_RAMP","55309","-2","-10.986328125","0","0","3000000","3420","12028","12028","0","2902","1336","2126"
"20","ALIGN_RAMP","55311","0","0","2","2000","2000000","3600","12029","12029","0","2902","1336","2036"
"21","ALIGN_RAMP","55310","-1","-5.4931640625","-1","-1000","-3000000","3780","12030","12030","0","2902","1336","1946"
"22","ALIGN_RAMP","55308","-3","-16.4794921875","-2","-2000","-1000000","3960","12031","12031","0","2902","1336","1856"
"23","ALIGN_RAMP","55310","-1","-5.4931640625","2","2000","4000000","4140","12032","12032","0","2902","1336","1766"
"24","ALIGN_RAMP","55311","0","0","1","1000","-1000000","4320","12033","12033","0","2902","1336","1676"
"25","ALIGN_RAMP","55314","3","16.4794921875","3","3000","2000000","4500","12034","12034","0","2902","1336","1586"
