"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","47838","-3","-16.4794921875","-3","-3000","-3000000","0","111060","111060","0","2897","1336","826"
"1","ALIGN_RAMP","47840","-1","-5.4931640625","2","2000","5000000","180","111061","111061","0","2902","1336","81"
"2","ALIGN_RAMP","47840","-1","-5.4931640625","0","0","-2000000","360","111062","111062","0","2902","1336","2146"
"3","ALIGN_RAMP","47839","-2","-10.986328125","-1","-1000","-1000000","540","111063","111063","0","2902","1336","2056"
"4","ALIGN_RAMP","47838","-3","-16.4794921875","-1","-1000","0","720","111064","111064","0","2902","1336","1966"
"5","ALIGN_RAMP","47842","1","5.4931640625","4","4000","5000000","900","111065","111065","0","2902","1336","1876"
"6","ALIGN_RAMP","47838","-3","-16.4794921875","-4","-4000","-8000000","1080","111066","111066","0","2902","1336","1786"
"7","ALIGN_RAMP","47837","-4","-21.97265625","-1","-1000","3000000","1260","111067","111067","0","2902","1336","1696"
"8","ALIGN_RAMP","47835","-6","-32.958984375","-2","-2000","-1000000","1440","111068","111068","0","2902","1336","1606"
"9","ALIGN_RAMP","47836","-5","-27.4658203125","1","1000","3000000","1620","111069","111069","0","2902","1336","1516"
"10","ALIGN_RAMP","47839","-2","-10.986328125","3","3000","2000000","1800","111070","111070","0","2902","1336","1426"
"11","ALIGN_RAMP","47836","-5","-27.4658203125","-3","-3000","-6000000","1980","111071","111071","0","2902","1336","1336"
"12","ALIGN_RAMP","47839","-2","-10.986328125","3","3000","6000000","2160","111072","111072","0","2902","1336","1246"
"13","ALIGN_RAMP","47838","-3","-16.4794921875","-1","-1000","-4000000","2340","111073","111073","0","2902","1336","1156"
"14","ALIGN_RAMP","47842","1","5.4931640625","4","4000","5000000","2520","111074","111074","0","2902","1336","1066"
"15","ALIGN_RAMP","47838","-3","-16.4794921875","-4","-4000","-8000000","2700","111075","111075","0","2902","1336","976"
"16","ALIGN_RAMP","47837","-4","-21.97265625","-1","-1000","3000000","2880","111076","111076","0","2902","1336","886"
"17","ALIGN_RAMP","47842","1","5.4931640625","5","5000","6000000","3060","111077","111077","0","2902","1336","796"
"18","ALIGN_RAMP","47838","-3","-16.4794921875","-4","-4000","-9000000","3240","111078","111078","0","2902","1336","706"
"19","ALIGN_RAMP","47835","-6","-32.958984375","-3","-3000","1000000","3420","111079","111079","0","2902","1336","616"
"20","ALIGN_RAMP","47838","-3","-16.4794921875","3","3000","6000000","3600","111080","111080","0","2902","1336","526"
"21","ALIGN_RAMP","47842","1","5.4931640625","4","4000","1000000","3780","111081","111081","0","2902","1336","436"
"22","ALIGN_RAMP","47841","0","0","-1","-1000","-5000000","3960","111082","111082","0","2902","1336","346"
"23","ALIGN_RAMP","47837","-4","-21.97265625","-4","-4000","-3000000","4140","111083","111083","0","2902","1336","256"
