"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","33259","-2","-10.986328125","-2","-2000","-2000000","0","48404","48404","0","2931","1329","279"
"1","ALIGN_RAMP","33263","2","10.986328125","4","4000","6000000","120","48405","48405","0","2935","1329","1699"
"2","ALIGN_RAMP","33260","-1","-5.4931640625","-3","-3000","-7000000","240","48406","48406","0","2935","1329","1609"
"3","ALIGN_RAMP","33262","1","5.4931640625","2","2000","5000000","360","48407","48407","0","2935","1329","1519"
"4","ALIGN_RAMP","33262","1","5.4931640625","0","0","-2000000","480","48408","48408","0","2935","1329","1429"
"5","ALIGN_RAMP","33266","5","27.4658203125","4","4000","4000000","600","48409","48409","0","2935","1329","1339"
"6","ALIGN_RAMP","33262","1","5.4931640625","-4","-4000","-8000000","720","48410","48410","0","2935","1329","1249"
"7","ALIGN_RAMP","33262","1","5.4931640625","0","0","4000000","840","48411","48411","0","2935","1329","1159"
"8","ALIGN_RAMP","33260","-1","-5.4931640625","-2","-2000","-2000000","960","48412","48412","0","2935","1329","1069"
"9","ALIGN_RAMP","33259","-2","-10.986328125","-1","-1000","1000000","1080","48413","48413","0","2935","1329","979"
"10","ALIGN_RAMP","33263","2","10.986328125","4","4000","5000000","1200","48414","48414","0","2935","1329","889"
"11","ALIGN_RAMP","33262","1","5.4931640625","-1","-1000","-5000000","1320","48415","48415","0","2935","1329","799"
"12","ALIGN_RAMP","33261","0","0","-1","-1000","0","1440","48416","48416","0","2935","1329","709"
"13","ALIGN_RAMP","33264","3","16.4794921875","3","3000","4000000","1560","48417","48417","0","2935","1329","619"
"14","ALIGN_RAMP","33262","1","5.4931640625","-2","-2000","-5000000","1680","48418","48418","0","2935","1329","529"
"15","ALIGN_RAMP","33262","1","5.4931640625","0","0","2000000","1800","48419","48419","0","2935","1329","439"
"16","ALIGN_RAMP","33258","-3","-16.4794921875","-4","-4000","-4000000","1920","48420","48420","0","2935","1329","349"
"17","ALIGN_RAMP","33261","0","0","3","3000","7000000","2040","48421","48421","0","2935","1329","259"
"18","ALIGN_RAMP","33264","3","16.4794921875","3","3000","0","2160","48422","48422","0","2935","1329","169"
"19","ALIGN_RAMP","33262","1","5.4931640625","-2","-2000","-5000000","2280","48423","48423","0","2935","1329","79"
"20","ALIGN_RAMP","33263","2","10.986328125","1","1000","3000000","2400","48424","48424","0","2935","1329","2144"
"21","ALIGN_RAMP","33262","1","5.4931640625","-1","-1000","-2000000","2520","48425","48425","0","2935","1329","2054"
"22","ALIGN_RAMP","33261","0","0","-1","-1000","0","2640","48426","48426","0","2935","1329","1964"
"23","ALIGN_RAMP","33260","-1","-5.4931640625","-1","-1000","0","2760","48427","48427","0","2935","1329","1874"
"24","ALIGN_RAMP","33260","-1","-5.4931640625","0","0","1000000","2880","48428","48428","0","2935","1329","1784"
"25","ALIGN_RAMP","33263","2","10.986328125","3","3000","3000000","3000","48429","48429","0","2935","1329","1694"
"26","ALIGN_RAMP","33264","3","16.4794921875","1","1000","-2000000","3120","48430","48430","0","2935","1329","1604"
"27","ALIGN_RAMP","33261","0","0","-3","-3000","-4000000","3240","48431","48431","0","2935","1329","1514"
"28","ALIGN_RAMP","33259","-2","-10.986328125","-2","-2000","1000000","3360","48432","48432","0","2935","1329","1424"
"29","ALIGN_RAMP","33262","1","5.4931640625","3","3000","5000000","3480","48433","48433","0","2935","1329","1334"
"30","ALIGN_RAMP","33259","-2","-10.986328125","-3","-3000","-6000000","3600","48434","48434","0","2935","1329","1244"
"31","ALIGN_RAMP","33265","4","21.97265625","6","6000","9000000","3720","48435","48435","0","2935","1329","1154"
"32","ALIGN_RAMP","33260","-1","-5.4931640625","-5","-5000","-11000000","3840","48436","48436","0","2935","1329","1064"
"33","ALIGN_RAMP","33261","0","0","1","1000","6000000","3960","48437","48437","0","2935","1329","974"
"34","ALIGN_RAMP","33261","0","0","0","0","-1000000","4080","48438","48438","0","2935","1329","884"
"35","ALIGN_RAMP","33262","1","5.4931640625","1","1000","1000000","4200","48439","48439","0","2935","1329","794"
"36","ALIGN_RAMP","33262","1","5.4931640625","0","0","-1000000","4320","48440","48440","0","2935","1329","704"
"37","ALIGN_RAMP","33261","0","0","-1","-1000","-1000000","4440","48441","48441","0","2935","1329","614"
"38","ALIGN_RAMP","33263","2","10.986328125","2","2000","3000000","4560","48442","48442","0","2935","1329","524"
"39","ALIGN_RAMP","33265","4","21.97265625","2","2000","0","4680","48443","48443","0","2935","1329","434"
"40","ALIGN_RAMP","33260","-1","-5.4931640625","-5","-5000","-7000000","4800","48444","48444","0","2935","1329","344"
"41","ALIGN_RAMP","33267","6","32.958984375","7","7000","12000000","4920","48445","48445","0","2935","1329","254"
"42","ALIGN_RAMP","33260","-1","-5.4931640625","-7","-7000","-14000000","5040","48446","48446","0","2935","1329","164"
"43","ALIGN_RAMP","33262","1","5.4931640625","2","2000","9000000","5160","48447","48447","0","2935","1329","74"
"44","ALIGN_RAMP","33262","1","5.4931640625","0","0","-2000000","5280","48448","48448","0","2935","1329","2139"
"45","ALIGN_RAMP","33263","2","10.986328125","1","1000","1000000","5400","48449","48449","0","2935","1329","2049"
"46","ALIGN_RAMP","33263","2","10.986328125","0","0","-1000000","5520","48450","48450","0","2935","1329","1959"
"47","ALIGN_RAMP","33263","2","10.986328125","0","0","0","5640","48451","48451","0","2935","1329","1869"
"48","ALIGN_RAMP","33264","3","16.4794921875","1","1000","1000000","5760","48452","48452","0","2935","1329","1779"
"49","ALIGN_RAMP","33262","1","5.4931640625","-2","-2000","-3000000","5880","48453","48453","0","2935","1329","1689"
"50","ALIGN_RAMP","33264","3","16.4794921875","2","2000","4000000","6000","48454","48454","0","2935","1329","1599"
"51","ALIGN_RAMP","33262","1","5.4931640625","-2","-2000","-4000000","6120","48455","48455","0","2935","1329","1509"
"52","ALIGN_RAMP","33256","-5","-27.4658203125","-6","-6000","-4000000","6240","48456","48456","0","2935","1329","1419"
"53","ALIGN_RAMP","33261","0","0","5","5000","11000000","6360","48457","48457","0","2935","1329","1329"
"54","ALIGN_RAMP","33264","3","16.4794921875","3","3000","-2000000","6480","48458","48458","0","2935","1329","1239"
"55","ALIGN_RAMP","33263","2","10.986328125","-1","-1000","-4000000","6600","48459","48459","0","2935","1329","1149"
"56","ALIGN_RAMP","33266","5","27.4658203125","3","3000","4000000","6720","48460","48460","0","2935","1329","1059"
"57","ALIGN_RAMP","33260","-1","-5.4931640625","-6","-6000","-9000000","6840","48461","48461","0","2935","1329","969"
"58","ALIGN_RAMP","33258","-3","-16.4794921875","-2","-2000","4000000","6960","48462","48462","0","2935","1329","879"
"59","ALIGN_RAMP","33261","0","0","3","3000","5000000","7080","48463","48463","0","2935","1329","789"
"60","ALIGN_RAMP","33265","4","21.97265625","4","4000","1000000","7200","48464","48464","0","2935","1329","699"
"61","ALIGN_RAMP","33265","4","21.97265625","0","0","-4000000","7320","48465","48465","0","2935","1329","609"
"62","ALIGN_RAMP","33264","3","16.4794921875","-1","-1000","-1000000","7440","48466","48466","0","2935","1329","519"
"63","ALIGN_RAMP","33262","1","5.4931640625","-2","-2000","-1000000","7560","48467","48467","0","2935","1329","429"
"64","ALIGN_RAMP","33265","4","21.97265625","3","3000","5000000","7680","48468","48468","0","2935","1329","339"
"65","ALIGN_RAMP","33262","1","5.4931640625","-3","-3000","-6000000","7800","48469","48469","0","2935","1329","249"
"66","ALIGN_RAMP","33262","1","5.4931640625","0","0","3000000","7920","48470","48470","0","2935","1329","159"
"67","ALIGN_RAMP","33260","-1","-5.4931640625","-2","-2000","-2000000","8040","48471","48471","0","2935","1329","69"
"68","ALIGN_RAMP","33260","-1","-5.4931640625","0","0","2000000","8160","48472","48472","0","2935","1329","2134"
"69","ALIGN_RAMP","33263","2","10.986328125","3","3000","3000000","8280","48473","48473","0","2935","1329","2044"
"70","ALIGN_RAMP","33261","0","0","-2","-2000","-5000000","8400","48474","48474","0","2935","1329","1954"
"71","ALIGN_RAMP","33262","1","5.4931640625","1","1000","3000000","8520","48475","48475","0","2935","1329","1864"
"72","ALIGN_RAMP","33263","2","10.986328125","1","1000","0","8640","48476","48476","0","2935","1329","1774"
"73","ALIGN_RAMP","33261","0","0","-2","-2000","-3000000","8760","48477","48477","0","2935","1329","1684"
"74","ALIGN_RAMP","33266","5","27.4658203125","5","5000","7000000","8880","48478","48478","0","2935","1329","1594"
"75","ALIGN_RAMP","33261","0","0","-5","-5000","-10000000","9000","48479","48479","0","2935","1329","1504"
"76","ALIGN_RAMP","33263","2","10.986328125","2","2000","7000000","9120","48480","48480","0","2935","1329","1414"
"77","ALIGN_RAMP","33259","-2","-10.986328125","-4","-4000","-6000000","9240","48481","48481","0","2935","1329","1324"
"78","ALIGN_RAMP","33263","2","10.986328125","4","4000","8000000","9360","48482","48482","0","2935","1329","1234"
