"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","24087","8","43.9453125","8","8000","8000000","0","117037","117037","0","2931","1329","1758"
"1","ALIGN_RAMP","24079","0","0","-8","-8000","-16000000","120","117038","117038","0","2935","1329","959"
"2","ALIGN_RAMP","24082","3","16.4794921875","3","3000","11000000","240","117039","117039","0","2935","1329","869"
"3","ALIGN_RAMP","24081","2","10.986328125","-1","-1000","-4000000","360","117040","117040","0","2935","1329","779"
"4","ALIGN_RAMP","24080","1","5.4931640625","-1","-1000","0","480","117041","117041","0","2935","1329","689"
"5","ALIGN_RAMP","24079","0","0","-1","-1000","0","600","117042","117042","0","2935","1329","599"
"6","ALIGN_RAMP","24081","2","10.986328125","2","2000","3000000","720","117043","117043","0","2935","1329","509"
"7","ALIGN_RAMP","24079","0","0","-2","-2000","-4000000","840","117044","117044","0","2935","1329","419"
"8","ALIGN_RAMP","24081","2","10.986328125","2","2000","4000000","960","117045","117045","0","2935","1329","329"
"9","ALIGN_RAMP","24082","3","16.4794921875","1","1000","-1000000","1080","117046","117046","0","2935","1329","239"
"10","ALIGN_RAMP","24082","3","16.4794921875","0","0","-1000000","1200","117047","117047","0","2935","1329","149"
"11","ALIGN_RAMP","24082","3","16.4794921875","0","0","0","1320","117048","117048","0","2935","1329","59"
"12","ALIGN_RAMP","24082","3","16.4794921875","0","0","0","1440","117049","117049","0","2935","1329","2124"
"13","ALIGN_RAMP","24081","2","10.986328125","-1","-1000","-1000000","1560","117050","117050","0","2935","1329","2034"
"14","ALIGN_RAMP","24080","1","5.4931640625","-1","-1000","0","1680","117051","117051","0","2935","1329","1944"
"15","ALIGN_RAMP","24079","0","0","-1","-1000","0","1800","117052","117052","0","2935","1329","1854"
"16","ALIGN_RAMP","24080","1","5.4931640625","1","1000","2000000","1920","117053","117053","0","2935","1329","1764"
"17","ALIGN_RAMP","24086","7","38.4521484375","6","6000","5000000","2040","117054","117054","0","2935","1329","1674"
"18","ALIGN_RAMP","24085","6","32.958984375","-1","-1000","-7000000","2160","117055","117055","0","2935","1329","1584"
"19","ALIGN_RAMP","24081","2","10.986328125","-4","-4000","-3000000","2280","117056","117056","0","2935","1329","1494"
"20","ALIGN_RAMP","24082","3","16.4794921875","1","1000","5000000","2400","117057","117057","0","2935","1329","1404"
"21","ALIGN_RAMP","24080","1","5.4931640625","-2","-2000","-3000000","2520","117058","117058","0","2935","1329","1314"
"22","ALIGN_RAMP","24082","3","16.4794921875","2","2000","4000000","2640","117059","117059","0","2935","1329","1224"
"23","ALIGN_RAMP","24082","3","16.4794921875","0","0","-2000000","2760","117060","117060","0","2935","1329","1134"
"24","ALIGN_RAMP","24080","1","5.4931640625","-2","-2000","-2000000","2880","117061","117061","0","2935","1329","1044"
"25","ALIGN_RAMP","24082","3","16.4794921875","2","2000","4000000","3000","117062","117062","0","2935","1329","954"
"26","ALIGN_RAMP","24080","1","5.4931640625","-2","-2000","-4000000","3120","117063","117063","0","2935","1329","864"
"27","ALIGN_RAMP","24079","0","0","-1","-1000","1000000","3240","117064","117064","0","2935","1329","774"
"28","ALIGN_RAMP","24081","2","10.986328125","2","2000","3000000","3360","117065","117065","0","2935","1329","684"
"29","ALIGN_RAMP","24083","4","21.97265625","2","2000","0","3480","117066","117066","0","2935","1329","594"
"30","ALIGN_RAMP","24080","1","5.4931640625","-3","-3000","-5000000","3600","117067","117067","0","2935","1329","504"
"31","ALIGN_RAMP","24082","3","16.4794921875","2","2000","5000000","3720","117068","117068","0","2935","1329","414"
