"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","38793","2","10.986328125","2","2000","2000000","0","3607","3607","0","2931","1329","68"
"1","ALIGN_RAMP","38791","0","0","-2","-2000","-4000000","120","3608","3608","0","2935","1329","1424"
"2","ALIGN_RAMP","38793","2","10.986328125","2","2000","4000000","240","3609","3609","0","2935","1329","1334"
"3","ALIGN_RAMP","38788","-3","-16.4794921875","-5","-5000","-7000000","360","3610","3610","0","2935","1329","1244"
"4","ALIGN_RAMP","38792","1","5.4931640625","4","4000","9000000","480","3611","3611","0","2935","1329","1154"
"5","ALIGN_RAMP","38796","5","27.4658203125","4","4000","0","600","3612","3612","0","2935","1329","1064"
"6","ALIGN_RAMP","38791","0","0","-5","-5000","-9000000","720","3613","3613","0","2935","1329","974"
"7","ALIGN_RAMP","38791","0","0","0","0","5000000","840","3614","3614","0","2935","1329","884"
"8","ALIGN_RAMP","38791","0","0","0","0","0","960","3615","3615","0","2935","1329","794"
"9","ALIGN_RAMP","38792","1","5.4931640625","1","1000","1000000","1080","3616","3616","0","2935","1329","704"
"10","ALIGN_RAMP","38790","-1","-5.4931640625","-2","-2000","-3000000","1200","3617","3617","0","2935","1329","614"
"11","ALIGN_RAMP","38792","1","5.4931640625","2","2000","4000000","1320","3618","3618","0","2935","1329","524"
"12","ALIGN_RAMP","38790","-1","-5.4931640625","-2","-2000","-4000000","1440","3619","3619","0","2935","1329","434"
"13","ALIGN_RAMP","38789","-2","-10.986328125","-1","-1000","1000000","1560","3620","3620","0","2935","1329","344"
"14","ALIGN_RAMP","38794","3","16.4794921875","5","5000","6000000","1680","3621","3621","0","2935","1329","254"
"15","ALIGN_RAMP","38791","0","0","-3","-3000","-8000000","1800","3622","3622","0","2935","1329","164"
"16","ALIGN_RAMP","38791","0","0","0","0","3000000","1920","3623","3623","0","2935","1329","74"
"17","ALIGN_RAMP","38791","0","0","0","0","0","2040","3624","3624","0","2935","1329","2139"
"18","ALIGN_RAMP","38794","3","16.4794921875","3","3000","3000000","2160","3625","3625","0","2935","1329","2049"
"19","ALIGN_RAMP","38792","1","5.4931640625","-2","-2000","-5000000","2280","3626","3626","0","2935","1329","1959"
"20","ALIGN_RAMP","38792","1","5.4931640625","0","0","2000000","2400","3627","3627","0","2935","1329","1869"
"21","ALIGN_RAMP","38792","1","5.4931640625","0","0","0","2520","3628","3628","0","2935","1329","1779"
"22","ALIGN_RAMP","38789","-2","-10.986328125","-3","-3000","-3000000","2640","3629","3629","0","2935","1329","1689"
"23","ALIGN_RAMP","38792","1","5.4931640625","3","3000","6000000","2760","3630","3630","0","2935","1329","1599"
"24","ALIGN_RAMP","38790","-1","-5.4931640625","-2","-2000","-5000000","2880","3631","3631","0","2935","1329","1509"
"25","ALIGN_RAMP","38794","3","16.4794921875","4","4000","6000000","3000","3632","3632","0","2935","1329","1419"
"26","ALIGN_RAMP","38793","2","10.986328125","-1","-1000","-5000000","3120","3633","3633","0","2935","1329","1329"
"27","ALIGN_RAMP","38792","1","5.4931640625","-1","-1000","0","3240","3634","3634","0","2935","1329","1239"
"28","ALIGN_RAMP","38791","0","0","-1","-1000","0","3360","3635","3635","0","2935","1329","1149"
"29","ALIGN_RAMP","38791","0","0","0","0","1000000","3480","3636","3636","0","2935","1329","1059"
"30","ALIGN_RAMP","38793","2","10.986328125","2","2000","2000000","3600","3637","3637","0","2935","1329","969"
"31","ALIGN_RAMP","38792","1","5.4931640625","-1","-1000","-3000000","3720","3638","3638","0","2935","1329","879"
"32","ALIGN_RAMP","38792","1","5.4931640625","0","0","1000000","3840","3639","3639","0","2935","1329","789"
"33","ALIGN_RAMP","38791","0","0","-1","-1000","-1000000","3960","3640","3640","0","2935","1329","699"
"34","ALIGN_RAMP","38793","2","10.986328125","2","2000","3000000","4080","3641","3641","0","2935","1329","609"
"35","ALIGN_RAMP","38791","0","0","-2","-2000","-4000000","4200","3642","3642","0","2935","1329","519"
"36","ALIGN_RAMP","38792","1","5.4931640625","1","1000","3000000","4320","3643","3643","0","2935","1329","429"
"37","ALIGN_RAMP","38792","1","5.4931640625","0","0","-1000000","4440","3644","3644","0","2935","1329","339"
"38","ALIGN_RAMP","38789","-2","-10.986328125","-3","-3000","-3000000","4560","3645","3645","0","2935","1329","249"
"39","ALIGN_RAMP","38792","1","5.4931640625","3","3000","6000000","4680","3646","3646","0","2935","1329","159"
"40","ALIGN_RAMP","38792","1","5.4931640625","0","0","-3000000","4800","3647","3647","0","2935","1329","69"
"41","ALIGN_RAMP","38795","4","21.97265625","3","3000","3000000","4920","3648","3648","0","2935","1329","2134"
"42","ALIGN_RAMP","38794","3","16.4794921875","-1","-1000","-4000000","5040","3649","3649","0","2935","1329","2044"
"43","ALIGN_RAMP","38795","4","21.97265625","1","1000","2000000","5160","3650","3650","0","2935","1329","1954"
"44","ALIGN_RAMP","38793","2","10.986328125","-2","-2000","-3000000","5280","3651","3651","0","2935","1329","1864"
