"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","57281","-2","-10.986328125","-2","-2000","-2000000","0","962039","962039","0","2931","1329","1464"
"1","ALIGN_RAMP","57284","1","5.4931640625","3","3000","5000000","120","962040","962040","0","2935","1329","729"
"2","ALIGN_RAMP","57283","0","0","-1","-1000","-4000000","240","962041","962041","0","2935","1329","639"
"3","ALIGN_RAMP","57283","0","0","0","0","1000000","360","962042","962042","0","2935","1329","549"
"4","ALIGN_RAMP","57284","1","5.4931640625","1","1000","1000000","480","962043","962043","0","2935","1329","459"
"5","ALIGN_RAMP","57283","0","0","-1","-1000","-2000000","600","962044","962044","0","2935","1329","369"
"6","ALIGN_RAMP","57284","1","5.4931640625","1","1000","2000000","720","962045","962045","0","2935","1329","279"
"7","ALIGN_RAMP","57283","0","0","-1","-1000","-2000000","840","962046","962046","0","2935","1329","189"
"8","ALIGN_RAMP","57283","0","0","0","0","1000000","960","962047","962047","0","2935","1329","99"
"9","ALIGN_RAMP","57284","1","5.4931640625","1","1000","1000000","1080","962048","962048","0","2935","1329","9"
"10","ALIGN_RAMP","57280","-3","-16.4794921875","-4","-4000","-5000000","1200","962049","962049","0","2935","1329","2074"
"11","ALIGN_RAMP","57283","0","0","3","3000","7000000","1320","962050","962050","0","2935","1329","1984"
"12","ALIGN_RAMP","57283","0","0","0","0","-3000000","1440","962051","962051","0","2935","1329","1894"
"13","ALIGN_RAMP","57286","3","16.4794921875","3","3000","3000000","1560","962052","962052","0","2935","1329","1804"
"14","ALIGN_RAMP","57285","2","10.986328125","-1","-1000","-4000000","1680","962053","962053","0","2935","1329","1714"
"15","ALIGN_RAMP","57283","0","0","-2","-2000","-1000000","1800","962054","962054","0","2935","1329","1624"
"16","ALIGN_RAMP","57284","1","5.4931640625","1","1000","3000000","1920","962055","962055","0","2935","1329","1534"
"17","ALIGN_RAMP","57283","0","0","-1","-1000","-2000000","2040","962056","962056","0","2935","1329","1444"
"18","ALIGN_RAMP","57285","2","10.986328125","2","2000","3000000","2160","962057","962057","0","2935","1329","1354"
"19","ALIGN_RAMP","57287","4","21.97265625","2","2000","0","2280","962058","962058","0","2935","1329","1264"
"20","ALIGN_RAMP","57281","-2","-10.986328125","-6","-6000","-8000000","2400","962059","962059","0","2935","1329","1174"
"21","ALIGN_RAMP","57283","0","0","2","2000","8000000","2520","962060","962060","0","2935","1329","1084"
"22","ALIGN_RAMP","57284","1","5.4931640625","1","1000","-1000000","2640","962061","962061","0","2935","1329","994"
"23","ALIGN_RAMP","57284","1","5.4931640625","0","0","-1000000","2760","962062","962062","0","2935","1329","904"
"24","ALIGN_RAMP","57284","1","5.4931640625","0","0","0","2880","962063","962063","0","2935","1329","814"
"25","ALIGN_RAMP","57284","1","5.4931640625","0","0","0","3000","962064","962064","0","2935","1329","724"
"26","ALIGN_RAMP","57284","1","5.4931640625","0","0","0","3120","962065","962065","0","2935","1329","634"
"27","ALIGN_RAMP","57284","1","5.4931640625","0","0","0","3240","962066","962066","0","2935","1329","544"
"28","ALIGN_RAMP","57287","4","21.97265625","3","3000","3000000","3360","962067","962067","0","2935","1329","454"
"29","ALIGN_RAMP","57284","1","5.4931640625","-3","-3000","-6000000","3480","962068","962068","0","2935","1329","364"
"30","ALIGN_RAMP","57280","-3","-16.4794921875","-4","-4000","-1000000","3600","962069","962069","0","2935","1329","274"
"31","ALIGN_RAMP","57283","0","0","3","3000","7000000","3720","962070","962070","0","2935","1329","184"
"32","ALIGN_RAMP","57287","4","21.97265625","4","4000","1000000","3840","962071","962071","0","2935","1329","94"
"33","ALIGN_RAMP","57281","-2","-10.986328125","-6","-6000","-10000000","3960","962072","962072","0","2935","1329","4"
"34","ALIGN_RAMP","57284","1","5.4931640625","3","3000","9000000","4080","962073","962073","0","2935","1329","2069"
"35","ALIGN_RAMP","57285","2","10.986328125","1","1000","-2000000","4200","962074","962074","0","2935","1329","1979"
"36","ALIGN_RAMP","57284","1","5.4931640625","-1","-1000","-2000000","4320","962075","962075","0","2935","1329","1889"
"37","ALIGN_RAMP","57285","2","10.986328125","1","1000","2000000","4440","962076","962076","0","2935","1329","1799"
"38","ALIGN_RAMP","57285","2","10.986328125","0","0","-1000000","4560","962077","962077","0","2935","1329","1709"
"39","ALIGN_RAMP","57286","3","16.4794921875","1","1000","1000000","4680","962078","962078","0","2935","1329","1619"
"40","ALIGN_RAMP","57285","2","10.986328125","-1","-1000","-2000000","4800","962079","962079","0","2935","1329","1529"
"41","ALIGN_RAMP","57283","0","0","-2","-2000","-1000000","4920","962080","962080","0","2935","1329","1439"
"42","ALIGN_RAMP","57284","1","5.4931640625","1","1000","3000000","5040","962081","962081","0","2935","1329","1349"
"43","ALIGN_RAMP","57283","0","0","-1","-1000","-2000000","5160","962082","962082","0","2935","1329","1259"
