SequentialRun,Leg,SourceFile,TestID,SweepID,RunOrder,RunRole,EligibleForStatistics,BuildID,ApproachProtocol,PreconditionProtocol,A36_Deg,A36_RecomputeDelta_Deg,AnalysisStartRaw,AnalysisStartRawCentered,ApproachReturnErrorDeg,ApproachReturnErrorRaw,ClosureErrorDeg,FirmwareNL_Deg,FirmwareShadowA36_Deg,FirmwareShadowRMS_AC_Deg,MeanDC_Deg,NL_MinusFirmwareRounded_Deg,NL_RobustP2P_Deg,RMS_AC_Deg,RMS_RecomputeDelta_Deg,RawP2P_Deg,ShadowP2P_Deg,SystemINL_Deg
1,P06_R2,B0-B p06 jig 1 test 23 lần 2.txt,2,2,1,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8219818893590007,-7.811064099927378e-05,64415.0,0.9000000000014552,0.1373291015625,25.0,-0.12952,3.09,0.82206,0.73739,-0.17500797222222222,-0.0020839999999999748,3.087916,0.7373895436587619,-4.563412381308751e-07,3.27374,3.27436,1.63687
2,P06_R2,B0-B p06 jig 1 test 23 lần 2.txt,3,3,2,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8186010395218467,-2.8960478153261526e-05,64411.0,-3.099999999998545,0.1318359375,24.0,-0.13261,3.09,0.81863,0.73485,-0.1700955,0.003017999999999965,3.093018,0.7350171322298663,0.00016713222986630694,3.31122,3.31152,1.65561
3,P06_R2,B0-B p06 jig 1 test 23 lần 2.txt,4,4,3,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8215959294580335,-0.00029407054196650684,64413.0,-1.0999999999985448,0.1153564453125,21.0,-0.13158,3.08,0.82189,0.73762,-0.19208855555555557,0.0022240000000000038,3.082224,0.7374624010959039,-0.00015759890409616784,3.23306,3.23058,1.61653
4,P06_R2,B0-B p06 jig 1 test 23 lần 2.txt,5,5,4,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.819692997430157,0.00021299743015701367,64418.0,3.900000000001455,0.15380859375,28.0,-0.1466,3.1,0.81948,0.73711,-0.16330780555555555,0.0013539999999996333,3.1013539999999997,0.7369484980640069,-0.0001615019359931802,3.29517,3.29298,1.647585
5,P06_R2,B0-B p06 jig 1 test 23 lần 2.txt,6,6,5,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8201699529534331,0.00044995295343308594,64417.0,2.900000000001455,0.142822265625,26.0,-0.1369,3.06,0.81972,0.73628,-0.17176358333333333,0.0027880000000002347,3.0627880000000003,0.7364462458253251,0.00016624582532509535,3.25689,3.26045,1.628445
6,P06_R2,B0-B p06 jig 1 test 23 lần 2.txt,7,7,6,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8203961768468836,-0.0001838231531163803,64413.0,-1.0999999999985448,0.1593017578125,29.0,-0.1387,3.07,0.82058,0.73502,-0.16577625,-0.0023300000000001653,3.0676699999999997,0.7348155394958306,-0.00020446050416944583,3.24463,3.23925,1.622315
7,P06_R2,B0-B p06 jig 1 test 23 lần 2.txt,8,8,7,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8191279954999908,-0.00013200450000916408,64417.0,2.900000000001455,0.1318359375,24.0,-0.13261,3.1,0.81926,0.73658,-0.19593075000000001,0.0014280000000002069,3.1014280000000003,0.7364536272801973,-0.00012637271980275866,3.29727,3.30465,1.648635
8,P06_R2,B0-B p06 jig 1 test 23 lần 2.txt,9,9,8,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8203303458620959,-9.654137904102633e-06,64413.0,-1.0999999999985448,0.142822265625,26.0,-0.10772,3.09,0.82034,0.73623,-0.17968125,0.0031440000000002577,3.093144,0.736242649213894,1.264921389398932e-05,3.29922,3.30242,1.64961
9,P06_R2,B0-B p06 jig 1 test 23 lần 2.txt,10,10,9,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8216927720521922,0.0005527720521921742,64411.0,-3.099999999998545,0.142822265625,26.0,-0.12737,3.09,0.82114,0.7368,-0.19702669444444443,-0.0020239999999995817,3.0879760000000003,0.737088412033316,0.00028841203331597676,3.28748,3.28955,1.64374
10,P06_R2,B0-B p06 jig 1 test 23 lần 2.txt,11,11,10,OFFICIAL,1,Jul 22 2026 11:10:59,SCURVE_LOCK_PLUS_CW_LOCAL_APPROACH_V2,ONE_FULL_SWEEP_120S_V1,0.8176487439224557,-0.0003312560775443618,64413.0,-1.0999999999985448,0.15380859375,28.0,-0.14806,3.08,0.81798,0.73378,-0.18137602777777778,-0.0047800000000002285,3.07522,0.7335619690774062,-0.00021803092259375934,3.27063,3.26646,1.635315
