"Run","File","Profile","Result","GatePass","HardGatePass","GateReasons","EvidenceCount","BaselineRaw","FinalRaw","FinalTravelMilliDeg","MaxAbsTravelMilliDeg","MaxAbsStepRaw","MaxAbsStepMilliDeg","MaxStepSeq","MaxStepPowerPpm","Onset50mdegSeq","Onset100mdegSeq","Onset250mdegSeq","Onset500mdegSeq","HoldMeanMilliDeg","HoldStdMilliDeg","HoldP2PMilliDeg","HoldDriftMilliDeg","HoldTail20MeanMilliDeg","HoldTail20StdMilliDeg","HoldTail20P2PMilliDeg","SettledModuloRaw","LoopMinUs","LoopMeanUs","LoopMaxUs","SpiMeanUs","SpiMaxUs","MaxLatenessTicks","DeadlineMisses","Retries","TransportErrors","JumpRejects","FailedSamples","AccelerationSaturations","FreeHeap","StackHighWaterWords"
"A2C lần 1","C:\learn\rd\jig\A2C lần 1.txt","CONTROL_A2C_FIXED_PHASE_ALIGN_P06_H500_V1","OK","True","True","","1001","51507","51498","-49.438","54.932","9","49.438","723","60000","403","NA","NA","NA","-32.069","11.106","60.425","0","-34.058","10.652","43.945","7809.162","17.446","17.47","17.47","7.911","7.911","0","0","0","0","0","0","0","91688","1176"
"A2C lần 2","C:\learn\rd\jig\A2C lần 2.txt","CONTROL_A2C_FIXED_PHASE_ALIGN_P06_H500_V1","OK","True","True","","1001","38791","38839","263.672","285.645","7","38.452","377","45240","294","359","503","NA","255.234","11.004","65.918","27.466","258.179","8.148","32.959","6068.464","17.446","17.47","17.47","7.911","7.911","0","0","0","0","0","0","0","91688","1176"
"A2C lần 3","C:\learn\rd\jig\A2C lần 3.txt","CONTROL_A2C_FIXED_PHASE_ALIGN_P06_H500_V1","OK","True","True","","1001","33261","33230","-170.288","208.74","8","43.945","89","10680","349","396","NA","NA","-179.264","10.188","54.932","10.986","-176.056","9.269","32.959","459.366","17.446","17.47","17.47","7.911","7.911","0","0","0","0","0","0","0","91688","1176"
"A2C lần 4","C:\learn\rd\jig\A2C lần 4.txt","CONTROL_A2C_FIXED_PHASE_ALIGN_P06_H500_V1","OK","True","True","","1001","24079","24108","159.302","186.768","10","54.932","579","60000","56","349","NA","NA","153.929","12.945","76.904","10.986","163.147","8.528","27.466","2261.022","17.446","17.47","17.47","7.911","7.911","0","0","0","0","0","0","0","91688","1176"
"A2C lần 5","C:\learn\rd\jig\A2C lần 5.txt","CONTROL_A2C_FIXED_PHASE_ALIGN_P06_H500_V1","OK","True","True","","1001","57283","57289","32.959","76.904","9","49.438","543","60000","350","NA","NA","NA","44.055","9.684","54.932","-5.493","44.495","7.552","21.973","2676.02","17.446","17.47","17.47","7.911","7.911","0","0","0","0","0","0","0","91688","1176"
