"Run","File","Profile","Result","GatePass","HardGatePass","GateReasons","EvidenceCount","BaselineRaw","FinalRaw","FinalTravelMilliDeg","MaxAbsTravelMilliDeg","MaxAbsStepRaw","MaxAbsStepMilliDeg","MaxStepSeq","MaxStepPowerPpm","Onset50mdegSeq","Onset100mdegSeq","Onset250mdegSeq","Onset500mdegSeq","HoldMeanMilliDeg","HoldStdMilliDeg","HoldP2PMilliDeg","HoldDriftMilliDeg","HoldTail20MeanMilliDeg","HoldTail20StdMilliDeg","HoldTail20P2PMilliDeg","SettledModuloRaw","LoopMinUs","LoopMeanUs","LoopMaxUs","SpiMeanUs","SpiMaxUs","MaxLatenessTicks","DeadlineMisses","Retries","TransportErrors","JumpRejects","FailedSamples","AccelerationSaturations","FreeHeap","StackHighWaterWords"
"A2E lần 1","C:\learn\rd\jig\A2E lần 1.txt","CONTROL_A2E_FIXED_PHASE_ALIGN_P08_H500_V1","OK","True","True","","1001","31579","31416","-895.386","906.372","9","49.438","408","65280","182","226","285","384","-875.544","13.08","82.397","-60.425","-885.498","10.364","38.452","9573.612","17.244","17.277","17.28","7.952","7.952","0","0","0","0","0","0","0","91688","1176"
"A2E lần 2","C:\learn\rd\jig\A2E lần 2.txt","CONTROL_A2E_FIXED_PHASE_ALIGN_P08_H500_V1","OK","True","True","","1001","9685","9618","-368.042","411.987","8","43.945","970","80000","252","305","410","NA","-378.073","10.975","71.411","10.986","-383.972","10.694","43.945","9616.174","17.244","17.277","17.28","7.952","7.952","0","0","0","0","0","0","0","91688","1176"
"A2E lần 3","C:\learn\rd\jig\A2E lần 3.txt","CONTROL_A2E_FIXED_PHASE_ALIGN_P08_H500_V1","OK","True","True","","1001","46022","46042","109.863","159.302","9","49.438","508","80000","227","257","NA","NA","104.919","10.683","54.932","16.479","108.215","7.592","27.466","2349.1","17.244","17.277","17.28","7.952","7.952","0","0","0","0","0","0","0","91688","1176"
"A2E lần 4","C:\learn\rd\jig\A2E lần 4.txt","CONTROL_A2E_FIXED_PHASE_ALIGN_P08_H500_V1","OK","True","True","","1001","26065","26188","675.659","692.139","10","54.932","465","74400","220","249","323","424","659.081","13.047","71.411","32.959","668.518","14.953","43.945","4338.982","17.244","17.277","17.28","7.952","7.952","0","0","0","0","0","0","0","91688","1176"
"A2E lần 5","C:\learn\rd\jig\A2E lần 5.txt","CONTROL_A2E_FIXED_PHASE_ALIGN_P08_H500_V1","OK","True","True","","1001","9794","9677","-642.7","675.659","9","49.438","41","6560","206","237","274","389","-641.975","10.746","65.918","-32.959","-646.545","10.144","32.959","9677.132","17.244","17.277","17.28","7.952","7.952","0","0","0","0","0","0","0","91688","1176"
