"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","31415","-8","-43.9453125","-8","-8000","-8000000","0","153478","153478","0","2897","1336","1994"
"1","ALIGN_RAMP","31418","-5","-27.4658203125","3","3000","11000000","140","153479","153479","0","2902","1336","1121"
"2","ALIGN_RAMP","31418","-5","-27.4658203125","0","0","-3000000","280","153480","153480","0","2902","1336","1031"
"3","ALIGN_RAMP","31423","0","0","5","5000","5000000","420","153481","153481","0","2902","1336","941"
"4","ALIGN_RAMP","31417","-6","-32.958984375","-6","-6000","-11000000","560","153482","153482","0","2902","1336","851"
"5","ALIGN_RAMP","31422","-1","-5.4931640625","5","5000","11000000","700","153483","153483","0","2902","1336","761"
"6","ALIGN_RAMP","31423","0","0","1","1000","-4000000","840","153484","153484","0","2902","1336","671"
"7","ALIGN_RAMP","31421","-2","-10.986328125","-2","-2000","-3000000","980","153485","153485","0","2902","1336","581"
"8","ALIGN_RAMP","31421","-2","-10.986328125","0","0","2000000","1120","153486","153486","0","2902","1336","491"
"9","ALIGN_RAMP","31420","-3","-16.4794921875","-1","-1000","-1000000","1260","153487","153487","0","2902","1336","401"
"10","ALIGN_RAMP","31422","-1","-5.4931640625","2","2000","3000000","1400","153488","153488","0","2902","1336","311"
"11","ALIGN_RAMP","31417","-6","-32.958984375","-5","-5000","-7000000","1540","153489","153489","0","2902","1336","221"
"12","ALIGN_RAMP","31422","-1","-5.4931640625","5","5000","10000000","1680","153490","153490","0","2902","1336","131"
"13","ALIGN_RAMP","31418","-5","-27.4658203125","-4","-4000","-9000000","1820","153491","153491","0","2902","1336","41"
"14","ALIGN_RAMP","31418","-5","-27.4658203125","0","0","4000000","1960","153492","153492","0","2902","1336","2106"
"15","ALIGN_RAMP","31420","-3","-16.4794921875","2","2000","2000000","2100","153493","153493","0","2902","1336","2016"
"16","ALIGN_RAMP","31420","-3","-16.4794921875","0","0","-2000000","2240","153494","153494","0","2902","1336","1926"
"17","ALIGN_RAMP","31420","-3","-16.4794921875","0","0","0","2380","153495","153495","0","2902","1336","1836"
"18","ALIGN_RAMP","31417","-6","-32.958984375","-3","-3000","-3000000","2520","153496","153496","0","2902","1336","1746"
"19","ALIGN_RAMP","31421","-2","-10.986328125","4","4000","7000000","2660","153497","153497","0","2902","1336","1656"
"20","ALIGN_RAMP","31420","-3","-16.4794921875","-1","-1000","-5000000","2800","153498","153498","0","2902","1336","1566"
"21","ALIGN_RAMP","31419","-4","-21.97265625","-1","-1000","0","2940","153499","153499","0","2902","1336","1476"
"22","ALIGN_RAMP","31420","-3","-16.4794921875","1","1000","2000000","3080","153500","153500","0","2902","1336","1386"
"23","ALIGN_RAMP","31421","-2","-10.986328125","1","1000","0","3220","153501","153501","0","2902","1336","1296"
"24","ALIGN_RAMP","31423","0","0","2","2000","1000000","3360","153502","153502","0","2902","1336","1206"
"25","ALIGN_RAMP","31422","-1","-5.4931640625","-1","-1000","-3000000","3500","153503","153503","0","2902","1336","1116"
"26","ALIGN_RAMP","31419","-4","-21.97265625","-3","-3000","-2000000","3640","153504","153504","0","2902","1336","1026"
"27","ALIGN_RAMP","31422","-1","-5.4931640625","3","3000","6000000","3780","153505","153505","0","2902","1336","936"
"28","ALIGN_RAMP","31418","-5","-27.4658203125","-4","-4000","-7000000","3920","153506","153506","0","2902","1336","846"
"29","ALIGN_RAMP","31422","-1","-5.4931640625","4","4000","8000000","4060","153507","153507","0","2902","1336","756"
"30","ALIGN_RAMP","31422","-1","-5.4931640625","0","0","-4000000","4200","153508","153508","0","2902","1336","666"
"31","ALIGN_RAMP","31419","-4","-21.97265625","-3","-3000","-3000000","4340","153509","153509","0","2902","1336","576"
"32","ALIGN_RAMP","31420","-3","-16.4794921875","1","1000","4000000","4480","153510","153510","0","2902","1336","486"
"33","ALIGN_RAMP","31418","-5","-27.4658203125","-2","-2000","-3000000","4620","153511","153511","0","2902","1336","396"
"34","ALIGN_RAMP","31420","-3","-16.4794921875","2","2000","4000000","4760","153512","153512","0","2902","1336","306"
"35","ALIGN_RAMP","31422","-1","-5.4931640625","2","2000","0","4900","153513","153513","0","2902","1336","216"
"36","ALIGN_RAMP","31419","-4","-21.97265625","-3","-3000","-5000000","5040","153514","153514","0","2902","1336","126"
"37","ALIGN_RAMP","31420","-3","-16.4794921875","1","1000","4000000","5180","153515","153515","0","2902","1336","36"
"38","ALIGN_RAMP","31420","-3","-16.4794921875","0","0","-1000000","5320","153516","153516","0","2902","1336","2101"
"39","ALIGN_RAMP","31419","-4","-21.97265625","-1","-1000","-1000000","5460","153517","153517","0","2902","1336","2011"
"40","ALIGN_RAMP","31417","-6","-32.958984375","-2","-2000","-1000000","5600","153518","153518","0","2902","1336","1921"
"41","ALIGN_RAMP","31420","-3","-16.4794921875","3","3000","5000000","5740","153519","153519","0","2902","1336","1831"
