"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","48174","1","5.4931640625","1","1000","1000000","0","6408","6408","0","2897","1336","1"
"1","ALIGN_RAMP","48172","-1","-5.4931640625","-2","-2000","-3000000","140","6409","6409","0","2902","1336","1411"
"2","ALIGN_RAMP","48173","0","0","1","1000","3000000","280","6410","6410","0","2902","1336","1321"
"3","ALIGN_RAMP","48174","1","5.4931640625","1","1000","0","420","6411","6411","0","2902","1336","1231"
"4","ALIGN_RAMP","48173","0","0","-1","-1000","-2000000","560","6412","6412","0","2902","1336","1141"
"5","ALIGN_RAMP","48171","-2","-10.986328125","-2","-2000","-1000000","700","6413","6413","0","2902","1336","1051"
"6","ALIGN_RAMP","48173","0","0","2","2000","4000000","840","6414","6414","0","2902","1336","961"
"7","ALIGN_RAMP","48173","0","0","0","0","-2000000","980","6415","6415","0","2902","1336","871"
"8","ALIGN_RAMP","48169","-4","-21.97265625","-4","-4000","-4000000","1120","6416","6416","0","2902","1336","781"
"9","ALIGN_RAMP","48173","0","0","4","4000","8000000","1260","6417","6417","0","2902","1336","691"
"10","ALIGN_RAMP","48171","-2","-10.986328125","-2","-2000","-6000000","1400","6418","6418","0","2902","1336","601"
"11","ALIGN_RAMP","48173","0","0","2","2000","4000000","1540","6419","6419","0","2902","1336","511"
"12","ALIGN_RAMP","48174","1","5.4931640625","1","1000","-1000000","1680","6420","6420","0","2902","1336","421"
"13","ALIGN_RAMP","48173","0","0","-1","-1000","-2000000","1820","6421","6421","0","2902","1336","331"
"14","ALIGN_RAMP","48174","1","5.4931640625","1","1000","2000000","1960","6422","6422","0","2902","1336","241"
"15","ALIGN_RAMP","48172","-1","-5.4931640625","-2","-2000","-3000000","2100","6423","6423","0","2902","1336","151"
"16","ALIGN_RAMP","48174","1","5.4931640625","2","2000","4000000","2240","6424","6424","0","2902","1336","61"
"17","ALIGN_RAMP","48171","-2","-10.986328125","-3","-3000","-5000000","2380","6425","6425","0","2902","1336","2126"
"18","ALIGN_RAMP","48172","-1","-5.4931640625","1","1000","4000000","2520","6426","6426","0","2902","1336","2036"
"19","ALIGN_RAMP","48171","-2","-10.986328125","-1","-1000","-2000000","2660","6427","6427","0","2902","1336","1946"
"20","ALIGN_RAMP","48176","3","16.4794921875","5","5000","6000000","2800","6428","6428","0","2902","1336","1856"
"21","ALIGN_RAMP","48175","2","10.986328125","-1","-1000","-6000000","2940","6429","6429","0","2902","1336","1766"
"22","ALIGN_RAMP","48172","-1","-5.4931640625","-3","-3000","-2000000","3080","6430","6430","0","2902","1336","1676"
"23","ALIGN_RAMP","48174","1","5.4931640625","2","2000","5000000","3220","6431","6431","0","2902","1336","1586"
"24","ALIGN_RAMP","48171","-2","-10.986328125","-3","-3000","-5000000","3360","6432","6432","0","2902","1336","1496"
"25","ALIGN_RAMP","48172","-1","-5.4931640625","1","1000","4000000","3500","6433","6433","0","2902","1336","1406"
"26","ALIGN_RAMP","48175","2","10.986328125","3","3000","2000000","3640","6434","6434","0","2902","1336","1316"
"27","ALIGN_RAMP","48172","-1","-5.4931640625","-3","-3000","-6000000","3780","6435","6435","0","2902","1336","1226"
"28","ALIGN_RAMP","48173","0","0","1","1000","4000000","3920","6436","6436","0","2902","1336","1136"
"29","ALIGN_RAMP","48174","1","5.4931640625","1","1000","0","4060","6437","6437","0","2902","1336","1046"
"30","ALIGN_RAMP","48175","2","10.986328125","1","1000","0","4200","6438","6438","0","2902","1336","956"
"31","ALIGN_RAMP","48172","-1","-5.4931640625","-3","-3000","-4000000","4340","6439","6439","0","2902","1336","866"
"32","ALIGN_RAMP","48172","-1","-5.4931640625","0","0","3000000","4480","6440","6440","0","2902","1336","776"
"33","ALIGN_RAMP","48171","-2","-10.986328125","-1","-1000","-1000000","4620","6441","6441","0","2902","1336","686"
"34","ALIGN_RAMP","48172","-1","-5.4931640625","1","1000","2000000","4760","6442","6442","0","2902","1336","596"
"35","ALIGN_RAMP","48175","2","10.986328125","3","3000","2000000","4900","6443","6443","0","2902","1336","506"
"36","ALIGN_RAMP","48174","1","5.4931640625","-1","-1000","-4000000","5040","6444","6444","0","2902","1336","416"
"37","ALIGN_RAMP","48172","-1","-5.4931640625","-2","-2000","-1000000","5180","6445","6445","0","2902","1336","326"
"38","ALIGN_RAMP","48173","0","0","1","1000","3000000","5320","6446","6446","0","2902","1336","236"
"39","ALIGN_RAMP","48168","-5","-27.4658203125","-5","-5000","-6000000","5460","6447","6447","0","2902","1336","146"
"40","ALIGN_RAMP","48175","2","10.986328125","7","7000","12000000","5600","6448","6448","0","2902","1336","56"
"41","ALIGN_RAMP","48173","0","0","-2","-2000","-9000000","5740","6449","6449","0","2902","1336","2121"
"42","ALIGN_RAMP","48171","-2","-10.986328125","-2","-2000","0","5880","6450","6450","0","2902","1336","2031"
"43","ALIGN_RAMP","48172","-1","-5.4931640625","1","1000","3000000","6020","6451","6451","0","2902","1336","1941"
"44","ALIGN_RAMP","48173","0","0","1","1000","0","6160","6452","6452","0","2902","1336","1851"
"45","ALIGN_RAMP","48176","3","16.4794921875","3","3000","2000000","6300","6453","6453","0","2902","1336","1761"
"46","ALIGN_RAMP","48172","-1","-5.4931640625","-4","-4000","-7000000","6440","6454","6454","0","2902","1336","1671"
"47","ALIGN_RAMP","48170","-3","-16.4794921875","-2","-2000","2000000","6580","6455","6455","0","2902","1336","1581"
"48","ALIGN_RAMP","48174","1","5.4931640625","4","4000","6000000","6720","6456","6456","0","2902","1336","1491"
"49","ALIGN_RAMP","48174","1","5.4931640625","0","0","-4000000","6860","6457","6457","0","2902","1336","1401"
"50","ALIGN_RAMP","48171","-2","-10.986328125","-3","-3000","-3000000","7000","6458","6458","0","2902","1336","1311"
"51","ALIGN_RAMP","48176","3","16.4794921875","5","5000","8000000","7140","6459","6459","0","2902","1336","1221"
"52","ALIGN_RAMP","48171","-2","-10.986328125","-5","-5000","-10000000","7280","6460","6460","0","2902","1336","1131"
"53","ALIGN_RAMP","48172","-1","-5.4931640625","1","1000","6000000","7420","6461","6461","0","2902","1336","1041"
"54","ALIGN_RAMP","48171","-2","-10.986328125","-1","-1000","-2000000","7560","6462","6462","0","2902","1336","951"
"55","ALIGN_RAMP","48174","1","5.4931640625","3","3000","4000000","7700","6463","6463","0","2902","1336","861"
"56","ALIGN_RAMP","48172","-1","-5.4931640625","-2","-2000","-5000000","7840","6464","6464","0","2902","1336","771"
"57","ALIGN_RAMP","48174","1","5.4931640625","2","2000","4000000","7980","6465","6465","0","2902","1336","681"
"58","ALIGN_RAMP","48173","0","0","-1","-1000","-3000000","8120","6466","6466","0","2902","1336","591"
