"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","42664","0","0","0","0","0","0","107019","107019","0","2897","1336","321"
"1","ALIGN_RAMP","42667","3","16.4794921875","3","3000","3000000","140","107020","107020","0","2902","1336","1731"
"2","ALIGN_RAMP","42664","0","0","-3","-3000","-6000000","280","107021","107021","0","2902","1336","1641"
"3","ALIGN_RAMP","42666","2","10.986328125","2","2000","5000000","420","107022","107022","0","2902","1336","1551"
"4","ALIGN_RAMP","42666","2","10.986328125","0","0","-2000000","560","107023","107023","0","2902","1336","1461"
"5","ALIGN_RAMP","42667","3","16.4794921875","1","1000","1000000","700","107024","107024","0","2902","1336","1371"
"6","ALIGN_RAMP","42666","2","10.986328125","-1","-1000","-2000000","840","107025","107025","0","2902","1336","1281"
"7","ALIGN_RAMP","42662","-2","-10.986328125","-4","-4000","-3000000","980","107026","107026","0","2902","1336","1191"
"8","ALIGN_RAMP","42664","0","0","2","2000","6000000","1120","107027","107027","0","2902","1336","1101"
"9","ALIGN_RAMP","42668","4","21.97265625","4","4000","2000000","1260","107028","107028","0","2902","1336","1011"
"10","ALIGN_RAMP","42662","-2","-10.986328125","-6","-6000","-10000000","1400","107029","107029","0","2902","1336","921"
"11","ALIGN_RAMP","42665","1","5.4931640625","3","3000","9000000","1540","107030","107030","0","2902","1336","831"
"12","ALIGN_RAMP","42668","4","21.97265625","3","3000","0","1680","107031","107031","0","2902","1336","741"
"13","ALIGN_RAMP","42662","-2","-10.986328125","-6","-6000","-9000000","1820","107032","107032","0","2902","1336","651"
"14","ALIGN_RAMP","42663","-1","-5.4931640625","1","1000","7000000","1960","107033","107033","0","2902","1336","561"
"15","ALIGN_RAMP","42665","1","5.4931640625","2","2000","1000000","2100","107034","107034","0","2902","1336","471"
"16","ALIGN_RAMP","42666","2","10.986328125","1","1000","-1000000","2240","107035","107035","0","2902","1336","381"
"17","ALIGN_RAMP","42667","3","16.4794921875","1","1000","0","2380","107036","107036","0","2902","1336","291"
"18","ALIGN_RAMP","42666","2","10.986328125","-1","-1000","-2000000","2520","107037","107037","0","2902","1336","201"
"19","ALIGN_RAMP","42665","1","5.4931640625","-1","-1000","0","2660","107038","107038","0","2902","1336","111"
"20","ALIGN_RAMP","42667","3","16.4794921875","2","2000","3000000","2800","107039","107039","0","2902","1336","21"
"21","ALIGN_RAMP","42665","1","5.4931640625","-2","-2000","-4000000","2940","107040","107040","0","2902","1336","2086"
"22","ALIGN_RAMP","42665","1","5.4931640625","0","0","2000000","3080","107041","107041","0","2902","1336","1996"
"23","ALIGN_RAMP","42665","1","5.4931640625","0","0","0","3220","107042","107042","0","2902","1336","1906"
"24","ALIGN_RAMP","42662","-2","-10.986328125","-3","-3000","-3000000","3360","107043","107043","0","2902","1336","1816"
"25","ALIGN_RAMP","42663","-1","-5.4931640625","1","1000","4000000","3500","107044","107044","0","2902","1336","1726"
"26","ALIGN_RAMP","42664","0","0","1","1000","0","3640","107045","107045","0","2902","1336","1636"
"27","ALIGN_RAMP","42662","-2","-10.986328125","-2","-2000","-3000000","3780","107046","107046","0","2902","1336","1546"
"28","ALIGN_RAMP","42663","-1","-5.4931640625","1","1000","3000000","3920","107047","107047","0","2902","1336","1456"
"29","ALIGN_RAMP","42663","-1","-5.4931640625","0","0","-1000000","4060","107048","107048","0","2902","1336","1366"
