"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","34922","-2","-10.986328125","-2","-2000","-2000000","0","68062","68062","0","2897","1336","220"
"1","ALIGN_RAMP","34924","0","0","2","2000","4000000","200","68063","68063","0","2902","1336","1692"
"2","ALIGN_RAMP","34924","0","0","0","0","-2000000","400","68064","68064","0","2902","1336","1602"
"3","ALIGN_RAMP","34925","1","5.4931640625","1","1000","1000000","600","68065","68065","0","2902","1336","1512"
"4","ALIGN_RAMP","34925","1","5.4931640625","0","0","-1000000","800","68066","68066","0","2902","1336","1422"
"5","ALIGN_RAMP","34921","-3","-16.4794921875","-4","-4000","-4000000","1000","68067","68067","0","2902","1336","1332"
"6","ALIGN_RAMP","34925","1","5.4931640625","4","4000","8000000","1200","68068","68068","0","2902","1336","1242"
"7","ALIGN_RAMP","34924","0","0","-1","-1000","-5000000","1400","68069","68069","0","2902","1336","1152"
"8","ALIGN_RAMP","34924","0","0","0","0","1000000","1600","68070","68070","0","2902","1336","1062"
"9","ALIGN_RAMP","34922","-2","-10.986328125","-2","-2000","-2000000","1800","68071","68071","0","2902","1336","972"
"10","ALIGN_RAMP","34925","1","5.4931640625","3","3000","5000000","2000","68072","68072","0","2902","1336","882"
"11","ALIGN_RAMP","34925","1","5.4931640625","0","0","-3000000","2200","68073","68073","0","2902","1336","792"
"12","ALIGN_RAMP","34926","2","10.986328125","1","1000","1000000","2400","68074","68074","0","2902","1336","702"
"13","ALIGN_RAMP","34923","-1","-5.4931640625","-3","-3000","-4000000","2600","68075","68075","0","2902","1336","612"
"14","ALIGN_RAMP","34923","-1","-5.4931640625","0","0","3000000","2800","68076","68076","0","2902","1336","522"
"15","ALIGN_RAMP","34921","-3","-16.4794921875","-2","-2000","-2000000","3000","68077","68077","0","2902","1336","432"
"16","ALIGN_RAMP","34924","0","0","3","3000","5000000","3200","68078","68078","0","2902","1336","342"
"17","ALIGN_RAMP","34926","2","10.986328125","2","2000","-1000000","3400","68079","68079","0","2902","1336","252"
"18","ALIGN_RAMP","34923","-1","-5.4931640625","-3","-3000","-5000000","3600","68080","68080","0","2902","1336","162"
"19","ALIGN_RAMP","34921","-3","-16.4794921875","-2","-2000","1000000","3800","68081","68081","0","2902","1336","72"
"20","ALIGN_RAMP","34924","0","0","3","3000","5000000","4000","68082","68082","0","2902","1336","2137"
"21","ALIGN_RAMP","34923","-1","-5.4931640625","-1","-1000","-4000000","4200","68083","68083","0","2902","1336","2047"
"22","ALIGN_RAMP","34924","0","0","1","1000","2000000","4400","68084","68084","0","2902","1336","1957"
"23","ALIGN_RAMP","34925","1","5.4931640625","1","1000","0","4600","68085","68085","0","2902","1336","1867"
"24","ALIGN_RAMP","34922","-2","-10.986328125","-3","-3000","-4000000","4800","68086","68086","0","2902","1336","1777"
"25","ALIGN_RAMP","34923","-1","-5.4931640625","1","1000","4000000","5000","68087","68087","0","2902","1336","1687"
"26","ALIGN_RAMP","34926","2","10.986328125","3","3000","2000000","5200","68088","68088","0","2902","1336","1597"
"27","ALIGN_RAMP","34924","0","0","-2","-2000","-5000000","5400","68089","68089","0","2902","1336","1507"
"28","ALIGN_RAMP","34924","0","0","0","0","2000000","5600","68090","68090","0","2902","1336","1417"
"29","ALIGN_RAMP","34926","2","10.986328125","2","2000","2000000","5800","68091","68091","0","2902","1336","1327"
"30","ALIGN_RAMP","34926","2","10.986328125","0","0","-2000000","6000","68092","68092","0","2902","1336","1237"
"31","ALIGN_RAMP","34927","3","16.4794921875","1","1000","1000000","6200","68093","68093","0","2902","1336","1147"
"32","ALIGN_RAMP","34927","3","16.4794921875","0","0","-1000000","6400","68094","68094","0","2902","1336","1057"
"33","ALIGN_RAMP","34924","0","0","-3","-3000","-3000000","6600","68095","68095","0","2902","1336","967"
"34","ALIGN_RAMP","34928","4","21.97265625","4","4000","7000000","6800","68096","68096","0","2902","1336","877"
"35","ALIGN_RAMP","34926","2","10.986328125","-2","-2000","-6000000","7000","68097","68097","0","2902","1336","787"
"36","ALIGN_RAMP","34927","3","16.4794921875","1","1000","3000000","7200","68098","68098","0","2902","1336","697"
"37","ALIGN_RAMP","34924","0","0","-3","-3000","-4000000","7400","68099","68099","0","2902","1336","607"
"38","ALIGN_RAMP","34923","-1","-5.4931640625","-1","-1000","2000000","7600","68100","68100","0","2902","1336","517"
