motor,config,effective_weight,PC1_score,PC2_score,PC3_score,PC4_score
P011,path1,2.3076923076923075,0.23537236956723528,0.19596604512138363,-0.12777984712912366,-0.02242404518148605
P011,path2_new,2.3076923076923075,0.1305782220705847,0.0535173094003418,0.0891154299088755,0.06033132355527088
P011,path2_old,2.3076923076923075,0.009399608471598446,-0.011115100616984586,0.0711072365279337,0.02072230686004263
P013,path2_new,2.3076923076923075,-0.1282696486434509,0.15310665937894144,0.10613170890633473,-0.04625838300487323
P013,path2_old,2.3076923076923075,-0.062229353790250685,0.0030647949422191374,0.016518318262574747,0.02700354634336313
P03,path2_old,2.3076923076923075,-0.008572940467377633,-0.08970859164469357,-0.12065289525891794,0.017969328051543443
P08,path1,2.3076923076923075,0.17997883091302652,-0.19637242155095394,0.00802639564953739,-0.019047358608176534
P08,path2_new,1.6666666666666667,0.016668944712586564,-0.13865449238463487,0.05140891656192447,-0.0631953910801286
P08,path2_old,2.3076923076923075,-0.3682957704137894,-0.008319339419128907,-0.07959500882860443,0.007344397764408636
