motor,config,theta_frame_note,h36_delta_amplitude_command_frame_deg,h36_delta_phase_command_frame_deg,h36_delta_amplitude_sensor_abs_frame_deg,h36_delta_phase_sensor_abs_frame_deg,sensor_abs_to_command_h36_ratio
P011,path1,delta(config-baseline),0.003031390086060764,-138.9988479472867,0.6659782179910774,-32.91875047464778,219.69400145941094
P011,path2_new,delta(config-baseline),0.006214901753276863,167.99109393070117,0.2970759667243521,112.03277300659136,47.80058937660859
P011,path2_old,delta(config-baseline),0.0031716031823862626,120.42808062130729,0.010220655868580255,-65.04979133112117,3.222551902249764
P013,path2_new,delta(config-baseline),0.004655701844181388,138.37278573546718,0.09035396493189488,168.3878581681119,19.40716307785423
P013,path2_old,delta(config-baseline),0.005988727485123501,101.51599575009487,0.5800198365572665,-38.83280309586396,96.8519335698751
P03,path2_old,delta(config-baseline),0.006054268537486228,32.64082536853705,0.6326475010034334,-67.30269379150836,104.49610833848357
P08,path1,delta(config-baseline),0.0011800200192441572,-80.43526745574019,0.5105041484430176,-148.04975109291044,432.6232946200462
P08,path2_new,delta(config-baseline),0.0062140582041498495,82.82098911069626,0.7691755739268339,-158.08602734968014,123.77991139721959
P08,path2_old,delta(config-baseline),0.007382571412843501,69.68330345160894,1.0357301545897628,-165.9251452718872,140.2939567625309
