motor,config,order,amplitude_deg,phase_abs_deg,max_error_axis_abs_deg
P013,path2_new,45,0.0015817373976418914,169.97482865198182,3.777218414488485
P013,path2_new,46,0.0024726550816118976,70.94292869513974,1.5422375803291248
P013,path2_new,47,0.00031260121190663224,-123.90760024357495,5.023242548009044
P013,path2_new,48,0.004963760717442005,-136.72721923470002,4.65151626594375
P013,path2_new,49,0.0030064022786129045,-105.87081221753498,5.186309954744184
P013,path2_new,50,0.0013556976493931876,-6.352665710924507,7.07294668578151
P013,path2_new,51,0.0008975062590471362,90.80194282256872,1.780430251422916
P013,path2_new,52,0.0015739667043875155,-99.34577081303908,5.012581330518479
P013,path2_new,53,0.006336134546375472,-134.73842054937484,4.250218480200475
P013,path2_new,54,0.0034130114316360855,125.147408311114,2.317544598353963
P013,path2_new,55,0.002738789562786336,123.09668094126852,2.2381214716594275
P013,path2_new,56,0.0018199068817052455,81.94866350890932,1.4633689912305237
P013,path2_new,57,0.0002882697941966867,-64.64279303168483,5.181705385409038
P013,path2_new,58,0.0010842015103394943,-166.03532906661965,3.344218464368627
P013,path2_new,59,0.0007576410674163243,-103.87625498077747,4.341080424054619
P013,path2_new,60,0.0031142568594983056,94.58781236875625,1.5764635394792708
P013,path2_old,1,0.02978003789634469,-121.28870208573508,238.71129791426492
P013,path2_old,2,0.10921862663845756,-61.039962508985475,149.48001874550727
P013,path2_old,3,0.01904500018434602,-155.49564697124438,68.16811767625188
P013,path2_old,4,0.02647035088641808,-16.348307360907516,85.91292315977311
P013,path2_old,5,0.017029840743901823,41.42402218559949,8.284804437119899
P013,path2_old,6,0.017681528665137947,-0.5963612818908137,59.9006064530182
P013,path2_old,7,0.017034668240585357,67.69415188452324,9.670593126360462
P013,path2_old,8,0.008410638574655478,173.24747247226793,21.65593405903349
P013,path2_old,9,0.004793669422678403,-120.08477957364,26.65724671404
P013,path2_old,10,0.004492037340819447,12.722855407853208,1.2722855407853209
P013,path2_old,11,0.007721843792257855,-87.46207814439411,24.776174714145988
P013,path2_old,12,0.015991570392327976,126.76330221807123,10.563608518172602
P013,path2_old,13,0.003863727237915813,133.50846165084587,10.269881665449683
P013,path2_old,14,0.0014421911013689547,78.06250518384033,5.575893227417167
P013,path2_old,15,0.004581958371289683,6.832889150575369,0.4555259433716913
P013,path2_old,16,0.002724605641843196,-119.22838784930451,15.048225759418468
P013,path2_old,17,0.0026214080693532428,112.13234318603408,6.596020187413769
P013,path2_old,18,0.0044342849100151285,-124.28562383658853,13.095243120189526
P013,path2_old,19,0.004137634819392416,-165.38462608768285,10.242914416437744
P013,path2_old,20,0.004982052038216878,61.13939877487084,3.056969938743542
P013,path2_old,21,0.00022155641696897644,-147.29517054593262,10.128801402574638
P013,path2_old,22,0.007287813698920514,-75.61575608906558,12.926556541406109
P013,path2_old,23,0.002759765730860921,-80.0089012801719,12.173526031296873
P013,path2_old,24,0.004524999482101038,107.91638319748787,4.4965159665619945
P013,path2_old,25,0.003230256069961475,156.4380709499848,6.2575228379993915
P013,path2_old,26,0.0041327467002614795,87.32593183890145,3.3586896861115942
P013,path2_old,27,0.0023505262315340228,158.8804456668536,5.884460950624208
P013,path2_old,28,0.004723956119982531,162.00356726683842,5.785841688101372
P013,path2_old,29,0.0032858556546647055,-11.284871332676037,12.024659609218068
P013,path2_old,30,0.0031007038306785544,134.96210142359283,4.498736714119761
P013,path2_old,31,0.0005837663133901747,111.2305585122988,3.5880825326548
P013,path2_old,32,0.00654760146927044,-52.453615761728386,9.610824507445988
P013,path2_old,33,0.001359050405664967,-13.344939714471824,10.504698796531155
P013,path2_old,34,0.004383302189732562,97.01932895534851,2.853509675157309
P013,path2_old,35,0.0027557485457943274,21.521756438362342,0.6149073268103527
P013,path2_old,36,0.00598872748512332,101.51599575009446,2.8198887708359575
P013,path2_old,37,0.005829591355199347,-25.986448701535586,9.027393278336875
P013,path2_old,38,0.000288332733888281,129.19006926604203,3.399738664895843
P013,path2_old,39,0.0031597421645358286,135.0529262400363,3.462895544616315
P013,path2_old,40,0.002323447551126382,92.89363123393863,2.322340780848466
P013,path2_old,41,0.002491350969508685,-59.041684014064586,7.340446731364279
P013,path2_old,42,0.0017265452633283226,-143.7778875919903,5.1481455335240405
P013,path2_old,43,0.0027126067804524073,-133.43963333645618,5.2688457363614845
P013,path2_old,44,0.001503290667256018,-167.6614879911659,4.371329818382593
P013,path2_old,45,0.0010365790684377524,105.31249954582692,2.3402777676850426
P013,path2_old,46,0.003154236684073363,-56.088107861529714,6.606780263879789
P013,path2_old,47,0.0004436491713669394,124.16492234663801,2.6418068584391063
P013,path2_old,48,0.003103907630481254,-7.344603934033995,7.346987418040959
P013,path2_old,49,0.0021286073713492125,-30.24464424380603,6.72970113788151
P013,path2_old,50,0.0019763054043694366,10.547669707915402,0.21095339415830805
P013,path2_old,51,0.003963229407206993,67.24622719019814,1.3185534743176106
P013,path2_old,52,0.0024036531020174296,98.00376185161693,1.8846877279157102
P013,path2_old,53,0.0018689392255165516,-120.1087638636998,4.526249738420759
P013,path2_old,54,0.0013555408955724475,-127.92171913915101,4.297745941867574
P013,path2_old,55,0.0008033122849979315,44.57472954496448,0.8104496280902632
P013,path2_old,56,0.0014188628400994682,164.46126107998626,2.9368082335711834
P013,path2_old,57,0.003370441907313055,58.7713365297087,1.0310760794685736
