Group,XMetric,YMetric,n,slope,intercept,pearson_r,r2,residual_sd,slope_se,slope_ci95_low,slope_ci95_high
ALL,ShadowP2P_Deg,NL_RobustP2P_Deg,4,0.38615738601830296,1.8755466822402058,0.9279444797515602,0.8610809575014009,0.007330073555702509,0.10967515232455036,-0.08577479443423719,0.8580895664708431
ALL,RMS_AC_Deg,NL_RobustP2P_Deg,4,-17.6861215719612,16.48937174686872,-0.7578291663829873,0.5743050454207281,0.012831478290599338,10.767020593988414,-64.01661118789335,28.644368043970946
ALL,A36_Deg,NL_RobustP2P_Deg,4,-16.667047314018017,16.774713545534954,-0.936510925218752,0.8770527130540787,0.00689583588216947,4.4125566811977235,-35.65427871321182,2.320184085175786
ALL,ClosureErrorDeg,NL_RobustP2P_Deg,4,-0.11544477541273057,3.1721268139047765,-0.16426211524625264,0.02698204250516778,0.019399380875930527,0.49021015314378813,-2.224819064390451,1.9939295135649897
ALL,AnalysisStartRawCentered,NL_RobustP2P_Deg,4,0.0001404552723943237,3.1638855,0.9141146992204758,0.8356056833309444,0.007973901043456884,4.405201268366229e-05,-4.9100538183475135e-05,0.0003300110829721225
Clamp0p11N,ShadowP2P_Deg,NL_RobustP2P_Deg,4,0.38615738601830296,1.8755466822402058,0.9279444797515602,0.8610809575014009,0.007330073555702509,0.10967515232455036,-0.08577479443423719,0.8580895664708431
Clamp0p11N,RMS_AC_Deg,NL_RobustP2P_Deg,4,-17.6861215719612,16.48937174686872,-0.7578291663829873,0.5743050454207281,0.012831478290599338,10.767020593988414,-64.01661118789335,28.644368043970946
Clamp0p11N,A36_Deg,NL_RobustP2P_Deg,4,-16.667047314018017,16.774713545534954,-0.936510925218752,0.8770527130540787,0.00689583588216947,4.4125566811977235,-35.65427871321182,2.320184085175786
Clamp0p11N,ClosureErrorDeg,NL_RobustP2P_Deg,4,-0.11544477541273057,3.1721268139047765,-0.16426211524625264,0.02698204250516778,0.019399380875930527,0.49021015314378813,-2.224819064390451,1.9939295135649897
Clamp0p11N,AnalysisStartRawCentered,NL_RobustP2P_Deg,4,0.0001404552723943237,3.1638855,0.9141146992204758,0.8356056833309444,0.007973901043456884,4.405201268366229e-05,-4.9100538183475135e-05,0.0003300110829721225
