motor_id,jig_a,jig_b,analysis_points,runs_a,runs_b,zero_shift_correlation,best_shift_deg,best_shift_points,best_shift_correlation,second_shift_deg,second_shift_correlation,correlation_margin,shifts_within_0_001_of_best,centered_rmse_zero_shift_deg,centered_rmse_aligned_deg,top5_mean_a_deg,top5_mean_b_deg,top5_delta_b_minus_a_deg,bottom5_mean_a_deg,bottom5_mean_b_deg,bottom5_delta_b_minus_a_deg,robust_nl_a_deg,robust_nl_b_deg,robust_nl_delta_b_minus_a_deg,top5_mean_distance_aligned_deg,top5_max_distance_aligned_deg,bottom5_mean_distance_aligned_deg,bottom5_max_distance_aligned_deg
P05,JIG1-remount02-test-2,JIG5-remount01-test-1,360,3,3,0.9874863585574447,0.0,0,0.9874863585574447,40.0,0.8701357665582621,0.11735059199918263,1,0.11821935445588737,0.11821935445588737,2.3599580000000002,2.024243333333333,-0.33571466666666705,-0.8598673333333332,-1.085246,-0.22537866666666673,3.2198253333333335,3.1094893333333333,-0.11033600000000021,0.0,0.0,56.0,159.0
P05,JIG1-remount03-test-2,JIG4-remount01-test-2,360,3,3,0.8757258360905155,40.0,40,0.8905507066491809,0.0,0.8757258360905155,0.014824870558665437,1,0.3817228081877755,0.3586527517412402,2.2335499999999997,1.6563353333333335,-0.5772146666666662,-0.902034,-1.6444340000000002,-0.7424000000000002,3.1355839999999997,3.3007693333333337,0.16518533333333396,21.8,40.0,87.6,159.0
P05,JIG1-remount03-test-2,JIG4-remount02-test-2,360,3,3,0.8593098115517734,40.0,40,0.8824659505498501,0.0,0.8593098115517734,0.02315613899807667,1,0.4067647411486654,0.3724069199149875,2.2335499999999997,1.5952353333333333,-0.6383146666666664,-0.902034,-1.7049246666666669,-0.8028906666666669,3.1355839999999997,3.30016,0.16457600000000028,29.8,70.0,87.6,159.0
P05,JIG1-remount03-test-2,JIG4-remount03-test-2,360,3,3,0.8482454613788212,40.0,40,0.8813205221105023,0.0,0.8482454613788212,0.033075060731681094,1,0.42155306133153997,0.3735634051745241,2.2335499999999997,1.5718133333333333,-0.6617366666666664,-0.902034,-1.7478073333333335,-0.8457733333333335,3.1355839999999997,3.3196206666666668,0.18403666666666707,8.0,40.0,87.6,159.0
P05,JIG1-remount03-test-2,JIG5-remount01-test-1,360,3,3,0.9928676510295612,0.0,0,0.9928676510295612,320.0,0.8850596426272511,0.10780800840231008,1,0.08754276471786927,0.08754276471786927,2.2335499999999997,2.024243333333333,-0.20930666666666653,-0.902034,-1.085246,-0.18321199999999993,3.1355839999999997,3.1094893333333333,-0.026094666666666377,8.0,29.0,56.0,159.0
P05,JIG4-remount01-test-2,JIG4-remount02-test-2,360,3,3,0.9991713935509252,0.0,0,0.9991713935509252,40.0,0.9062258051128798,0.09294558843804546,1,0.03210547933117143,0.03210547933117143,1.6563353333333335,1.5952353333333333,-0.061100000000000154,-1.6444340000000002,-1.7049246666666669,-0.06049066666666669,3.3007693333333337,3.30016,-0.0006093333333336837,8.0,30.0,0.0,0.0
P05,JIG4-remount01-test-2,JIG4-remount03-test-2,360,3,3,0.9976449060283922,0.0,0,0.9976449060283922,40.0,0.9076645725660908,0.08998033346230139,1,0.05389002550365547,0.05389002550365547,1.6563353333333335,1.5718133333333333,-0.08452200000000021,-1.6444340000000002,-1.7478073333333335,-0.10337333333333332,3.3007693333333337,3.3196206666666668,0.01885133333333311,13.8,39.0,0.0,0.0
P05,JIG4-remount01-test-2,JIG5-remount01-test-1,360,3,3,0.8499516767967598,80.0,80,0.8728449836550867,0.0,0.8499516767967598,0.02289330685832691,1,0.41791234877666644,0.3853376148263907,1.6563353333333335,2.024243333333333,0.3679079999999997,-1.6444340000000002,-1.085246,0.5591880000000002,3.3007693333333337,3.1094893333333333,-0.19128000000000034,106.2,120.0,23.6,39.0
P05,JIG4-remount02-test-2,JIG4-remount03-test-2,360,3,3,0.9992651198123804,0.0,0,0.9992651198123804,40.0,0.8989716233763745,0.10029349643600594,1,0.03019463422651951,0.03019463422651951,1.5952353333333333,1.5718133333333333,-0.023422000000000054,-1.7049246666666669,-1.7478073333333335,-0.042882666666666625,3.30016,3.3196206666666668,0.019460666666666793,21.8,49.0,0.0,0.0
P05,JIG4-remount02-test-2,JIG5-remount01-test-1,360,3,3,0.8338913806629704,80.0,80,0.8786433901944862,40.0,0.8410439265672907,0.03759946362719557,1,0.440414125260476,0.3776782354821538,1.5952353333333333,2.024243333333333,0.42900799999999983,-1.7049246666666669,-1.085246,0.6196786666666669,3.30016,3.1094893333333333,-0.19067066666666665,98.2,120.0,23.6,39.0
P05,JIG4-remount03-test-2,JIG5-remount01-test-1,360,3,3,0.8228424135920281,80.0,80,0.8840980213942979,120.0,0.8392096199436472,0.04488840145065076,1,0.45389017788741665,0.3686641520513385,1.5718133333333333,2.024243333333333,0.4524299999999999,-1.7478073333333335,-1.085246,0.6625613333333336,3.3196206666666668,3.1094893333333333,-0.21013133333333345,120.0,149.0,23.6,39.0
