File,Era,ProductId,JigId,TestID,SweepID,RunRole,H1_Deg,H2_Deg,H36_Deg,RatioH2H36,RatioH1H36
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-29.txt,legacy-root,P03,JIG1,10,10,OFFICIAL,0.189635030802687,0.166072965679846,0.887786706733858,0.187064037364136,0.21360426931864
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-29.txt,legacy-root,P03,JIG1,11,11,OFFICIAL,0.19669745844506,0.166955793432737,0.890762732767939,0.187430150915656,0.220819137587679
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32-2.txt,legacy-root,P03,JIG1,1,1,PRECONDITION,0.21700193536313,0.144304056042985,0.88530285757812,0.162999650128489,0.245116045323486
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32-2.txt,legacy-root,P03,JIG1,2,2,OFFICIAL,0.211895040491639,0.155771181740849,0.891668791991263,0.174696236023897,0.237638731325829
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32-2.txt,legacy-root,P03,JIG1,3,3,OFFICIAL,0.216630591990063,0.155225704019847,0.894096918764263,0.173611720119096,0.242289831721453
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32-2.txt,legacy-root,P03,JIG1,4,4,OFFICIAL,0.212676537008538,0.157516334313291,0.893867618178282,0.176218861842553,0.237928450123271
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32-2.txt,legacy-root,P03,JIG1,5,5,OFFICIAL,0.215943707018145,0.152650011385366,0.890327752251318,0.17145372701162,0.242544059164842
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32.txt,legacy-root,P03,JIG1,1,1,PRECONDITION,0.174291704944213,0.142318828495292,0.916651863014595,0.155259411165378,0.190139476039485
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32.txt,legacy-root,P03,JIG1,2,2,OFFICIAL,0.222368482953637,0.158641698153805,0.906174635262624,0.175067467108951,0.245392526231096
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32.txt,legacy-root,P03,JIG1,3,3,OFFICIAL,0.223755085485282,0.160895188668603,0.899722357659593,0.178827598646245,0.248693481472803
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32.txt,legacy-root,P03,JIG1,4,4,OFFICIAL,0.222545752711225,0.159468857113707,0.899558028041456,0.17727467505449,0.247394549071791
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32.txt,legacy-root,P03,JIG1,5,5,OFFICIAL,0.220088815971274,0.158365217847248,0.897952242684477,0.176362628566756,0.245100803260212
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32.txt,legacy-root,P03,JIG1,6,6,OFFICIAL,0.212812980855132,0.159163988791134,0.897099939338522,0.177420576918659,0.237223269697298
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32.txt,legacy-root,P03,JIG1,7,7,OFFICIAL,0.218391116496222,0.155005138489106,0.894366705809892,0.173312733448347,0.244185203985716
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32.txt,legacy-root,P03,JIG1,8,8,OFFICIAL,0.21521736493923,0.154358764567629,0.892151282655659,0.173018598491671,0.241234159635566
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32.txt,legacy-root,P03,JIG1,9,9,OFFICIAL,0.218917726079968,0.155333413875891,0.893979916979043,0.173754925503021,0.244879914998247
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32.txt,legacy-root,P03,JIG1,10,10,OFFICIAL,0.216593190084908,0.153164255566389,0.893658871871655,0.171390068836452,0.242366742951123
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-32.txt,legacy-root,P03,JIG1,11,11,OFFICIAL,0.212707249812723,0.152668606299307,0.894929036868734,0.170592974425636,0.237680576950508
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-33.txt,legacy-root,P03,JIG1,1,1,PRECONDITION,0.19182315085915,0.116579035715123,0.917594395144879,0.12704854817331,0.209050046375734
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-33.txt,legacy-root,P03,JIG1,2,2,OFFICIAL,0.191801194096983,0.121159267932807,0.911184534577938,0.132968968781859,0.210496542487769
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-33.txt,legacy-root,P03,JIG1,3,3,OFFICIAL,0.189043677945881,0.12515507992821,0.9042648137943,0.1384053410229,0.20905787227599
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-33.txt,legacy-root,P03,JIG1,4,4,OFFICIAL,0.188762272459906,0.121055860477926,0.899263929496022,0.134616608658784,0.209907532447893
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-33.txt,legacy-root,P03,JIG1,5,5,OFFICIAL,0.189892634577677,0.120143090509955,0.900209955773379,0.133461188403253,0.210942606621739
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-33.txt,legacy-root,P03,JIG1,6,6,OFFICIAL,0.19061339448965,0.122061131786569,0.899805804982167,0.13565274986083,0.211838369383967
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-33.txt,legacy-root,P03,JIG1,7,7,OFFICIAL,0.18949316681449,0.120969292395888,0.89824538500673,0.134672879388054,0.2109592434066
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-33.txt,legacy-root,P03,JIG1,8,8,OFFICIAL,0.190263881331749,0.122933398227236,0.897534780742699,0.136967837753886,0.21198496750656
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-33.txt,legacy-root,P03,JIG1,9,9,OFFICIAL,0.190250181790373,0.122518715582169,0.896965692748282,0.136592421062142,0.212104190080505
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-33.txt,legacy-root,P03,JIG1,10,10,OFFICIAL,0.194564358037541,0.12132421260111,0.894892073603831,0.135574128076164,0.217416562037485
C:\learn\rd\jig\B0-B-v32-a0-p03-jig1-test-33.txt,legacy-root,P03,JIG1,11,11,OFFICIAL,0.193421515136364,0.122276948745466,0.896514739768727,0.136391453839353,0.215748282271701
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31-lần-2.txt,legacy-root,P03,JIG4,1,1,PRECONDITION,0.206562282116015,0.158229535134,0.911529255240118,0.173586897210797,0.226610699468556
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31-lần-2.txt,legacy-root,P03,JIG4,2,2,OFFICIAL,0.223160912542814,0.163615118107882,0.902408348620654,0.181309402066116,0.247294822664173
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31-lần-2.txt,legacy-root,P03,JIG4,3,3,OFFICIAL,0.222043608043479,0.163980918340224,0.902284230908926,0.181739758629092,0.246090533821921
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31-lần-2.txt,legacy-root,P03,JIG4,4,4,OFFICIAL,0.222498353631838,0.162851605092977,0.898471122641983,0.181254133815795,0.247641073847287
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31-lần-2.txt,legacy-root,P03,JIG4,5,5,OFFICIAL,0.222511855823847,0.16366295729044,0.897241238408343,0.182406860367641,0.247995573875507
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31-lần-2.txt,legacy-root,P03,JIG4,6,6,OFFICIAL,0.223692211645535,0.16499751560941,0.89926249240001,0.183480926874926,0.248750741341975
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31-lần-2.txt,legacy-root,P03,JIG4,7,7,OFFICIAL,0.222692652329907,0.162418991333641,0.899977734227019,0.180470010708811,0.247442402029174
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31-lần-2.txt,legacy-root,P03,JIG4,8,8,OFFICIAL,0.222518421549745,0.161405730019949,0.900163434315886,0.179307138978174,0.24719780105138
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31-lần-2.txt,legacy-root,P03,JIG4,9,9,OFFICIAL,0.222158799520051,0.162626434914509,0.898905262808431,0.18091610055371,0.247143729947653
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31-lần-2.txt,legacy-root,P03,JIG4,10,10,OFFICIAL,0.222327817232013,0.16295026870172,0.898603947253713,0.181337138791482,0.247414690210838
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31-lần-2.txt,legacy-root,P03,JIG4,11,11,OFFICIAL,0.227672859502501,0.161772481114917,0.897802051508876,0.180187248228089,0.253589150436743
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31.txt,legacy-root,P03,JIG4,1,1,PRECONDITION,0.210766354233257,0.163317632866295,0.882001559277269,0.185167056847519,0.238963697984801
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31.txt,legacy-root,P03,JIG4,2,2,OFFICIAL,0.21085122403031,0.162054833133817,0.89934676225245,0.180191712402393,0.234449305740785
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31.txt,legacy-root,P03,JIG4,3,3,OFFICIAL,0.211521800682808,0.16417601039883,0.901861586710425,0.182041249808264,0.234539095355355
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31.txt,legacy-root,P03,JIG4,4,4,OFFICIAL,0.205955869917466,0.162294880837707,0.898050303880496,0.180719142498396,0.229336674156811
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31.txt,legacy-root,P03,JIG4,5,5,OFFICIAL,0.211191493399938,0.15991594410311,0.897378145676816,0.178203519746404,0.235342808845266
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31.txt,legacy-root,P03,JIG4,6,6,OFFICIAL,0.212617844048359,0.16331494912563,0.899766635071312,0.18150811861643,0.236303321062252
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31.txt,legacy-root,P03,JIG4,7,7,OFFICIAL,0.212364158005565,0.162746062263011,0.899007716497884,0.181028548783757,0.236220617585839
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31.txt,legacy-root,P03,JIG4,8,8,OFFICIAL,0.213517552735641,0.15966165429758,0.895472950193072,0.178298690388309,0.238441097176196
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31.txt,legacy-root,P03,JIG4,9,9,OFFICIAL,0.211931847860546,0.159372395914576,0.895961539960666,0.177878612871678,0.236541233533139
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31.txt,legacy-root,P03,JIG4,10,10,OFFICIAL,0.211073667021604,0.160069440472943,0.898257919387769,0.178199865559819,0.234981136782481
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-31.txt,legacy-root,P03,JIG4,11,11,OFFICIAL,0.211179263344574,0.160036510608082,0.897575957674735,0.178298570989662,0.235277317244166
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-32.txt,legacy-root,P03,JIG1,1,1,PRECONDITION,0.21700193536313,0.144304056042985,0.88530285757812,0.162999650128489,0.245116045323486
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-32.txt,legacy-root,P03,JIG1,2,2,OFFICIAL,0.211895040491639,0.155771181740849,0.891668791991263,0.174696236023897,0.237638731325829
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-32.txt,legacy-root,P03,JIG1,3,3,OFFICIAL,0.216630591990063,0.155225704019847,0.894096918764263,0.173611720119096,0.242289831721453
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-32.txt,legacy-root,P03,JIG1,4,4,OFFICIAL,0.212676537008538,0.157516334313291,0.893867618178282,0.176218861842553,0.237928450123271
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-32.txt,legacy-root,P03,JIG1,5,5,OFFICIAL,0.215943707018145,0.152650011385366,0.890327752251318,0.17145372701162,0.242544059164842
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-33.txt,legacy-root,P03,JIG4,1,1,PRECONDITION,0.203433150963152,0.152786580795202,0.917111697855218,0.16659538980095,0.22181938300308
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-33.txt,legacy-root,P03,JIG4,2,2,OFFICIAL,0.212318815649079,0.158587459359835,0.919222097753797,0.172523549800813,0.230976622698584
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-33.txt,legacy-root,P03,JIG4,3,3,OFFICIAL,0.21056419760834,0.15548096645549,0.913507432690674,0.17020219090887,0.230500803904942
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-33.txt,legacy-root,P03,JIG4,4,4,OFFICIAL,0.212420179575835,0.154244185130557,0.909193000312865,0.169649551940545,0.233635960134689
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-33.txt,legacy-root,P03,JIG4,5,5,OFFICIAL,0.214217369168136,0.157917944819381,0.909443654797679,0.173642362543628,0.23554770879763
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-33.txt,legacy-root,P03,JIG4,6,6,OFFICIAL,0.214834441805713,0.156758256568529,0.907687497224063,0.172700689442054,0.236683266501666
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-33.txt,legacy-root,P03,JIG4,7,7,OFFICIAL,0.213108073899894,0.156066069063126,0.906847886460452,0.172097295911746,0.234998699430929
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-33.txt,legacy-root,P03,JIG4,8,8,OFFICIAL,0.21724016810494,0.155712063243126,0.906751052330576,0.171725263337613,0.239580828218042
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-33.txt,legacy-root,P03,JIG4,9,9,OFFICIAL,0.215504659916681,0.154138923786808,0.906823135124789,0.169976832103646,0.237647950928187
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-33.txt,legacy-root,P03,JIG4,10,10,OFFICIAL,0.215114487942513,0.15676414069838,0.906915601378122,0.172854166870837,0.237193502477663
C:\learn\rd\jig\B0-B-v32-a0-p03-jig4-test-33.txt,legacy-root,P03,JIG4,11,11,OFFICIAL,0.21472307094766,0.155939702181915,0.90421028490745,0.172459553695385,0.237470281561371
C:\learn\rd\jig\B0-B-v32-a0-p03-jig5-test-31.txt,legacy-root,P03,JIG5,1,1,PRECONDITION,0.41067403737249,0.246596731126884,0.835284340202367,0.295224894396009,0.491657771619416
C:\learn\rd\jig\B0-B-v32-a0-p03-jig5-test-31.txt,legacy-root,P03,JIG5,2,2,OFFICIAL,0.414131218787131,0.262313789995627,0.824800483371359,0.318033021662916,0.502098661599199
C:\learn\rd\jig\B0-B-v32-a0-p03-jig5-test-31.txt,legacy-root,P03,JIG5,3,3,OFFICIAL,0.411850330355391,0.2650153955613,0.824526959920111,0.32141507609039,0.499498925293232
C:\learn\rd\jig\B0-B-v32-a0-p03-jig5-test-31.txt,legacy-root,P03,JIG5,4,4,OFFICIAL,0.40922172063382,0.267573048747475,0.822944718729899,0.325140975642248,0.497265139832718
C:\learn\rd\jig\B0-B-v32-a0-p03-jig5-test-31.txt,legacy-root,P03,JIG5,5,5,OFFICIAL,0.406808851478279,0.274808443481758,0.822820265845081,0.333983562254042,0.494407914297619
C:\learn\rd\jig\B0-B-v32-a0-p03-jig5-test-31.txt,legacy-root,P03,JIG5,6,6,OFFICIAL,0.408444382387326,0.272126236573552,0.820448925677204,0.331679679327921,0.497830357996012
C:\learn\rd\jig\B0-B-v32-a0-p03-jig5-test-31.txt,legacy-root,P03,JIG5,7,7,OFFICIAL,0.404926265737508,0.269522856491345,0.818001266832853,0.329489534331514,0.495019118130839
C:\learn\rd\jig\B0-B-v32-a0-p03-jig5-test-31.txt,legacy-root,P03,JIG5,8,8,OFFICIAL,0.406618244085467,0.268203662479558,0.818527821502992,0.327665908761756,0.496767774293645
C:\learn\rd\jig\B0-B-v32-a0-p03-jig5-test-31.txt,legacy-root,P03,JIG5,9,9,OFFICIAL,0.408899307733906,0.270681913478932,0.818772131012235,0.330594927729516,0.499405502759834
C:\learn\rd\jig\B0-B-v32-a0-p03-jig5-test-31.txt,legacy-root,P03,JIG5,10,10,OFFICIAL,0.410288110620328,0.269572366981333,0.820760356891811,0.328442236174994,0.499887826178733
C:\learn\rd\jig\B0-B-v32-a0-p03-jig5-test-31.txt,legacy-root,P03,JIG5,11,11,OFFICIAL,0.388364056747044,0.282316192238335,0.816812551693868,0.345631554819867,0.475462890404503
C:\learn\rd\jig\B0-B-v32-a0-p03-jig6-test-32.txt,legacy-root,P03,JIG6,1,1,PRECONDITION,0.215643712871248,0.153241753325768,0.896640809900479,0.170906511987534,0.240501782308105
C:\learn\rd\jig\B0-B-v32-a0-p03-jig6-test-32.txt,legacy-root,P03,JIG6,2,2,OFFICIAL,0.269658422015578,0.163519790560765,0.901121461808452,0.181462541389924,0.299247585863068
C:\learn\rd\jig\B0-B-v32-a0-p03-jig6-test-32.txt,legacy-root,P03,JIG6,3,3,OFFICIAL,0.26600311580162,0.163988214418093,0.898844446595653,0.182443374979056,0.29593898789618
C:\learn\rd\jig\B0-B-v32-a0-p03-jig6-test-32.txt,legacy-root,P03,JIG6,4,4,OFFICIAL,0.268676218357795,0.166461431590026,0.898158311233688,0.185336403959095,0.299141270528074
C:\learn\rd\jig\B0-B-v32-a0-p03-jig6-test-32.txt,legacy-root,P03,JIG6,5,5,OFFICIAL,0.267577668625262,0.165097001695827,0.897925584820177,0.183864904271427,0.297995371942596
C:\learn\rd\jig\B0-B-v32-a0-p03-jig6-test-32.txt,legacy-root,P03,JIG6,6,6,OFFICIAL,0.267225667307526,0.163157466624982,0.895729123825968,0.182150454065935,0.298333123485048
C:\learn\rd\jig\B0-B-v32-a0-p03-jig6-test-32.txt,legacy-root,P03,JIG6,7,7,OFFICIAL,0.267081401875724,0.164722268574576,0.896728248200985,0.183692516551186,0.297839844358135
C:\learn\rd\jig\B0-B-v32-a0-p03-jig6-test-32.txt,legacy-root,P03,JIG6,8,8,OFFICIAL,0.248273749837009,0.162937143580921,0.896666180839604,0.181714384976974,0.276885372887081
C:\learn\rd\jig\B0-B-v32-a0-p03-jig6-test-32.txt,legacy-root,P03,JIG6,9,9,OFFICIAL,0.252049687407314,0.164493847368078,0.896929089396572,0.183396713645161,0.281014062747019
C:\learn\rd\jig\B0-B-v32-a0-p03-jig6-test-32.txt,legacy-root,P03,JIG6,10,10,OFFICIAL,0.247536744401538,0.16334784351178,0.89423242748732,0.182668217446292,0.276814770738168
C:\learn\rd\jig\B0-B-v32-a0-p03-jig6-test-32.txt,legacy-root,P03,JIG6,11,11,OFFICIAL,0.24915035418172,0.16525391059152,0.895439911004144,0.184550530483061,0.278243521558385
C:\learn\rd\jig\B0-B-v32-a0-p04-jig1-test-29.txt,legacy-root,P04,JIG1,1,1,PRECONDITION,0.412770058392708,0.356679214814144,0.864235188794572,0.412710821589708,0.477613112431162
C:\learn\rd\jig\B0-B-v32-a0-p04-jig1-test-29.txt,legacy-root,P04,JIG1,2,2,OFFICIAL,0.401806625185326,0.32678022991497,0.856363420559682,0.381590598184823,0.469201060599625
C:\learn\rd\jig\B0-B-v32-a0-p04-jig1-test-29.txt,legacy-root,P04,JIG1,3,3,OFFICIAL,0.40594366857169,0.328353410452341,0.855608860286236,0.38376579029639,0.474450052370758
C:\learn\rd\jig\B0-B-v32-a0-p04-jig1-test-29.txt,legacy-root,P04,JIG1,4,4,OFFICIAL,0.414292897629345,0.314287446204732,0.853263872714664,0.368335583229166,0.485539011878318
C:\learn\rd\jig\B0-B-v32-a0-p04-jig1-test-29.txt,legacy-root,P04,JIG1,5,5,OFFICIAL,0.402787343269286,0.302124444730816,0.853357173380641,0.354042192595542,0.472003231277253
C:\learn\rd\jig\B0-B-v32-a0-p04-jig1-test-29.txt,legacy-root,P04,JIG1,6,6,OFFICIAL,0.404767658812861,0.304330022657418,0.851202418891578,0.357529555723904,0.475524563640154
C:\learn\rd\jig\B0-B-v32-a0-p04-jig1-test-29.txt,legacy-root,P04,JIG1,7,7,OFFICIAL,0.404158979659693,0.302374383658674,0.851484303352492,0.355114454216191,0.474652296076892
C:\learn\rd\jig\B0-B-v32-a0-p04-jig1-test-29.txt,legacy-root,P04,JIG1,8,8,OFFICIAL,0.40535391553387,0.302999298485501,0.850299737235753,0.356344104574846,0.47671885310895
C:\learn\rd\jig\B0-B-v32-a0-p04-jig1-test-29.txt,legacy-root,P04,JIG1,9,9,OFFICIAL,0.401776425875664,0.303319895601217,0.851354842896369,0.356279051129023,0.471925929861152
C:\learn\rd\jig\B0-B-v32-a0-p04-jig1-test-29.txt,legacy-root,P04,JIG1,10,10,OFFICIAL,0.401776440638378,0.298319240527489,0.851276868969998,0.350437385769028,0.471969173935746
C:\learn\rd\jig\B0-B-v32-a0-p04-jig1-test-29.txt,legacy-root,P04,JIG1,11,11,OFFICIAL,0.40599713098455,0.30049816477518,0.84952991622585,0.353722875481753,0.477907985616618
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-29.txt,legacy-root,P05,JIG1,1,1,PRECONDITION,0.451959281070617,0.209286324056285,0.853892295839923,0.245096864178196,0.529293077443745
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-29.txt,legacy-root,P05,JIG1,2,2,OFFICIAL,0.458984890330759,0.216478012733881,0.850681218116074,0.254476069441494,0.539549810853037
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-29.txt,legacy-root,P05,JIG1,3,3,OFFICIAL,0.45595863528303,0.213817731189688,0.849531674677888,0.251688945289485,0.536717639699442
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-29.txt,legacy-root,P05,JIG1,4,4,OFFICIAL,0.455417507021147,0.211739075309582,0.849225412566945,0.249332005585608,0.536273997788833
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-29.txt,legacy-root,P05,JIG1,5,5,OFFICIAL,0.45472638303521,0.215562906429151,0.850861450380059,0.253346659826772,0.534430585416808
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-29.txt,legacy-root,P05,JIG1,6,6,OFFICIAL,0.454981949928562,0.215441672692065,0.848892675739707,0.25379141421421,0.535971110284466
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-29.txt,legacy-root,P05,JIG1,7,7,OFFICIAL,0.4487947183169,0.214111199614046,0.849593393917591,0.252016083395788,0.528246478291747
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-29.txt,legacy-root,P05,JIG1,8,8,OFFICIAL,0.451676312304469,0.21246235210726,0.849132938893254,0.250210941509559,0.531926500099238
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-29.txt,legacy-root,P05,JIG1,9,9,OFFICIAL,0.449973967501805,0.213697167583885,0.849596685048722,0.251527779409391,0.529632442570089
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-29.txt,legacy-root,P05,JIG1,10,10,OFFICIAL,0.45827212799706,0.217007249384251,0.847941356902162,0.255922473432664,0.540452620062423
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-29.txt,legacy-root,P05,JIG1,11,11,OFFICIAL,0.456407486631464,0.21598137982671,0.850134779684105,0.254055456838226,0.536864856653738
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-33.txt,legacy-root,P05,JIG1,1,1,PRECONDITION,0.3633954066482,0.0509784746693397,0.849410690238681,0.0600162857086423,0.427820618252505
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-33.txt,legacy-root,P05,JIG1,2,2,OFFICIAL,0.223456946499628,0.0327506990159051,0.862016889375612,0.0379931059583154,0.259225717330766
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-33.txt,legacy-root,P05,JIG1,3,3,OFFICIAL,0.213001684375962,0.0637859829059374,0.859486100878069,0.0742140947256416,0.247824466455426
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-33.txt,legacy-root,P05,JIG1,4,4,OFFICIAL,0.19584704826782,0.0693572667040968,0.857209002906133,0.080910567281678,0.228470591890489
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-33.txt,legacy-root,P05,JIG1,5,5,OFFICIAL,0.212011169329531,0.075273588039457,0.854687627659169,0.0880714609682808,0.248056906954638
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-33.txt,legacy-root,P05,JIG1,6,6,OFFICIAL,0.212736758314889,0.0736627165470781,0.854623410424117,0.0861931883079614,0.248924562234161
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-33.txt,legacy-root,P05,JIG1,7,7,OFFICIAL,0.208754022730166,0.0713093435713513,0.854891402688954,0.083413335713819,0.244187767093641
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-33.txt,legacy-root,P05,JIG1,8,8,OFFICIAL,0.212454578694566,0.0729939858706498,0.854000071140057,0.0854730442506939,0.248775832548758
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-33.txt,legacy-root,P05,JIG1,9,9,OFFICIAL,0.191711227291989,0.0632294817851877,0.853204078943875,0.0741082741463863,0.224695629126967
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-33.txt,legacy-root,P05,JIG1,10,10,OFFICIAL,0.187453525853898,0.0675156326716983,0.855245866979784,0.0789429511189842,0.219180861423946
C:\learn\rd\jig\B0-B-v32-a0-p05-jig1-test-33.txt,legacy-root,P05,JIG1,11,11,OFFICIAL,0.197135879928077,0.0689189242163968,0.853269363307958,0.0807704192603514,0.231035928869894
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-31.txt,legacy-root,P05,JIG4,1,1,PRECONDITION,0.557083910974434,0.229449531201393,0.871281167386465,0.263347286490376,0.639384772478772
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-31.txt,legacy-root,P05,JIG4,2,2,OFFICIAL,0.54502082785217,0.220837340502386,0.864342687162806,0.255497436123723,0.630561044764773
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-31.txt,legacy-root,P05,JIG4,3,3,OFFICIAL,0.586992400204847,0.224392018297563,0.86218502095085,0.260259703943934,0.68081952938302
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-31.txt,legacy-root,P05,JIG4,4,4,OFFICIAL,0.584790345792361,0.175612033624617,0.860190942622,0.204154711382247,0.679837832295497
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-31.txt,legacy-root,P05,JIG4,5,5,OFFICIAL,0.577388208896426,0.177469483894311,0.858172660227793,0.206799274923538,0.672811236777416
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-31.txt,legacy-root,P05,JIG4,6,6,OFFICIAL,0.577547616577108,0.175668894882104,0.858978480581268,0.204509075434846,0.6723656408555
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-31.txt,legacy-root,P05,JIG4,7,7,OFFICIAL,0.59080096081234,0.166716887704867,0.861474220921943,0.193525103428455,0.685802252074437
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-31.txt,legacy-root,P05,JIG4,8,8,OFFICIAL,0.593135412010498,0.164439936240339,0.85916608290826,0.191394818198262,0.690361763354003
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-31.txt,legacy-root,P05,JIG4,9,9,OFFICIAL,0.598119940334276,0.16494254108958,0.856442576723129,0.192590309697906,0.698377166888139
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-31.txt,legacy-root,P05,JIG4,10,10,OFFICIAL,0.589629718551427,0.163824796504626,0.857388422862434,0.191074187773249,0.687704315604028
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-31.txt,legacy-root,P05,JIG4,11,11,OFFICIAL,0.59203451838738,0.165676614873043,0.858318012491961,0.193024744281007,0.689761265371237
C:\learn\rd\jig\B0-B-v32-a0-p05-jig4-test-33.txt,legacy-root,P05,JIG4,1,1,PRECONDITION,0.379296367916759,0.239556962739114,0.868115113492746,0.275950687893554,0.436919438472521
