Point,remount01_MeanAbsPositionErrorRaw_Primary,remount01_MeanAbsPositionErrorDeg_Primary,remount01_MeanAbsPositionErrorRaw_Sensitivity,remount01_SensitivitySweepCount,remount02_MeanAbsPositionErrorRaw_Primary,remount02_MeanAbsPositionErrorDeg_Primary,remount02_MeanAbsPositionErrorRaw_Sensitivity,remount02_SensitivitySweepCount,remount03_MeanAbsPositionErrorRaw_Primary,remount03_MeanAbsPositionErrorDeg_Primary,remount03_MeanAbsPositionErrorRaw_Sensitivity,remount03_SensitivitySweepCount
130,29.000000,0.159301758,29.000000,3,28.000000,0.153808594,28.000000,3,39.500000,0.216979980,40.000000,3
131,98.333333,0.540161133,98.333333,3,100.333333,0.551147461,100.333333,3,110.000000,0.604248047,111.000000,3
132,154.666667,0.849609375,154.666667,3,152.666667,0.838623047,152.666667,3,160.000000,0.878906250,158.666667,3
133,192.000000,1.054687500,192.000000,3,197.666667,1.085815430,197.666667,3,204.000000,1.120605469,203.666667,3
134,214.333333,1.177368164,214.333333,3,216.333333,1.188354492,216.333333,3,222.000000,1.219482422,224.666667,3
135,181.000000,0.994262695,181.000000,3,185.333333,1.018066406,185.333333,3,201.000000,1.104125977,198.333333,3
136,41.000000,0.225219727,41.000000,3,30.333333,0.166625977,30.333333,3,32.000000,0.175781250,31.666667,3
137,96.666667,0.531005859,96.666667,3,94.666667,0.520019531,94.666667,3,95.000000,0.521850586,94.666667,3
138,96.666667,0.531005859,96.666667,3,95.333333,0.523681641,95.333333,3,91.000000,0.499877930,90.000000,3
139,69.000000,0.379028320,69.000000,3,61.000000,0.335083008,61.000000,3,67.000000,0.368041992,66.333333,3
140,3.666667,0.020141602,3.666667,3,6.666667,0.036621094,6.666667,3,5.000000,0.027465820,3.333333,3
141,87.333333,0.479736328,87.333333,3,80.666667,0.443115234,80.666667,3,88.000000,0.483398438,88.666667,3
142,137.333333,0.754394531,137.333333,3,126.666667,0.695800781,126.666667,3,134.000000,0.736083984,135.000000,3
143,170.333333,0.935668945,170.333333,3,155.333333,0.853271484,155.333333,3,166.500000,0.914611816,167.333333,3
144,173.000000,0.950317383,173.000000,3,163.333333,0.897216797,163.333333,3,161.500000,0.887145996,164.333333,3
145,28.000000,0.153808594,28.000000,3,12.333333,0.067749023,12.333333,3,12.000000,0.065917969,8.666667,3
146,162.000000,0.889892578,162.000000,3,174.666667,0.959472656,174.666667,3,170.000000,0.933837891,169.333333,3
147,196.000000,1.076660156,196.000000,3,212.333333,1.166381836,212.333333,3,205.500000,1.128845215,205.333333,3
148,160.000000,0.878906250,160.000000,3,173.000000,0.950317383,173.000000,3,166.500000,0.914611816,166.000000,3
149,125.000000,0.686645508,125.000000,3,132.333333,0.726928711,132.333333,3,125.500000,0.689392090,125.333333,3
150,39.666667,0.217895508,39.666667,3,43.000000,0.236206055,43.000000,3,43.000000,0.236206055,42.000000,3
151,35.333333,0.194091797,35.333333,3,26.666667,0.146484375,26.666667,3,28.500000,0.156555176,31.333333,3
152,66.333333,0.364379883,66.333333,3,62.333333,0.342407227,62.333333,3,65.000000,0.357055664,67.000000,3
153,90.666667,0.498046875,90.666667,3,78.333333,0.430297852,78.333333,3,77.500000,0.425720215,81.333333,3
154,73.666667,0.404663086,73.666667,3,52.666667,0.289306641,52.666667,3,65.000000,0.357055664,68.666667,3
155,115.333333,0.633544922,115.333333,3,98.000000,0.538330078,98.000000,3,96.500000,0.530090332,100.000000,3
156,203.333333,1.116943359,203.333333,3,196.333333,1.078491211,196.333333,3,202.000000,1.109619141,197.333333,3
157,203.000000,1.115112305,203.000000,3,212.333333,1.166381836,212.333333,3,204.000000,1.120605469,203.333333,3
158,167.666667,0.921020508,167.666667,3,175.000000,0.961303711,175.000000,3,161.000000,0.884399414,163.666667,3
159,119.333333,0.655517578,119.333333,3,135.333333,0.743408203,135.333333,3,118.500000,0.650939941,117.000000,3
160,40.000000,0.219726562,40.000000,3,47.000000,0.258178711,47.000000,3,38.000000,0.208740234,35.000000,3
161,59.000000,0.324096680,59.000000,3,52.000000,0.285644531,52.000000,3,65.500000,0.359802246,68.000000,3
162,113.000000,0.620727539,113.000000,3,117.000000,0.642700195,117.000000,3,130.000000,0.714111328,130.000000,3
163,168.333333,0.924682617,168.333333,3,166.333333,0.913696289,166.333333,3,171.000000,0.939331055,172.666667,3
164,184.666667,1.014404297,184.666667,3,178.000000,0.977783203,178.000000,3,191.500000,1.051940918,193.333333,3
165,115.333333,0.633544922,115.333333,3,119.666667,0.657348633,119.666667,3,134.500000,0.738830566,137.000000,3
166,72.333333,0.397338867,72.333333,3,63.333333,0.347900391,63.333333,3,65.000000,0.357055664,63.333333,3
167,92.000000,0.505371094,92.000000,3,97.000000,0.532836914,97.000000,3,79.500000,0.436706543,80.000000,3
168,60.666667,0.333251953,60.666667,3,65.666667,0.360717773,65.666667,3,54.000000,0.296630859,49.666667,3
169,15.666667,0.086059570,15.666667,3,17.000000,0.093383789,17.000000,3,7.500000,0.041198730,5.000000,3
170,82.666667,0.454101562,82.666667,3,79.666667,0.437622070,79.666667,3,90.500000,0.497131348,91.666667,3
171,157.333333,0.864257812,157.333333,3,153.333333,0.842285156,153.333333,3,164.000000,0.900878906,162.000000,3
172,211.666667,1.162719727,211.666667,3,208.000000,1.142578125,208.000000,3,213.500000,1.172790527,211.333333,3
173,258.000000,1.417236328,258.000000,3,256.333333,1.408081055,256.333333,3,253.500000,1.392517090,259.000000,3
174,293.333333,1.611328125,293.333333,3,286.666667,1.574707031,286.666667,3,286.000000,1.571044922,289.666667,3
175,278.666667,1.530761719,278.666667,3,258.333333,1.419067383,258.333333,3,263.500000,1.447448730,271.000000,3
176,97.666667,0.536499023,97.666667,3,70.000000,0.384521484,70.000000,3,78.000000,0.428466797,77.666667,3
177,24.333333,0.133666992,24.333333,3,30.666667,0.168457031,30.666667,3,36.500000,0.200500488,32.666667,3
178,41.666667,0.228881836,41.666667,3,47.000000,0.258178711,47.000000,3,39.500000,0.216979980,36.666667,3
179,16.000000,0.087890625,16.000000,3,19.333333,0.106201172,19.333333,3,18.000000,0.098876953,16.333333,3
180,48.000000,0.263671875,48.000000,3,36.333333,0.199584961,36.333333,3,49.000000,0.269165039,50.000000,3
181,123.666667,0.679321289,123.666667,3,116.000000,0.637207031,116.000000,3,126.000000,0.692138672,128.333333,3
182,161.666667,0.888061523,161.666667,3,156.333333,0.858764648,156.333333,3,160.000000,0.878906250,163.333333,3
183,181.000000,0.994262695,181.000000,3,179.666667,0.986938477,179.666667,3,185.500000,1.018981934,187.333333,3
184,179.333333,0.985107422,179.333333,3,175.666667,0.964965820,175.666667,3,174.500000,0.958557129,177.000000,3
185,17.000000,0.093383789,17.000000,3,18.333333,0.100708008,18.333333,3,4.000000,0.021972656,3.000000,3
186,193.666667,1.063842773,193.666667,3,198.333333,1.089477539,198.333333,3,179.000000,0.983276367,179.000000,3
187,230.666667,1.267089844,230.666667,3,218.666667,1.201171875,218.666667,3,205.000000,1.126098633,205.333333,3
188,177.000000,0.972290039,177.000000,3,179.000000,0.983276367,179.000000,3,160.000000,0.878906250,160.000000,3
189,133.000000,0.730590820,133.000000,3,132.000000,0.725097656,132.000000,3,128.000000,0.703125000,126.000000,3
190,54.333333,0.298461914,54.333333,3,44.333333,0.243530273,44.333333,3,36.000000,0.197753906,37.000000,3
191,18.333333,0.100708008,18.333333,3,24.333333,0.133666992,24.333333,3,35.000000,0.192260742,34.333333,3
192,60.666667,0.333251953,60.666667,3,62.666667,0.344238281,62.666667,3,71.000000,0.390014648,72.666667,3
193,72.333333,0.397338867,72.333333,3,75.666667,0.415649414,75.666667,3,93.500000,0.513610840,92.666667,3
194,38.333333,0.210571289,38.333333,3,49.000000,0.269165039,49.000000,3,66.500000,0.365295410,65.666667,3
195,117.333333,0.644531250,117.333333,3,101.000000,0.554809570,101.000000,3,90.000000,0.494384766,85.666667,3
196,191.333333,1.051025391,191.333333,3,173.666667,0.953979492,173.666667,3,168.000000,0.922851562,166.333333,3
197,189.333333,1.040039062,189.333333,3,182.000000,0.999755859,182.000000,3,170.500000,0.936584473,170.333333,3
198,144.000000,0.791015625,144.000000,3,144.333333,0.792846680,144.333333,3,138.500000,0.760803223,137.000000,3
199,99.666667,0.547485352,99.666667,3,102.666667,0.563964844,102.666667,3,93.000000,0.510864258,92.333333,3
200,25.333333,0.139160156,25.333333,3,22.000000,0.120849609,22.000000,3,9.000000,0.049438477,6.666667,3
201,74.333333,0.408325195,74.333333,3,83.000000,0.455932617,83.000000,3,93.000000,0.510864258,95.000000,3
202,141.666667,0.778198242,141.666667,3,143.333333,0.787353516,143.333333,3,155.000000,0.851440430,156.333333,3
203,200.333333,1.100463867,200.333333,3,188.333333,1.034545898,188.333333,3,203.500000,1.117858887,204.000000,3
204,224.666667,1.234130859,224.666667,3,209.333333,1.149902344,209.333333,3,228.500000,1.255187988,229.000000,3
205,205.666667,1.129760742,205.666667,3,179.666667,0.986938477,179.666667,3,200.000000,1.098632812,200.333333,3
206,4.333333,0.023803711,4.333333,3,16.666667,0.091552734,16.666667,3,11.000000,0.060424805,10.666667,3
207,56.000000,0.307617188,56.000000,3,58.333333,0.320434570,58.333333,3,58.000000,0.318603516,54.333333,3
208,44.333333,0.243530273,44.333333,3,57.000000,0.313110352,57.000000,3,40.500000,0.222473145,38.666667,3
209,4.666667,0.025634766,4.666667,3,17.000000,0.093383789,17.000000,3,2.500000,0.013732910,2.666667,3
210,85.333333,0.468750000,85.333333,3,72.000000,0.395507812,72.000000,3,87.000000,0.477905273,86.000000,3
211,152.666667,0.838623047,152.666667,3,141.666667,0.778198242,141.666667,3,154.500000,0.848693848,154.666667,3
212,204.333333,1.122436523,204.333333,3,187.333333,1.029052734,187.333333,3,205.500000,1.128845215,205.333333,3
213,242.666667,1.333007812,242.666667,3,226.666667,1.245117188,226.666667,3,248.500000,1.365051270,247.666667,3
214,262.333333,1.441040039,262.333333,3,252.666667,1.387939453,252.666667,3,268.000000,1.472167969,267.666667,3
215,214.333333,1.177368164,214.333333,3,212.000000,1.164550781,212.000000,3,221.000000,1.213989258,225.666667,3
216,18.000000,0.098876953,18.000000,3,25.666667,0.140991211,25.666667,3,15.000000,0.082397461,15.000000,3
217,73.333333,0.402832031,73.333333,3,77.666667,0.426635742,77.666667,3,61.500000,0.337829590,60.000000,3
218,78.666667,0.432128906,78.666667,3,78.000000,0.428466797,78.000000,3,65.000000,0.357055664,62.000000,3
219,50.333333,0.276489258,50.333333,3,47.333333,0.260009766,47.333333,3,33.000000,0.181274414,30.666667,3
220,17.000000,0.093383789,17.000000,3,17.000000,0.093383789,17.000000,3,36.500000,0.200500488,37.000000,3
221,100.666667,0.552978516,100.666667,3,90.666667,0.498046875,90.666667,3,123.000000,0.675659180,122.000000,3
222,137.333333,0.754394531,137.333333,3,133.666667,0.734252930,133.666667,3,155.500000,0.854187012,158.666667,3
223,160.666667,0.882568359,160.666667,3,163.000000,0.895385742,163.000000,3,176.500000,0.969543457,180.000000,3
224,148.666667,0.816650391,148.666667,3,157.666667,0.866088867,157.666667,3,167.000000,0.917358398,170.000000,3
225,57.000000,0.313110352,57.000000,3,33.000000,0.181274414,33.000000,3,12.500000,0.068664551,12.333333,3
226,185.333333,1.018066406,185.333333,3,188.666667,1.036376953,188.666667,3,164.500000,0.903625488,160.666667,3
227,204.000000,1.120605469,204.000000,3,208.333333,1.144409180,208.333333,3,185.500000,1.018981934,180.000000,3
228,157.666667,0.866088867,157.666667,3,153.000000,0.840454102,153.000000,3,144.000000,0.791015625,140.000000,3
229,108.000000,0.593261719,108.000000,3,106.000000,0.582275391,106.000000,3,93.000000,0.510864258,91.666667,3
230,18.333333,0.100708008,18.333333,3,17.333333,0.095214844,17.333333,3,4.000000,0.021972656,3.000000,3
231,65.333333,0.358886719,65.333333,3,60.333333,0.331420898,60.333333,3,86.000000,0.472412109,87.000000,3
232,111.333333,0.611572266,111.333333,3,101.666667,0.558471680,101.666667,3,125.000000,0.686645508,126.000000,3
233,137.666667,0.756225586,137.666667,3,130.333333,0.715942383,130.333333,3,154.000000,0.845947266,153.666667,3
234,147.666667,0.811157227,147.666667,3,131.000000,0.719604492,131.000000,3,156.500000,0.859680176,156.000000,3
235,11.333333,0.062255859,11.333333,3,5.000000,0.027465820,5.000000,3,14.500000,0.079650879,17.666667,3
236,93.333333,0.512695312,93.333333,3,102.666667,0.563964844,102.666667,3,87.500000,0.480651855,87.666667,3
237,113.000000,0.620727539,113.000000,3,123.333333,0.677490234,123.333333,3,106.500000,0.585021973,105.666667,3
238,83.666667,0.459594727,83.666667,3,87.666667,0.481567383,87.666667,3,72.500000,0.398254395,70.333333,3
239,41.333333,0.227050781,41.333333,3,46.333333,0.254516602,46.333333,3,29.500000,0.162048340,28.666667,3
240,37.333333,0.205078125,37.333333,3,30.666667,0.168457031,30.666667,3,48.000000,0.263671875,48.000000,3
241,126.333333,0.693969727,126.333333,3,123.000000,0.675659180,123.000000,3,144.000000,0.791015625,145.000000,3
242,184.000000,1.010742188,184.000000,3,180.666667,0.992431641,180.666667,3,197.500000,1.084899902,197.000000,3
243,215.666667,1.184692383,215.666667,3,212.666667,1.168212891,212.666667,3,236.500000,1.299133301,239.666667,3
244,241.000000,1.323852539,241.000000,3,238.000000,1.307373047,238.000000,3,253.000000,1.389770508,257.000000,3
245,186.000000,1.021728516,186.000000,3,172.333333,0.946655273,172.333333,3,194.000000,1.065673828,199.000000,3
246,26.666667,0.146484375,26.666667,3,24.333333,0.133666992,24.333333,3,8.500000,0.046691895,6.333333,3
247,61.666667,0.338745117,61.666667,3,55.666667,0.305786133,55.666667,3,40.000000,0.219726562,39.000000,3
248,49.000000,0.269165039,49.000000,3,39.333333,0.216064453,39.333333,3,26.000000,0.142822266,24.000000,3
249,2.666667,0.014648438,2.666667,3,12.333333,0.067749023,12.333333,3,19.000000,0.104370117,21.000000,3
250,85.333333,0.468750000,85.333333,3,92.000000,0.505371094,92.000000,3,105.500000,0.579528809,107.666667,3
251,157.000000,0.862426758,157.000000,3,157.666667,0.866088867,157.666667,3,173.500000,0.953063965,173.666667,3
252,205.666667,1.129760742,205.666667,3,203.333333,1.116943359,203.333333,3,218.500000,1.200256348,221.666667,3
253,248.333333,1.364135742,248.333333,3,240.666667,1.322021484,240.666667,3,266.000000,1.461181641,266.333333,3
254,268.666667,1.475830078,268.666667,3,274.333333,1.506958008,274.333333,3,291.500000,1.601257324,293.333333,3
255,219.666667,1.206665039,219.666667,3,237.666667,1.305541992,237.666667,3,237.500000,1.304626465,237.666667,3
256,9.000000,0.049438477,9.000000,3,32.333333,0.177612305,32.333333,3,45.500000,0.249938965,49.333333,3
257,50.666667,0.278320312,50.666667,3,32.000000,0.175781250,32.000000,3,20.000000,0.109863281,20.666667,3
258,45.000000,0.247192383,45.000000,3,35.666667,0.195922852,35.666667,3,24.500000,0.134582520,23.333333,3
259,9.333333,0.051269531,9.333333,3,8.333333,0.045776367,8.333333,3,3.000000,0.016479492,5.666667,3
260,59.333333,0.325927734,59.333333,3,57.333333,0.314941406,57.333333,3,70.000000,0.384521484,71.666667,3
261,145.000000,0.796508789,145.000000,3,143.666667,0.789184570,143.666667,3,157.500000,0.865173340,157.666667,3
262,189.333333,1.040039062,189.333333,3,178.000000,0.977783203,178.000000,3,191.500000,1.051940918,193.333333,3
263,221.666667,1.217651367,221.666667,3,217.333333,1.193847656,217.333333,3,228.500000,1.255187988,227.666667,3
264,234.000000,1.285400391,234.000000,3,214.000000,1.175537109,214.000000,3,239.000000,1.312866211,241.000000,3
265,107.666667,0.591430664,107.666667,3,94.666667,0.520019531,94.666667,3,92.500000,0.508117676,96.666667,3
266,106.000000,0.582275391,106.000000,3,120.333333,0.661010742,120.333333,3,106.000000,0.582275391,105.333333,3
267,126.666667,0.695800781,126.666667,3,146.333333,0.803833008,146.333333,3,123.000000,0.675659180,120.333333,3
268,99.000000,0.543823242,99.000000,3,103.666667,0.569458008,103.666667,3,90.500000,0.497131348,91.666667,3
269,65.666667,0.360717773,65.666667,3,59.333333,0.325927734,59.333333,3,50.000000,0.274658203,49.666667,3
270,22.333333,0.122680664,22.333333,3,32.333333,0.177612305,32.333333,3,32.500000,0.178527832,33.333333,3
271,99.666667,0.547485352,99.666667,3,94.666667,0.520019531,94.666667,3,106.000000,0.582275391,105.333333,3
