point_index,sweep_angle_deg,a1_raw_mean_error_deg,a1_raw_pointwise_sd_deg,a1_centered_mean_error_deg,a1_centered_pointwise_sd_deg,a1_top_selection_rate,a1_bottom_selection_rate,b_raw_mean_error_deg,b_raw_pointwise_sd_deg,b_centered_mean_error_deg,b_centered_pointwise_sd_deg,b_top_selection_rate,b_bottom_selection_rate,a2_raw_mean_error_deg,a2_raw_pointwise_sd_deg,a2_centered_mean_error_deg,a2_centered_pointwise_sd_deg,a2_top_selection_rate,a2_bottom_selection_rate,a_average_raw_mean_error_deg,a_average_centered_mean_error_deg,b_minus_a_raw_error_deg,b_minus_a_centered_error_deg,b_aligned_source_index,b_aligned_source_angle_deg,b_aligned_centered_mean_error_deg,b_minus_a_aligned_centered_error_deg
30,30.0,-0.09883,0.012685495654486671,-0.05944152777777778,0.0038072593284587124,0.0,0.0,-0.09329666666666665,0.005007996938231221,-0.07834261111111111,0.00593385367594541,0.0,0.0,-0.09883,0.012685495654486671,-0.05944152777777778,0.0038072593284587124,0.0,0.0,-0.09883,-0.05944152777777778,0.005533333333333348,-0.018901083333333332,30,30.0,-0.07834261111111111,-0.018901083333333332
31,31.0,0.063345,0.03970404576362464,0.10273347222222222,0.03082580943759668,0.0,0.0,0.09355333333333334,0.014147545134521867,0.10850738888888889,0.012490506950959808,0.3333333333333333,0.0,0.063345,0.03970404576362464,0.10273347222222222,0.03082580943759668,0.0,0.0,0.063345,0.10273347222222222,0.030208333333333337,0.00577391666666667,31,31.0,0.10850738888888889,0.00577391666666667
32,32.0,0.08999499999999999,0.006866006845321384,0.1293834722222222,0.015744243171349342,0.0,0.0,0.08279666666666667,0.006314082144962428,0.09775072222222221,0.007501413533667263,0.0,0.0,0.08999499999999999,0.006866006845321384,0.1293834722222222,0.015744243171349342,0.0,0.0,0.08999499999999999,0.1293834722222222,-0.0071983333333333205,-0.03163275,32,32.0,0.09775072222222221,-0.03163275
33,33.0,0.074765,0.02182838633522872,0.11415347222222222,0.01295015000920076,0.0,0.0,0.09495666666666668,0.01519308175892348,0.10991072222222222,0.017078681805845226,0.6666666666666666,0.0,0.074765,0.02182838633522872,0.11415347222222222,0.01295015000920076,0.0,0.0,0.074765,0.11415347222222222,0.020191666666666677,-0.0042427500000000035,33,33.0,0.10991072222222222,-0.0042427500000000035
34,34.0,0.07471,0.00914996174855393,0.11409847222222222,0.0180281980745819,0.0,0.0,0.06316333333333334,0.01130771565495584,0.07811738888888889,0.009881015804886649,0.0,0.0,0.07471,0.00914996174855393,0.11409847222222222,0.0180281980745819,0.0,0.0,0.07471,0.11409847222222222,-0.011546666666666663,-0.03598108333333333,34,34.0,0.07811738888888889,-0.03598108333333333
35,35.0,-0.08535000000000001,0.024239620459074844,-0.04596152777777779,0.0331178567851028,0.0,0.0,-0.07964666666666667,0.007649995642700283,-0.06469261111111112,0.009439139408911399,0.0,0.0,-0.08535000000000001,0.024239620459074844,-0.04596152777777779,0.0331178567851028,0.0,0.0,-0.08535000000000001,-0.04596152777777779,0.005703333333333338,-0.01873108333333333,35,35.0,-0.06469261111111112,-0.01873108333333333
36,36.0,-0.097305,0.008308504678941932,-0.05791652777777778,0.017186741004969894,0.0,0.0,-0.0692,0.016653696286410412,-0.054245944444444444,0.015292926324240296,0.0,0.0,-0.097305,0.008308504678941932,-0.05791652777777778,0.017186741004969894,0.0,0.0,-0.097305,-0.05791652777777778,0.028105000000000005,0.003670583333333338,36,36.0,-0.054245944444444444,0.003670583333333338
37,37.0,-0.06415,0.00466690475583121,-0.024761527777777778,0.013545141081859169,0.0,0.0,-0.08139333333333333,0.012413224131277628,-0.06643927777777776,0.010756866644292205,0.0,0.0,-0.06415,0.00466690475583121,-0.024761527777777778,0.013545141081859169,0.0,0.0,-0.06415,-0.024761527777777778,-0.017243333333333333,-0.041677749999999986,37,37.0,-0.06643927777777776,-0.041677749999999986
38,38.0,-0.133855,0.03489571965155613,-0.09446652777777778,0.026017483325528157,0.0,0.0,-0.16305,0.01800910603000604,-0.14809594444444443,0.017381874227762467,0.0,0.0,-0.133855,0.03489571965155613,-0.09446652777777778,0.026017483325528157,0.0,0.0,-0.133855,-0.09446652777777778,-0.029195,-0.05362941666666665,38,38.0,-0.14809594444444443,-0.05362941666666665
39,39.0,-0.30227499999999996,0.04381940723013037,-0.26288652777777777,0.03494117090410242,0.0,0.0,-0.08339999999999999,0.002835189588016997,-0.06844594444444445,0.00436490861591725,0.0,0.0,-0.30227499999999996,0.04381940723013037,-0.26288652777777777,0.03494117090410242,0.0,0.0,-0.30227499999999996,-0.26288652777777777,0.218875,0.1944405833333333,39,39.0,-0.06844594444444445,0.1944405833333333
