leg,motor_id,jig_id,eligible_runs,analysis_points,nl_mean_deg,nl_sd_deg,top_mean_deg,top_sd_deg,bottom_mean_deg,bottom_sd_deg,closure_mean_deg,closure_sd_deg,closure_max_abs_deg,centered_pointwise_sd_mean_deg,centered_pointwise_sd_max_deg,centered_pointwise_sd_max_angle_deg
A1,p05,JIG1,3,360,3.2265493333333333,0.011699283795743027,1.8496206666666666,0.012787508957311984,-1.376928666666667,0.024425443892247645,-0.09706666666666668,0.013825636814748658,0.10785,0.011036557628363176,0.051927143276627494,135.0
B,p05,JIG1,3,360,3.2409673333333333,0.007258866394508917,1.83604,0.011544926331510419,-1.4049273333333332,0.010289075825035713,-0.10894666666666668,0.008004607006801353,0.11816,0.009355151433443324,0.041122411498558664,175.0
A2,p05,JIG1,3,360,3.228575333333333,0.010768836953605233,1.8197053333333333,0.0042041666633629475,-1.40887,0.012275718960614917,-0.09608666666666667,0.00954968236819075,0.10217,0.009509091734378685,0.055436451705750664,325.0
