leg,source_file,test_id,sweep_id,run_order,motor_id,jig_id,analysis_points,robust_nl_deg,top_tail_mean_deg,bottom_tail_mean_deg,rms_ac_deg,raw_p2p_deg,closure_error_deg,h1_amplitude_deg,h2_amplitude_deg,h4_amplitude_deg,h8_amplitude_deg,h9_amplitude_deg,h18_amplitude_deg,h36_amplitude_deg
A1,S1-P05-JIG1-remount01.txt,2,2,1,p05,JIG1,360,3.2221919999999997,1.85631,-1.365882,0.7649158278026731,3.33606,-0.08148,0.500682758987024,0.1685480371900119,0.05679981022404864,0.0144847946564501,0.27716006668193127,0.10036236153153838,0.8574537547620916
A1,S1-P05-JIG1-remount01.txt,3,3,2,p05,JIG1,360,3.239802,1.834876,-1.4049260000000001,0.7655522563731316,3.34741,-0.10785,0.5018973049448632,0.1702871278219205,0.05959584521275885,0.014369407951101202,0.27894331480919515,0.10147175889491968,0.856698946240713
A1,S1-P05-JIG1-remount01.txt,4,4,3,p05,JIG1,360,3.217654,1.857676,-1.359978,0.7640002523833688,3.31579,-0.10187,0.49500267653821767,0.17235342792990194,0.06541114663060114,0.01369028161271452,0.27792799195964474,0.10217408082434253,0.8557046412523113
B,S1-P05-JIG1-remount02.txt,2,2,1,p05,JIG1,360,3.247438,1.848402,-1.399036,0.7667311346458228,3.3888499999999997,-0.10498,0.5148759840299192,0.16740508127723513,0.059302667564937774,0.01631919577936821,0.2761286112346821,0.1017833891934849,0.8527613380556285
B,S1-P05-JIG1-remount02.txt,3,3,2,p05,JIG1,360,3.233118,1.83418,-1.398938,0.7654701067147966,3.37714,-0.1037,0.5113726748902722,0.16438838267338599,0.05946444714737925,0.01508209937170677,0.2758657733741985,0.10149423407110311,0.853296218945436
B,S1-P05-JIG1-remount02.txt,4,4,3,p05,JIG1,360,3.242346,1.8255379999999999,-1.416808,0.7661020577166856,3.33917,-0.11816,0.5126618640298152,0.1684646025710942,0.058500001988376266,0.015580178677852226,0.27845164731471717,0.10260518629832027,0.8523176295081449
A2,S1-P05-JIG1-remount03.txt,2,2,1,p05,JIG1,360,3.218272,1.823132,-1.39514,0.7626800240856799,3.3220799999999997,-0.08508,0.5043464688269047,0.16620688448050916,0.059491931930899966,0.014257227432901112,0.27718419316826176,0.1020386030188254,0.8516414253231784
A2,S1-P05-JIG1-remount03.txt,3,3,2,p05,JIG1,360,3.227698,1.8150140000000001,-1.412684,0.7637209905856218,3.3338,-0.10217,0.5078204360564719,0.16446101757311313,0.058851255914536126,0.013825298512121095,0.27866998678745897,0.10216117267355847,0.8515889318443858
A2,S1-P05-JIG1-remount03.txt,4,4,3,p05,JIG1,360,3.239756,1.8209699999999998,-1.418786,0.7659829052640525,3.3493,-0.10101,0.5129265348246347,0.16514841083221526,0.05733357686320064,0.013766957831012158,0.27760973172035436,0.10205807291413466,0.8524410203942537
