MechanicalAngleDeg,MeasuredErrorDeg,H36FitDeg,ElectricalFamilyFitDeg,Extended12OrderFitDeg,ElectricalFamilyResidualDeg
191.0,-0.23694,0.002484363670011147,-0.02212601952533101,-0.15438353939187816,-0.214813980474669
192.0,-0.00433,0.40759282388546136,0.20094156960918466,0.06645265033058709,-0.20527156960918466
193.0,0.23291,0.5056130710006349,0.44230764144971824,0.29248615946922984,-0.20939764144971823
194.0,0.34235,0.25910470220318715,0.5561471638339386,0.3962968917241253,-0.2137971638339386
195.0,-0.20782,-0.23777446413753706,-0.11073374425639501,-0.2626707682845371,-0.097086255743605
196.0,-1.1767,-0.7952334747811134,-1.0692070195253331,-1.195330854443342,-0.10749298047466693
197.0,-1.35254,-1.200341934996574,-1.3425927081685904,-1.4369310496802987,-0.009947291831409633
198.0,-1.19397,-1.2983621821117457,-1.1521061363280558,-1.2246970803834056,-0.04186386367194417
199.0,-0.98816,-1.0518538133143052,-0.9487279472771654,-1.019661075113269,-0.039432052722834676
200.0,-0.57574,-0.554974646973571,-0.5176483553675156,-0.6048269394265141,-0.058091644632484396
201.0,-0.07465,0.002484363670005152,-0.022126019525335064,-0.1302117491887574,-0.05252398047466493
202.0,0.20313,0.40759282388546425,0.20094156960919676,0.08370521376270282,0.002188430390803242
203.0,0.42407,0.5056130710006358,0.44230764144971957,0.33744877297137976,-0.018237641449719566
204.0,0.49237,0.2591047022032007,0.5561471638339551,0.48246045694346673,-0.06377716383395515
205.0,-0.14807,-0.23777446413755596,-0.11073374425642735,-0.14802932461739982,-0.03733625574357266
206.0,-1.12299,-0.7952334747811074,-1.0692070195253254,-1.0810476773849336,-0.05378298047467456
207.0,-1.28479,-1.2003419349965707,-1.3425927081685827,-1.3486680696448323,0.05780270816858257
208.0,-1.13788,-1.2983621821117466,-1.152106136328063,-1.1677383645848047,0.01422613632806291
209.0,-0.88678,-1.0518538133143007,-0.9487279472771645,-0.9738426494035534,0.06194794727716446
210.0,-0.41199,-0.5549746469735903,-0.5176483553675213,-0.5346400118808758,0.10565835536752127
211.0,0.01685,0.002484363670010814,-0.022126019525330914,-0.0043903384981979765,0.03897601952533092
212.0,0.26263,0.40759282388546725,0.20094156960919524,0.2741936145459986,0.06168843039080474
213.0,0.52679,0.5056130710006331,0.4423076414497208,0.5730528664165715,0.08448235855027919
214.0,0.6908,0.2591047022031965,0.5561471638339506,0.7235733413525577,0.1346528361660494
215.0,0.25372,-0.2377744641375366,-0.11073374425639917,0.057018854205652315,0.3644537442563992
216.0,-0.88464,-0.7952334747811131,-1.0692070195253325,-0.9385718475766242,0.1845670195253325
217.0,-1.21179,-1.2003419349965738,-1.3425927081685922,-1.273828662650531,0.1308027081685923
218.0,-1.12543,-1.2983621821117457,-1.152106136328059,-1.1513622246483481,0.026676136328058986
219.0,-1.00385,-1.0518538133142963,-0.948727947277159,-1.0079155247786227,-0.055122052722840875
220.0,-0.63043,-0.5549746469735587,-0.5176483553675102,-0.625481720411082,-0.11278164463248985
221.0,-0.15796,0.0024843636699931615,-0.022126019525343182,-0.17449184810325094,-0.1358339804746568
222.0,0.1087,0.4075928238854579,0.20094156960918935,-0.0020851371031447644,-0.09224156960918935
223.0,0.29504,0.5056130710006358,0.44230764144971446,0.17841402658265598,-0.14726764144971444
224.0,0.26514,0.25910470220319215,0.5561471638339415,0.22858174018535954,-0.2910071638339415
225.0,-0.68378,-0.23777446413754277,-0.11073374425641358,-0.488003926188456,-0.5730462557435865
226.0,-1.45642,-0.7952334747811187,-1.0692070195253403,-1.464638384928414,-0.3872129804746598
227.0,-1.57355,-1.2003419349965767,-1.342592708168588,-1.7163742155510346,-0.230957291831412
228.0,-1.34039,-1.2983621821117448,-1.1521061363280545,-1.4711362312419654,-0.1882838636719455
229.0,-1.03406,-1.05185381331431,-0.9487279472771777,-1.1992700286682998,-0.0853320527228223
230.0,-0.56714,-0.554974646973578,-0.5176483553675159,-0.7087061294499178,-0.04949164463248412
