Group,Order,PeriodMechanicalDeg,AmplitudeMeanDeg,AmplitudeSDDeg,EnergyRatioMean,PhaseCircularMeanDeg,PhaseCoherence
ALL,1,360.0,0.2383119646592458,0.038625285204798764,0.05261903124228022,-30.255989258084742,0.9555229867891166
ALL,2,180.0,0.23439465220336872,0.03369890677687745,0.04948057986220915,-27.937426471752186,0.4937913064045883
ALL,3,120.0,0.03925612048352077,0.029382267101484772,0.0022417904803056924,2.2124071344798715,0.6378729898222328
ALL,4,90.0,0.028754707437843346,0.010201575570412248,0.000808114526563714,63.71965476183043,0.55023140746422
ALL,5,72.0,0.03631603197644041,0.007541382846711942,0.001243167042703185,-28.596151759701723,0.7097179558653746
ALL,6,60.0,0.03553308972304361,0.018715112159887904,0.0014997483048041801,-114.44297160624974,0.053912008937402695
ALL,7,51.42857142857143,0.04149764016273923,0.021044896167025803,0.002008047509803466,-8.528278618925176,0.7202519715714779
ALL,8,45.0,0.03069940028247803,0.01617759435344914,0.001116764188466746,-14.892102408083689,0.3975448565052048
ALL,9,40.0,0.2928460812618296,0.11764417257793675,0.08484334185229567,55.27317745332567,0.5909121027260018
ALL,10,36.0,0.03131354704102273,0.0026138262146877004,0.0008850037065354234,-16.030425709568252,0.2853481360228513
ALL,11,32.72727272727273,0.03934052513686863,0.003846345977699302,0.0014067493910306307,-43.881290044161,0.2147630976254266
ALL,12,30.0,0.02756333219390735,0.005135449085327931,0.0006966331352350433,-113.27471754446672,0.37625878000297336
ALL,13,27.692307692307693,0.029479456995569957,0.006646564484774772,0.0008179579730013627,15.262198456613204,0.27532897011336477
ALL,14,25.714285714285715,0.024189931649294543,0.00897436610221813,0.0005850468226559747,42.605666371910274,0.3652075100875574
ALL,15,24.0,0.019636259355136517,0.006652124982330229,0.0003745597505201884,85.56380872593714,0.5878101981705698
ALL,16,22.5,0.0204607852117451,0.011098983728370381,0.0004642642885449758,80.48097367842739,0.63762911579442
ALL,17,21.176470588235293,0.01423149883758013,0.00479173771326693,0.00020040809970952724,66.37650900195084,0.7912444015330822
ALL,18,20.0,0.13655863516602257,0.06710513532944164,0.021109432742304993,-17.363358393922177,0.3699110488335989
ALL,19,18.94736842105263,0.013065302088997036,0.0036373895171162157,0.0001663396476043805,79.45985918808117,0.6768677640982177
ALL,20,18.0,0.01198104338132952,0.00455024084837719,0.00014250333244709604,98.08634216493391,0.6209038566839294
ALL,21,17.142857142857142,0.007996774457795452,0.0018701374424895706,5.93352200160992e-05,88.24987481403996,0.5609658443360903
ALL,22,16.363636363636363,0.012753354385810416,0.006733350670168646,0.0001761282873686264,102.68977376353585,0.9661196469921657
ALL,23,15.652173913043478,0.009650006986633927,0.00518656698530411,0.00010274795683974835,107.55123147915316,0.7566663072208837
ALL,24,15.0,0.014106813198473924,0.005513396418576479,0.0002101799089257739,129.9653042265088,0.6163904801021629
ALL,25,14.4,0.00601070784533276,0.003273775716753928,4.311815209076369e-05,36.21738532463273,0.5800577754532865
ALL,26,13.846153846153847,0.008352137915261048,0.002328502718160034,6.545547802813696e-05,96.02050560415917,0.7590807568388284
ALL,27,13.333333333333334,0.07568653229205365,0.032921683904265836,0.005783835095168953,126.60379757072376,0.7426102918321725
ALL,28,12.857142857142858,0.00869927389809719,0.0018415300175490257,6.941529720392034e-05,33.85407999925625,0.8970869531701449
ALL,29,12.413793103448276,0.010062137310901711,0.0037996879701540907,0.00010288746247480776,113.21458353489294,0.8664200193704357
ALL,30,12.0,0.006334822168345805,0.0026713192057573063,4.1716322288114394e-05,122.09584608348233,0.5213913107595584
ALL,31,11.612903225806452,0.007397785659623994,0.002929909126072621,5.4837967615298254e-05,80.62615364066684,0.8950397765345648
ALL,32,11.25,0.006366776916086626,0.003176338196601954,4.5354559687067376e-05,93.4542646659842,0.5458078324800654
ALL,33,10.909090909090908,0.005411073210097672,0.002551398864576423,3.212815828651591e-05,89.04867812864433,0.7573706627233864
ALL,34,10.588235294117647,0.010337016703881086,0.0038122607970423003,0.00010448405814344458,89.5069436545667,0.5458379980567762
ALL,35,10.285714285714286,0.009857476804986196,0.003968280298458779,0.00010303263625032269,57.76260119177652,0.8814110946926685
ALL,36,10.0,0.8907375509617749,0.022902718715753508,0.7069517434014709,97.13950377747467,0.9995981074033358
