leg,source_file,test_id,sweep_id,run_order,motor_id,jig_id,analysis_points,robust_nl_deg,top_tail_mean_deg,bottom_tail_mean_deg,rms_ac_deg,raw_p2p_deg,closure_error_deg,h1_amplitude_deg,h2_amplitude_deg,h4_amplitude_deg,h8_amplitude_deg,h9_amplitude_deg,h18_amplitude_deg,h36_amplitude_deg
A1,captured-logs\S2-P03-JIG7-remount01-test-2-v5-4a.txt,2,2,1,UNKNOWN,JIG7,360,0.515644,0.10906400000000001,-0.40657999999999994,0.12045059168196837,0.5316299999999999,-0.10239,0.019044867200148443,0.003477491839337161,0.005172114894375509,0.002235061974885191,0.027998632497636386,0.026271975731289227,0.14047493181626766
A1,captured-logs\S2-P03-JIG7-remount01-test-2-v5-4a.txt,3,3,2,UNKNOWN,JIG7,360,0.54414,0.10902799999999999,-0.435112,0.1270397133746198,0.60443,-0.08917,0.026193773005306915,0.007925311596596252,0.004936288465850978,0.00146663352792443,0.030011746381279233,0.025363077262151812,0.14765302139210354
A1,captured-logs\S2-P03-JIG7-remount01-test-2-v5-4a.txt,4,4,3,UNKNOWN,JIG7,360,0.542142,0.10611,-0.436032,0.1240451335099167,0.6430800000000001,-0.10352,0.023001584058949375,0.00392103267517858,0.004928834332058551,0.0009389007652205339,0.028405391941341424,0.02801699582903417,0.14330676362871775
B,captured-logs\S2-P03-JIG7-remount01-test-1-v5-5.txt,2,2,1,UNKNOWN,JIG7,360,0.44979800000000003,0.105766,-0.344032,0.09208749468555538,0.54628,-0.09454,0.014858082747597725,0.003439883762175639,0.004166182304622813,0.008817956568516411,0.017251473181316507,0.017217228937894718,0.11049916594027738
B,captured-logs\S2-P03-JIG7-remount01-test-1-v5-5.txt,3,3,2,UNKNOWN,JIG7,360,0.33751600000000004,0.10588,-0.231636,0.0860485007971208,0.44943,-0.09033,0.016424601953594745,0.002755365627531049,0.0033763456723114493,0.006768602904247751,0.015475391870651382,0.0135361968655562,0.1043878673539063
A2,captured-logs\S2-P03-JIG7-remount01-test-2-v5-4a.txt,2,2,1,UNKNOWN,JIG7,360,0.515644,0.10906400000000001,-0.40657999999999994,0.12045059168196837,0.5316299999999999,-0.10239,0.019044867200148443,0.003477491839337161,0.005172114894375509,0.002235061974885191,0.027998632497636386,0.026271975731289227,0.14047493181626766
A2,captured-logs\S2-P03-JIG7-remount01-test-2-v5-4a.txt,3,3,2,UNKNOWN,JIG7,360,0.54414,0.10902799999999999,-0.435112,0.1270397133746198,0.60443,-0.08917,0.026193773005306915,0.007925311596596252,0.004936288465850978,0.00146663352792443,0.030011746381279233,0.025363077262151812,0.14765302139210354
A2,captured-logs\S2-P03-JIG7-remount01-test-2-v5-4a.txt,4,4,3,UNKNOWN,JIG7,360,0.542142,0.10611,-0.436032,0.1240451335099167,0.6430800000000001,-0.10352,0.023001584058949375,0.00392103267517858,0.004928834332058551,0.0009389007652205339,0.028405391941341424,0.02801699582903417,0.14330676362871775
