leg,motor_id,jig_id,eligible_runs,analysis_points,nl_mean_deg,nl_sd_deg,top_mean_deg,top_sd_deg,bottom_mean_deg,bottom_sd_deg,closure_mean_deg,closure_sd_deg,closure_max_abs_deg,centered_pointwise_sd_mean_deg,centered_pointwise_sd_max_deg,centered_pointwise_sd_max_angle_deg
A1,UNKNOWN,JIG7,3,360,0.5339753333333334,0.015906801606021658,0.10806733333333333,0.0016951959572077016,-0.42590799999999995,0.0167448585541951,-0.09836,0.00797880316839562,0.10352,0.015482494035465151,0.2056382931835488,38.0
B,UNKNOWN,JIG7,2,360,0.39365700000000003,0.07939536360518792,0.105823,8.061017305526854e-05,-0.28783400000000003,0.0794759737782432,-0.09243499999999999,0.0029769195487953687,0.09454,0.013000949084144002,0.13437878875709686,107.0
A2,UNKNOWN,JIG7,3,360,0.5339753333333334,0.015906801606021658,0.10806733333333333,0.0016951959572077016,-0.42590799999999995,0.0167448585541951,-0.09836,0.00797880316839562,0.10352,0.015482494035465151,0.2056382931835488,38.0
