Group,XMetric,YMetric,n,slope,intercept,pearson_r,r2,residual_sd,slope_se,slope_ci95_low,slope_ci95_high
ALL,ShadowP2P_Deg,NL_RobustP2P_Deg,10,0.971536388815657,-0.12473718389443667,0.9964462187508424,0.9929050668628518,0.01802839527627173,0.029035838238792574,0.9045797458370013,1.0384930317943126
ALL,RMS_AC_Deg,NL_RobustP2P_Deg,10,5.902466208380245,-1.2287674038630154,0.990057934854633,0.980214714368621,0.030106070907862544,0.2964825035965345,5.218777555086636,6.586154861673854
ALL,A36_Deg,NL_RobustP2P_Deg,10,-50.90549174427076,45.40126097217396,-0.8183071126344065,0.6696265305880598,0.12302276960460432,12.641712217105432,-80.05728011691589,-21.753703371625633
ALL,ClosureErrorDeg,NL_RobustP2P_Deg,10,-5.536595285094209,4.333811567247681,-0.33159250351045344,0.10995358838433011,0.20192460629844997,5.569284555570935,-18.379365470240785,7.306174900052366
ALL,AnalysisStartRawCentered,NL_RobustP2P_Deg,10,-0.0006580811275023931,3.6931832000000004,-0.47706186901696057,0.22758802686995583,0.18810806523737847,0.00042863164998565857,-0.0016465057123693219,0.00033034345736453555
Remount01,ShadowP2P_Deg,NL_RobustP2P_Deg,3,-0.26641579037272517,4.376950818431171,-0.2222310712613911,0.049386649033985264,0.011025991516314466,1.1688455741250405,-15.11776765520549,14.584936074460039
Remount01,RMS_AC_Deg,NL_RobustP2P_Deg,3,25.183029621485275,-16.360561143775843,0.8692560129259354,0.7556060160079643,0.005590632627774131,14.322061304059803,-156.79308130789858,207.15914055086913
Remount01,A36_Deg,NL_RobustP2P_Deg,3,-6.454502619807018,8.716180487584545,-0.7663898185770771,0.58735335401859,0.007264485462197953,5.410061656273668,-75.19474602442024,62.28574078480621
Remount01,ClosureErrorDeg,NL_RobustP2P_Deg,3,0.07469663480132765,3.397814682461184,0.14510186574537617,0.021054551442796776,0.011189094583000467,0.5093394156168087,-6.396969980025844,6.546363249628499
Remount02,ShadowP2P_Deg,NL_RobustP2P_Deg,3,0.22007722964815116,2.8870449760419934,0.6574705091893467,0.43226747045365144,0.0040945925480667675,0.25221489008243014,-2.984565163739206,3.424719623035508
Remount02,RMS_AC_Deg,NL_RobustP2P_Deg,3,3.6846980758299765,0.6235737104168675,0.9493281555848946,0.9012239469862011,0.0017079086433152428,1.219863902522511,-11.814892669621049,19.184288821281
Remount02,A36_Deg,NL_RobustP2P_Deg,3,4.126590805255581,0.37635755198485876,0.7724338300894923,0.5966540218666997,0.003451259918059424,3.3928837941735117,-38.98339068351306,47.23657229402422
Remount02,ClosureErrorDeg,NL_RobustP2P_Deg,3,-0.40144442758774607,3.807027372615661,-0.9445068926304759,0.8920932702264646,0.0017851021282896025,0.13961901436989332,-2.1754436241716104,1.3725547689961184
Remount02,AnalysisStartRawCentered,NL_RobustP2P_Deg,3,0.00020414285714293843,3.805351171428588,0.08115191580918728,0.00658563343954488,0.005416316328596809,0.002507267261870598,-0.031653194972184884,0.03206148068647076
Remount03,ShadowP2P_Deg,NL_RobustP2P_Deg,4,0.6787812278595857,1.067356421556124,0.6483149071431149,0.4203122188239867,0.015702203912585623,0.5636712583629302,-1.746696196876103,3.1042586525952744
Remount03,RMS_AC_Deg,NL_RobustP2P_Deg,4,7.894222234050485,-2.9092411100328914,0.9320918593689614,0.8687952343018837,0.007470305190830133,2.169254167434762,-1.4400784484212963,17.228522916522266
Remount03,A36_Deg,NL_RobustP2P_Deg,4,-14.627819893491266,15.78832266146932,-0.9889253875325754,0.9779734221064593,0.00306081481245445,1.5522962024872908,-21.30735045279408,-7.948289334188453
Remount03,ClosureErrorDeg,NL_RobustP2P_Deg,4,-0.03224597258584592,3.858864307285575,-0.021289235013608913,0.0004532315274843324,0.02061888134847225,1.0707842783835484,-4.639830722470255,4.575338777298563
Remount03,AnalysisStartRawCentered,NL_RobustP2P_Deg,4,-0.0033178888888888793,4.026659355555558,-0.34127506274815594,0.11646866845376991,0.01938538886492716,0.006461796288309053,-0.031122998317482737,0.024487220539704976
