"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","49679","-3","-16.4794921875","-3","-3000","-3000000","0","317124","317124","0","2897","1336","1014"
"1","ALIGN_RAMP","49678","-4","-21.97265625","-1","-1000","2000000","200","317125","317125","0","2903","1336","267"
"2","ALIGN_RAMP","49678","-4","-21.97265625","0","0","1000000","400","317126","317126","0","2902","1336","177"
"3","ALIGN_RAMP","49679","-3","-16.4794921875","1","1000","1000000","600","317127","317127","0","2902","1336","87"
"4","ALIGN_RAMP","49680","-2","-10.986328125","1","1000","0","800","317128","317128","0","2902","1336","2152"
"5","ALIGN_RAMP","49676","-6","-32.958984375","-4","-4000","-5000000","1000","317129","317129","0","2902","1336","2062"
"6","ALIGN_RAMP","49681","-1","-5.4931640625","5","5000","9000000","1200","317130","317130","0","2902","1336","1972"
"7","ALIGN_RAMP","49675","-7","-38.4521484375","-6","-6000","-11000000","1400","317131","317131","0","2902","1336","1882"
"8","ALIGN_RAMP","49680","-2","-10.986328125","5","5000","11000000","1600","317132","317132","0","2902","1336","1792"
"9","ALIGN_RAMP","49679","-3","-16.4794921875","-1","-1000","-6000000","1800","317133","317133","0","2902","1336","1702"
"10","ALIGN_RAMP","49681","-1","-5.4931640625","2","2000","3000000","2000","317134","317134","0","2902","1336","1612"
"11","ALIGN_RAMP","49680","-2","-10.986328125","-1","-1000","-3000000","2200","317135","317135","0","2902","1336","1522"
"12","ALIGN_RAMP","49680","-2","-10.986328125","0","0","1000000","2400","317136","317136","0","2902","1336","1432"
"13","ALIGN_RAMP","49680","-2","-10.986328125","0","0","0","2600","317137","317137","0","2902","1336","1342"
"14","ALIGN_RAMP","49679","-3","-16.4794921875","-1","-1000","-1000000","2800","317138","317138","0","2902","1336","1252"
"15","ALIGN_RAMP","49674","-8","-43.9453125","-5","-5000","-4000000","3000","317139","317139","0","2902","1336","1162"
"16","ALIGN_RAMP","49676","-6","-32.958984375","2","2000","7000000","3200","317140","317140","0","2902","1336","1072"
"17","ALIGN_RAMP","49679","-3","-16.4794921875","3","3000","1000000","3400","317141","317141","0","2902","1336","982"
"18","ALIGN_RAMP","49682","0","0","3","3000","0","3600","317142","317142","0","2902","1336","892"
"19","ALIGN_RAMP","49681","-1","-5.4931640625","-1","-1000","-4000000","3800","317143","317143","0","2902","1336","802"
"20","ALIGN_RAMP","49679","-3","-16.4794921875","-2","-2000","-1000000","4000","317144","317144","0","2902","1336","712"
"21","ALIGN_RAMP","49675","-7","-38.4521484375","-4","-4000","-2000000","4200","317145","317145","0","2902","1336","622"
"22","ALIGN_RAMP","49677","-5","-27.4658203125","2","2000","6000000","4400","317146","317146","0","2902","1336","532"
"23","ALIGN_RAMP","49682","0","0","5","5000","3000000","4600","317147","317147","0","2902","1336","442"
"24","ALIGN_RAMP","49681","-1","-5.4931640625","-1","-1000","-6000000","4800","317148","317148","0","2902","1336","352"
"25","ALIGN_RAMP","49681","-1","-5.4931640625","0","0","1000000","5000","317149","317149","0","2902","1336","262"
"26","ALIGN_RAMP","49681","-1","-5.4931640625","0","0","0","5200","317150","317150","0","2902","1336","172"
"27","ALIGN_RAMP","49681","-1","-5.4931640625","0","0","0","5400","317151","317151","0","2902","1336","82"
