"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","55188","-3","-16.4794921875","-3","-3000","-3000000","0","261352","261352","0","2897","1336","1435"
"1","ALIGN_RAMP","55192","1","5.4931640625","4","4000","7000000","200","261353","261353","0","2903","1336","752"
"2","ALIGN_RAMP","55189","-2","-10.986328125","-3","-3000","-7000000","400","261354","261354","0","2903","1336","662"
"3","ALIGN_RAMP","55190","-1","-5.4931640625","1","1000","4000000","600","261355","261355","0","2903","1336","572"
"4","ALIGN_RAMP","55188","-3","-16.4794921875","-2","-2000","-3000000","800","261356","261356","0","2903","1336","482"
"5","ALIGN_RAMP","55192","1","5.4931640625","4","4000","6000000","1000","261357","261357","0","2903","1336","392"
"6","ALIGN_RAMP","55193","2","10.986328125","1","1000","-3000000","1200","261358","261358","0","2903","1336","302"
"7","ALIGN_RAMP","55192","1","5.4931640625","-1","-1000","-2000000","1400","261359","261359","0","2903","1336","212"
"8","ALIGN_RAMP","55191","0","0","-1","-1000","0","1600","261360","261360","0","2903","1336","122"
"9","ALIGN_RAMP","55192","1","5.4931640625","1","1000","2000000","1800","261361","261361","0","2903","1336","32"
"10","ALIGN_RAMP","55195","4","21.97265625","3","3000","2000000","2000","261362","261362","0","2903","1336","2097"
"11","ALIGN_RAMP","55192","1","5.4931640625","-3","-3000","-6000000","2200","261363","261363","0","2903","1336","2007"
"12","ALIGN_RAMP","55195","4","21.97265625","3","3000","6000000","2400","261364","261364","0","2903","1336","1917"
"13","ALIGN_RAMP","55194","3","16.4794921875","-1","-1000","-4000000","2600","261365","261365","0","2903","1336","1827"
"14","ALIGN_RAMP","55191","0","0","-3","-3000","-2000000","2800","261366","261366","0","2903","1336","1737"
"15","ALIGN_RAMP","55193","2","10.986328125","2","2000","5000000","3000","261367","261367","0","2903","1336","1647"
"16","ALIGN_RAMP","55188","-3","-16.4794921875","-5","-5000","-7000000","3200","261368","261368","0","2903","1336","1557"
"17","ALIGN_RAMP","55191","0","0","3","3000","8000000","3400","261369","261369","0","2903","1336","1467"
"18","ALIGN_RAMP","55193","2","10.986328125","2","2000","-1000000","3600","261370","261370","0","2903","1336","1377"
"19","ALIGN_RAMP","55189","-2","-10.986328125","-4","-4000","-6000000","3800","261371","261371","0","2903","1336","1287"
"20","ALIGN_RAMP","55190","-1","-5.4931640625","1","1000","5000000","4000","261372","261372","0","2903","1336","1197"
"21","ALIGN_RAMP","55193","2","10.986328125","3","3000","2000000","4200","261373","261373","0","2903","1336","1107"
"22","ALIGN_RAMP","55190","-1","-5.4931640625","-3","-3000","-6000000","4400","261374","261374","0","2903","1336","1017"
"23","ALIGN_RAMP","55192","1","5.4931640625","2","2000","5000000","4600","261375","261375","0","2903","1336","927"
"24","ALIGN_RAMP","55190","-1","-5.4931640625","-2","-2000","-4000000","4800","261376","261376","0","2903","1336","837"
"25","ALIGN_RAMP","55190","-1","-5.4931640625","0","0","2000000","5000","261377","261377","0","2903","1336","747"
"26","ALIGN_RAMP","55193","2","10.986328125","3","3000","3000000","5200","261378","261378","0","2903","1336","657"
"27","ALIGN_RAMP","55193","2","10.986328125","0","0","-3000000","5400","261379","261379","0","2903","1336","567"
"28","ALIGN_RAMP","55192","1","5.4931640625","-1","-1000","-1000000","5600","261380","261380","0","2903","1336","477"
"29","ALIGN_RAMP","55191","0","0","-1","-1000","0","5800","261381","261381","0","2903","1336","387"
