"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","37047","0","0","0","0","0","0","455142","455142","0","2897","1336","814"
"1","ALIGN_RAMP","37044","-3","-16.4794921875","-3","-3000","-3000000","200","455143","455143","0","2903","1336","67"
"2","ALIGN_RAMP","37048","1","5.4931640625","4","4000","7000000","400","455144","455144","0","2902","1336","2132"
"3","ALIGN_RAMP","37046","-1","-5.4931640625","-2","-2000","-6000000","600","455145","455145","0","2902","1336","2042"
"4","ALIGN_RAMP","37044","-3","-16.4794921875","-2","-2000","0","800","455146","455146","0","2902","1336","1952"
"5","ALIGN_RAMP","37047","0","0","3","3000","5000000","1000","455147","455147","0","2902","1336","1862"
"6","ALIGN_RAMP","37047","0","0","0","0","-3000000","1200","455148","455148","0","2902","1336","1772"
"7","ALIGN_RAMP","37044","-3","-16.4794921875","-3","-3000","-3000000","1400","455149","455149","0","2902","1336","1682"
"8","ALIGN_RAMP","37045","-2","-10.986328125","1","1000","4000000","1600","455150","455150","0","2902","1336","1592"
"9","ALIGN_RAMP","37042","-5","-27.4658203125","-3","-3000","-4000000","1800","455151","455151","0","2902","1336","1502"
"10","ALIGN_RAMP","37044","-3","-16.4794921875","2","2000","5000000","2000","455152","455152","0","2902","1336","1412"
"11","ALIGN_RAMP","37044","-3","-16.4794921875","0","0","-2000000","2200","455153","455153","0","2902","1336","1322"
"12","ALIGN_RAMP","37045","-2","-10.986328125","1","1000","1000000","2400","455154","455154","0","2902","1336","1232"
"13","ALIGN_RAMP","37045","-2","-10.986328125","0","0","-1000000","2600","455155","455155","0","2902","1336","1142"
"14","ALIGN_RAMP","37044","-3","-16.4794921875","-1","-1000","-1000000","2800","455156","455156","0","2902","1336","1052"
"15","ALIGN_RAMP","37047","0","0","3","3000","4000000","3000","455157","455157","0","2902","1336","962"
