"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","9684","-1","-5.4931640625","-1","-1000","-1000000","0","56043","56043","0","2897","1336","166"
"1","ALIGN_RAMP","9684","-1","-5.4931640625","0","0","1000000","160","56044","56044","0","2902","1336","1576"
"2","ALIGN_RAMP","9684","-1","-5.4931640625","0","0","0","320","56045","56045","0","2902","1336","1486"
"3","ALIGN_RAMP","9687","2","10.986328125","3","3000","3000000","480","56046","56046","0","2902","1336","1396"
"4","ALIGN_RAMP","9684","-1","-5.4931640625","-3","-3000","-6000000","640","56047","56047","0","2902","1336","1306"
"5","ALIGN_RAMP","9687","2","10.986328125","3","3000","6000000","800","56048","56048","0","2902","1336","1216"
"6","ALIGN_RAMP","9683","-2","-10.986328125","-4","-4000","-7000000","960","56049","56049","0","2902","1336","1126"
"7","ALIGN_RAMP","9683","-2","-10.986328125","0","0","4000000","1120","56050","56050","0","2902","1336","1036"
"8","ALIGN_RAMP","9684","-1","-5.4931640625","1","1000","1000000","1280","56051","56051","0","2902","1336","946"
"9","ALIGN_RAMP","9686","1","5.4931640625","2","2000","1000000","1440","56052","56052","0","2902","1336","856"
"10","ALIGN_RAMP","9684","-1","-5.4931640625","-2","-2000","-4000000","1600","56053","56053","0","2902","1336","766"
"11","ALIGN_RAMP","9686","1","5.4931640625","2","2000","4000000","1760","56054","56054","0","2902","1336","676"
"12","ALIGN_RAMP","9683","-2","-10.986328125","-3","-3000","-5000000","1920","56055","56055","0","2902","1336","586"
"13","ALIGN_RAMP","9684","-1","-5.4931640625","1","1000","4000000","2080","56056","56056","0","2902","1336","496"
"14","ALIGN_RAMP","9684","-1","-5.4931640625","0","0","-1000000","2240","56057","56057","0","2902","1336","406"
"15","ALIGN_RAMP","9685","0","0","1","1000","1000000","2400","56058","56058","0","2902","1336","316"
